prompt_id,graph_id,condition,mechanism,control,clean_label,conflict_label,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin
g009_clean,9,clean,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.9375
g009_redundant,9,redundant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.40625
g009_irrelevant,9,irrelevant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.078125
g009_paraphrase,9,paraphrase,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.15625
g009_weak_distractor,9,weak_distractor,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.890625
g009_competition_balanced,9,competition_balanced,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.984375
g009_direct_conflict,9,direct_conflict,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.8125
g009_closure_update,9,closure_update,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-2.078125
g009_closure_override,9,closure_override,closure,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.40625
g009_exception_override,9,exception_override,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-1.0625
g010_clean,10,clean,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,1.28125
g010_redundant,10,redundant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,3.0625
g010_irrelevant,10,irrelevant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.3125
g010_paraphrase,10,paraphrase,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,0.734375
g010_weak_distractor,10,weak_distractor,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,0.421875
g010_competition_balanced,10,competition_balanced,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.640625
g010_direct_conflict,10,direct_conflict,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-3.125
g010_closure_update,10,closure_update,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-3.765625
g010_closure_override,10,closure_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.125
g010_exception_override,10,exception_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.796875
g011_clean,11,clean,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,1.859375
g011_redundant,11,redundant,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,3.96875
g011_irrelevant,11,irrelevant,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,0.625
g011_paraphrase,11,paraphrase,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,3.734375
g011_weak_distractor,11,weak_distractor,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,0.84375
g011_competition_balanced,11,competition_balanced,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,1.375
g011_direct_conflict,11,direct_conflict,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,0.53125
g011_closure_update,11,closure_update,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-2.03125
g011_closure_override,11,closure_override,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.296875
g011_exception_override,11,exception_override,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-2.015625
g012_clean,12,clean,stable,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.296875
g012_redundant,12,redundant,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.375
g012_irrelevant,12,irrelevant,stable,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.4375
g012_paraphrase,12,paraphrase,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,1.46875
g012_weak_distractor,12,weak_distractor,competition,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.046875
g012_competition_balanced,12,competition_balanced,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-3.078125
g012_direct_conflict,12,direct_conflict,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.6875
g012_closure_update,12,closure_update,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.15625
g012_closure_override,12,closure_override,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.609375
g012_exception_override,12,exception_override,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.109375
g015_clean,15,clean,stable,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-1.453125
g015_redundant,15,redundant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.390625
g015_irrelevant,15,irrelevant,stable,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-2.546875
g015_paraphrase,15,paraphrase,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.25
g015_weak_distractor,15,weak_distractor,competition,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-0.40625
g015_competition_balanced,15,competition_balanced,competition,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-0.015625
g015_direct_conflict,15,direct_conflict,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.40625
g015_closure_update,15,closure_update,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-2.328125
g015_closure_override,15,closure_override,closure,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.40625
g015_exception_override,15,exception_override,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-2.421875
g018_clean,18,clean,stable,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.78125
g018_redundant,18,redundant,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.015625
g018_irrelevant,18,irrelevant,stable,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.140625
g018_paraphrase,18,paraphrase,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.890625
g018_weak_distractor,18,weak_distractor,competition,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.171875
g018_competition_balanced,18,competition_balanced,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.109375
g018_direct_conflict,18,direct_conflict,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.765625
g018_closure_update,18,closure_update,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-3.265625
g018_closure_override,18,closure_override,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.390625
g018_exception_override,18,exception_override,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-1.859375
g022_clean,22,clean,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,3.15625
g022_redundant,22,redundant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,1.4375
g022_irrelevant,22,irrelevant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-3.0
g022_paraphrase,22,paraphrase,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,0.84375
g022_weak_distractor,22,weak_distractor,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.96875
g022_competition_balanced,22,competition_balanced,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.09375
g022_direct_conflict,22,direct_conflict,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.328125
g022_closure_update,22,closure_update,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-4.046875
g022_closure_override,22,closure_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-2.5625
g022_exception_override,22,exception_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.953125
g026_clean,26,clean,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,0.3125
g026_redundant,26,redundant,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,0.390625
g026_irrelevant,26,irrelevant,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,1.078125
g026_paraphrase,26,paraphrase,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,1.765625
g026_weak_distractor,26,weak_distractor,competition,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,0.3125
g026_competition_balanced,26,competition_balanced,competition,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,1.265625
g026_direct_conflict,26,direct_conflict,competition,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.203125
g026_closure_update,26,closure_update,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-1.765625
g026_closure_override,26,closure_override,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.65625
g026_exception_override,26,exception_override,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-1.59375
g030_clean,30,clean,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.203125
g030_redundant,30,redundant,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.625
g030_irrelevant,30,irrelevant,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.03125
g030_paraphrase,30,paraphrase,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,1.0
g030_weak_distractor,30,weak_distractor,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.8125
g030_competition_balanced,30,competition_balanced,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.34375
g030_direct_conflict,30,direct_conflict,competition,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.140625
g030_closure_update,30,closure_update,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-3.1875
g030_closure_override,30,closure_override,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.484375
g030_exception_override,30,exception_override,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.984375
g031_clean,31,clean,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.375
g031_redundant,31,redundant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.328125
g031_irrelevant,31,irrelevant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.140625
g031_paraphrase,31,paraphrase,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.6875
g031_weak_distractor,31,weak_distractor,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.546875
g031_competition_balanced,31,competition_balanced,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.8125
g031_direct_conflict,31,direct_conflict,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.484375
g031_closure_update,31,closure_update,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.734375
g031_closure_override,31,closure_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.53125
g031_exception_override,31,exception_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.953125
g033_clean,33,clean,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.859375
g033_redundant,33,redundant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.5
g033_irrelevant,33,irrelevant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.40625
g033_paraphrase,33,paraphrase,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.46875
g033_weak_distractor,33,weak_distractor,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.84375
g033_competition_balanced,33,competition_balanced,competition,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-0.78125
g033_direct_conflict,33,direct_conflict,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.546875
g033_closure_update,33,closure_update,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-1.90625
g033_closure_override,33,closure_override,closure,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.296875
g033_exception_override,33,exception_override,closure,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.71875
g039_clean,39,clean,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.578125
g039_redundant,39,redundant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.109375
g039_irrelevant,39,irrelevant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.890625
g039_paraphrase,39,paraphrase,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.859375
g039_weak_distractor,39,weak_distractor,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.96875
g039_competition_balanced,39,competition_balanced,competition,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-0.671875
g039_direct_conflict,39,direct_conflict,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,2.171875
g039_closure_update,39,closure_update,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-0.734375
g039_closure_override,39,closure_override,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-1.59375
g039_exception_override,39,exception_override,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-1.390625
g040_clean,40,clean,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,1.40625
g040_redundant,40,redundant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,1.78125
g040_irrelevant,40,irrelevant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.34375
g040_paraphrase,40,paraphrase,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,1.421875
g040_weak_distractor,40,weak_distractor,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,1.5625
g040_competition_balanced,40,competition_balanced,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.125
g040_direct_conflict,40,direct_conflict,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.1875
g040_closure_update,40,closure_update,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.5
g040_closure_override,40,closure_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.90625
g040_exception_override,40,exception_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.25
g042_clean,42,clean,stable,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.1875
g042_redundant,42,redundant,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,0.171875
g042_irrelevant,42,irrelevant,stable,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.109375
g042_paraphrase,42,paraphrase,stable,shuffle_boundary_labels,Red,Blue,3731,8697,3731, Red,clean,1,2,1.0
g042_weak_distractor,42,weak_distractor,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.0625
g042_competition_balanced,42,competition_balanced,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.984375
g042_direct_conflict,42,direct_conflict,competition,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.265625
g042_closure_update,42,closure_update,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-2.359375
g042_closure_override,42,closure_override,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-3.28125
g042_exception_override,42,exception_override,closure,shuffle_boundary_labels,Red,Blue,3731,8697,8697, Blue,conflict,2,1,-0.75
g045_clean,45,clean,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.09375
g045_redundant,45,redundant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.453125
g045_irrelevant,45,irrelevant,stable,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-0.34375
g045_paraphrase,45,paraphrase,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.40625
g045_weak_distractor,45,weak_distractor,competition,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-0.28125
g045_competition_balanced,45,competition_balanced,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.9375
g045_direct_conflict,45,direct_conflict,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.578125
g045_closure_update,45,closure_update,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-5.203125
g045_closure_override,45,closure_override,closure,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.40625
g045_exception_override,45,exception_override,closure,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.171875
g053_clean,53,clean,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,0.4375
g053_redundant,53,redundant,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.25
g053_irrelevant,53,irrelevant,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,0.015625
g053_paraphrase,53,paraphrase,stable,shuffle_boundary_labels,Gold,Iron,7421,16570,7421, Gold,clean,1,2,3.609375
g053_weak_distractor,53,weak_distractor,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.5625
g053_competition_balanced,53,competition_balanced,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-4.0625
g053_direct_conflict,53,direct_conflict,competition,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-4.84375
g053_closure_update,53,closure_update,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-3.921875
g053_closure_override,53,closure_override,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-1.4375
g053_exception_override,53,exception_override,closure,shuffle_boundary_labels,Gold,Iron,7421,16570,16570, Iron,conflict,2,1,-0.34375
g064_clean,64,clean,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,2.46875
g064_redundant,64,redundant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,3.09375
g064_irrelevant,64,irrelevant,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.90625
g064_paraphrase,64,paraphrase,stable,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,2.71875
g064_weak_distractor,64,weak_distractor,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.140625
g064_competition_balanced,64,competition_balanced,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,1,1,0.0
g064_direct_conflict,64,direct_conflict,competition,shuffle_boundary_labels,Copper,Silver,42540,14997,42540, Copper,clean,1,2,0.328125
g064_closure_update,64,closure_update,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.421875
g064_closure_override,64,closure_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-1.6875
g064_exception_override,64,exception_override,closure,shuffle_boundary_labels,Copper,Silver,42540,14997,14997, Silver,conflict,2,1,-0.734375
g067_clean,67,clean,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.609375
g067_redundant,67,redundant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.15625
g067_irrelevant,67,irrelevant,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.71875
g067_paraphrase,67,paraphrase,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.34375
g067_weak_distractor,67,weak_distractor,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,1.15625
g067_competition_balanced,67,competition_balanced,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,7840, Green,clean,1,2,0.140625
g067_direct_conflict,67,direct_conflict,competition,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-1.078125
g067_closure_update,67,closure_update,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-2.5
g067_closure_override,67,closure_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-1.328125
g067_exception_override,67,exception_override,closure,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-0.21875
g068_clean,68,clean,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,0.890625
g068_redundant,68,redundant,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,0.859375
g068_irrelevant,68,irrelevant,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,0.46875
g068_paraphrase,68,paraphrase,stable,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,1.359375
g068_weak_distractor,68,weak_distractor,competition,shuffle_boundary_labels,North,South,4787,4882,4787, North,clean,1,2,1.40625
g068_competition_balanced,68,competition_balanced,competition,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.296875
g068_direct_conflict,68,direct_conflict,competition,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-0.140625
g068_closure_update,68,closure_update,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-1.859375
g068_closure_override,68,closure_override,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-1.453125
g068_exception_override,68,exception_override,closure,shuffle_boundary_labels,North,South,4787,4882,4882, South,conflict,2,1,-2.34375
g069_clean,69,clean,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.828125
g069_redundant,69,redundant,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.234375
g069_irrelevant,69,irrelevant,stable,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-0.015625
g069_paraphrase,69,paraphrase,stable,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.625
g069_weak_distractor,69,weak_distractor,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.703125
g069_competition_balanced,69,competition_balanced,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.4375
g069_direct_conflict,69,direct_conflict,competition,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,1.84375
g069_closure_update,69,closure_update,closure,shuffle_boundary_labels,East,West,6326,4312,4312, West,conflict,2,1,-2.796875
g069_closure_override,69,closure_override,closure,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.421875
g069_exception_override,69,exception_override,closure,shuffle_boundary_labels,East,West,6326,4312,6326, East,clean,1,2,0.90625
g073_clean,73,clean,stable,shuffle_boundary_labels,Green,Yellow,7840,25462,25462, Yellow,conflict,2,1,-1.0625
