prompt_id,mechanism,best_action_label,best_alpha,best_beta,best_final_margin,best_margin_shift,best_crossed,best_utility
g013_redundant,stable,a0.0_b0.0,0.0,0.0,0.078125,0.0,False,-0.0
g013_irrelevant,stable,a0.0_b0.0,0.0,0.0,-1.46875,0.0,False,-0.0
g013_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.34375,0.0,False,-0.0
g013_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.875,0.0,False,-0.0
g013_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-3.984375,0.0,False,-0.0
g013_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-5.265625,0.0,False,-0.0
g013_closure_update,closure,a0.6_b0.6,0.6,0.6,-2.265625,2.828125,False,2.806525
g013_closure_override,closure,a1.0_b1.2,1.0,1.2,0.546875,5.125,True,10.0518
g013_exception_override,closure,a1.0_b1.2,1.0,1.2,0.609375,4.203125,True,9.129925
g014_clean,stable,a0.0_b0.0,0.0,0.0,-0.140625,0.0,False,-0.0
g014_redundant,stable,a0.0_b0.0,0.0,0.0,-0.5,0.0,False,-0.0
g014_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.390625,0.0,False,-0.0
g014_paraphrase,stable,a0.0_b0.0,0.0,0.0,3.046875,0.0,False,-0.0
g014_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.578125,0.0,False,-0.0
g014_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-3.1875,0.0,False,-0.0
g014_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-4.03125,0.0,False,-0.0
g014_closure_update,closure,a1.0_b0.6,1.0,0.6,-2.140625,1.953125,False,1.912325
g014_closure_override,closure,a1.0_b1.2,1.0,1.2,-1.609375,3.265625,False,3.192425
g014_exception_override,closure,a1.0_b1.2,1.0,1.2,-0.5625,4.0625,False,3.9893
g016_clean,stable,a0.0_b0.0,0.0,0.0,1.515625,0.0,False,-0.0
g016_redundant,stable,a0.0_b0.0,0.0,0.0,2.234375,0.015625,False,-0.015625
g016_irrelevant,stable,a0.0_b0.0,0.0,0.0,-2.90625,-0.046875,False,-0.046875
g016_paraphrase,stable,a0.0_b0.0,0.0,0.0,3.21875,0.0,False,-0.0
g016_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-1.90625,0.0,False,-0.0
g016_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-4.515625,0.0,False,-0.0
g016_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-4.015625,-0.03125,False,-0.03125
g016_closure_update,closure,a0.6_b0.6,0.6,0.6,-2.453125,2.640625,False,2.619025
g016_closure_override,closure,a0.6_b0.6,0.6,0.6,-2.875,5.09375,False,5.07215
g016_exception_override,closure,a0.9_b0.9,0.9,0.9,-2.203125,4.046875,False,3.998275
g017_clean,stable,a0.0_b0.0,0.0,0.0,-4.453125,0.0,False,-0.0
g017_redundant,stable,a0.0_b0.0,0.0,0.0,-1.875,0.0,False,-0.0
g017_irrelevant,stable,a0.0_b0.0,0.0,0.0,-3.828125,-0.03125,False,-0.03125
g017_paraphrase,stable,a0.0_b0.0,0.0,0.0,5.03125,0.0,False,-0.0
g017_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-6.828125,0.0,False,-0.0
g017_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-9.09375,0.0,False,-0.0
g017_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-9.65625,-0.015625,False,-0.015625
g017_closure_update,closure,a0.6_b0.6,0.6,0.6,-3.5625,5.375,False,5.3534
g017_closure_override,closure,a0.9_b0.9,0.9,0.9,-1.421875,5.671875,False,5.623275
g017_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.90625,5.296875,False,5.248275
g019_clean,stable,a0.0_b0.0,0.0,0.0,-1.296875,0.0,False,-0.0
g019_redundant,stable,a0.0_b0.0,0.0,0.0,-0.53125,0.0,False,-0.0
g019_irrelevant,stable,a0.0_b0.0,0.0,0.0,-1.609375,0.0,False,-0.0
g019_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.859375,0.0,False,-0.0
g019_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-1.234375,0.0,False,-0.0
g019_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-4.84375,0.0,False,-0.0
g019_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-6.984375,0.0,False,-0.0
g019_closure_update,closure,a0.9_b0.6,0.9,0.6,-2.578125,4.5625,False,4.5274
g019_closure_override,closure,a1.0_b1.2,1.0,1.2,0.515625,6.15625,True,11.08305
g019_exception_override,closure,a1.0_b1.2,1.0,1.2,0.96875,4.328125,True,9.254925
g020_clean,stable,a0.0_b0.0,0.0,0.0,-0.4375,0.0,False,-0.0
g020_redundant,stable,a0.0_b0.0,0.0,0.0,-0.703125,0.0,False,-0.0
g020_irrelevant,stable,a0.0_b0.0,0.0,0.0,-1.953125,0.0,False,-0.0
g020_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.25,0.0,False,-0.0
g020_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-1.09375,0.0,False,-0.0
g020_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-2.546875,0.0,False,-0.0
g020_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-3.546875,0.0,False,-0.0
g020_closure_update,closure,a0.6_b0.6,0.6,0.6,-1.890625,2.203125,False,2.181525
g020_closure_override,closure,a1.0_b1.2,1.0,1.2,-1.171875,3.640625,False,3.567425
g020_exception_override,closure,a1.0_b1.2,1.0,1.2,-0.21875,3.84375,False,3.77055
g021_clean,stable,a0.0_b0.0,0.0,0.0,-0.71875,0.0,False,-0.0
g021_redundant,stable,a0.0_b0.0,0.0,0.0,1.09375,0.0,False,-0.0
g021_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.875,0.0,False,-0.0
g021_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.015625,0.0,False,-0.0
g021_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.125,0.0,False,-0.0
g021_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-1.890625,0.0,False,-0.0
g021_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-4.21875,0.0,False,-0.0
g021_closure_update,closure,a1.0_b1.2,1.0,1.2,-1.21875,4.34375,False,4.27055
g021_closure_override,closure,a1.0_b1.2,1.0,1.2,1.3125,4.9375,True,9.8643
g021_exception_override,closure,a1.0_b1.2,1.0,1.2,0.875,4.28125,True,9.20805
g023_clean,stable,a0.0_b0.0,0.0,0.0,-2.4375,0.0,False,-0.0
g023_redundant,stable,a0.0_b0.0,0.0,0.0,-0.625,0.0,False,-0.0
g023_irrelevant,stable,a0.0_b0.0,0.0,0.0,-2.546875,0.0,False,-0.0
g023_paraphrase,stable,a0.0_b0.0,0.0,0.0,4.15625,0.015625,False,-0.015625
g023_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-6.3125,0.0,False,-0.0
g023_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-7.953125,0.0,False,-0.0
g023_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-11.328125,0.0625,False,-0.0625
g023_closure_update,closure,a0.6_b0.6,0.6,0.6,-4.203125,3.953125,False,3.931525
g023_closure_override,closure,a0.9_b0.9,0.9,0.9,-2.359375,6.171875,False,6.123275
g023_exception_override,closure,a1.0_b1.2,1.0,1.2,-1.578125,5.3125,False,5.2393
g024_clean,stable,a0.0_b0.0,0.0,0.0,-1.578125,-0.015625,False,-0.015625
g024_redundant,stable,a0.0_b0.0,0.0,0.0,-1.453125,0.0,False,-0.0
g024_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.953125,-0.015625,False,-0.015625
g024_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.15625,0.0,False,-0.0
g024_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.921875,0.0,False,-0.0
g024_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-3.6875,0.0,False,-0.0
g024_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-3.640625,-0.015625,False,-0.015625
g024_closure_update,closure,a0.6_b0.6,0.6,0.6,-2.203125,3.859375,False,3.837775
g024_closure_override,closure,a1.0_b1.2,1.0,1.2,-1.140625,5.46875,False,5.39555
g024_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.390625,4.734375,False,4.685775
g025_clean,stable,a0.0_b0.0,0.0,0.0,1.203125,0.0,False,-0.0
g025_redundant,stable,a0.0_b0.0,0.0,0.0,0.828125,0.0,False,-0.0
g025_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.65625,-0.046875,False,-0.046875
g025_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.46875,0.0,False,-0.0
g025_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.734375,0.0,False,-0.0
g025_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-2.453125,0.0,False,-0.0
g025_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-4.828125,-0.015625,False,-0.015625
g025_closure_update,closure,a0.6_b0.6,0.6,0.6,-2.203125,2.796875,False,2.775275
g025_closure_override,closure,a1.0_b1.2,1.0,1.2,0.640625,5.171875,True,10.098675
g025_exception_override,closure,a1.0_b1.2,1.0,1.2,1.1875,4.296875,True,9.223675
g027_clean,stable,a0.0_b0.0,0.0,0.0,-0.40625,0.0,False,-0.0
g027_redundant,stable,a0.0_b0.0,0.0,0.0,0.671875,0.0,False,-0.0
g027_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.578125,0.0,False,-0.0
g027_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.515625,0.0,False,-0.0
g027_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.59375,0.0,False,-0.0
g027_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-1.171875,0.0,False,-0.0
g027_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-3.71875,0.0,False,-0.0
g027_closure_update,closure,a1.0_b1.2,1.0,1.2,-1.390625,4.234375,False,4.161175
g027_closure_override,closure,a1.0_b1.2,1.0,1.2,1.078125,4.203125,True,9.129925
g027_exception_override,closure,a1.0_b1.2,1.0,1.2,0.96875,4.28125,True,9.20805
g028_clean,stable,a0.0_b0.0,0.0,0.0,3.5625,0.0,False,-0.0
g028_redundant,stable,a0.0_b0.0,0.0,0.0,2.78125,0.0,False,-0.0
g028_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.1875,0.0,False,-0.0
g028_paraphrase,stable,a0.0_b0.0,0.0,0.0,3.171875,0.0,False,-0.0
g028_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.421875,0.0,False,-0.0
g028_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-2.75,0.0,False,-0.0
g028_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-2.609375,0.0,False,-0.0
g028_closure_update,closure,a0.6_b0.6,0.6,0.6,-1.890625,2.4375,False,2.4159
g028_closure_override,closure,a0.9_b0.9,0.9,0.9,-2.515625,4.4375,False,4.3889
g028_exception_override,closure,a0.9_b0.9,0.9,0.9,-1.1875,4.25,False,4.2014
g029_clean,stable,a0.0_b0.0,0.0,0.0,-3.75,0.0,False,-0.0
g029_redundant,stable,a0.0_b0.0,0.0,0.0,-0.296875,0.0,False,-0.0
g029_irrelevant,stable,a0.0_b0.0,0.0,0.0,-3.171875,0.0,False,-0.0
g029_paraphrase,stable,a0.0_b0.0,0.0,0.0,4.4375,0.0,False,-0.0
g029_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-5.453125,0.0,False,-0.0
g029_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-7.015625,0.0,False,-0.0
g029_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-9.0625,0.0,False,-0.0
g029_closure_update,closure,a0.6_b0.6,0.6,0.6,-3.265625,6.109375,False,6.087775
g029_closure_override,closure,a0.9_b0.9,0.9,0.9,-1.28125,5.734375,False,5.685775
g029_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.90625,5.46875,False,5.42015
g032_clean,stable,a0.0_b0.0,0.0,0.0,0.3125,0.0,False,-0.0
g032_redundant,stable,a0.0_b0.0,0.0,0.0,-0.203125,0.0,False,-0.0
g032_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.21875,0.0,False,-0.0
g032_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.5625,0.0,False,-0.0
g032_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.703125,0.0,False,-0.0
g032_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-1.3125,0.0,False,-0.0
g032_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-2.84375,0.0,False,-0.0
g032_closure_update,closure,a0.6_b0.3,0.6,0.3,-1.53125,2.4375,False,2.424
g032_closure_override,closure,a1.0_b1.2,1.0,1.2,-0.765625,3.359375,False,3.286175
g032_exception_override,closure,a1.0_b1.2,1.0,1.2,0.390625,3.421875,True,8.348675
g034_clean,stable,a0.0_b0.0,0.0,0.0,3.46875,0.0,False,-0.0
g034_redundant,stable,a0.0_b0.0,0.0,0.0,3.3125,0.0,False,-0.0
g034_irrelevant,stable,a0.0_b0.0,0.0,0.0,-2.046875,0.0,False,-0.0
g034_paraphrase,stable,a0.0_b0.0,0.0,0.0,3.28125,-0.015625,False,-0.015625
g034_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.203125,0.0,False,-0.0
g034_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-2.265625,0.0,False,-0.0
g034_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-3.125,0.0,False,-0.0
g034_closure_update,closure,a0.6_b0.6,0.6,0.6,-1.4375,4.1875,False,4.1659
g034_closure_override,closure,a0.9_b0.9,0.9,0.9,-2.25,5.234375,False,5.185775
g034_exception_override,closure,a0.9_b0.9,0.9,0.9,-1.3125,3.328125,False,3.279525
g035_clean,stable,a0.0_b0.0,0.0,0.0,-2.765625,0.0,False,-0.0
g035_redundant,stable,a0.0_b0.0,0.0,0.0,-1.171875,0.0,False,-0.0
g035_irrelevant,stable,a0.0_b0.0,0.0,0.0,-3.234375,-0.03125,False,-0.03125
g035_paraphrase,stable,a0.0_b0.0,0.0,0.0,3.484375,0.015625,False,-0.015625
g035_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-4.265625,0.0,False,-0.0
g035_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-5.3125,0.0,False,-0.0
g035_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-7.359375,0.015625,False,-0.015625
g035_closure_update,closure,a0.6_b0.6,0.6,0.6,-3.15625,5.65625,False,5.63465
g035_closure_override,closure,a0.9_b0.9,0.9,0.9,-1.5,5.671875,False,5.623275
g035_exception_override,closure,a1.0_b1.2,1.0,1.2,-1.25,5.171875,False,5.098675
g036_clean,stable,a0.0_b0.0,0.0,0.0,-2.78125,0.0,False,-0.0
g036_redundant,stable,a0.0_b0.0,0.0,0.0,-0.453125,0.0,False,-0.0
g036_irrelevant,stable,a0.0_b0.0,0.0,0.0,-2.703125,-0.015625,False,-0.015625
g036_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.921875,0.0,False,-0.0
g036_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-1.5,0.0,False,-0.0
g036_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-4.03125,0.0,False,-0.0
g036_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-4.234375,0.0,False,-0.0
g036_closure_update,closure,a0.6_b0.6,0.6,0.6,-1.953125,3.359375,False,3.337775
g036_closure_override,closure,a1.0_b1.2,1.0,1.2,-0.78125,6.234375,False,6.161175
g036_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.125,4.859375,False,4.810775
g037_clean,stable,a0.0_b0.0,0.0,0.0,-1.921875,0.0,False,-0.0
g037_redundant,stable,a0.0_b0.0,0.0,0.0,-0.1875,0.0,False,-0.0
g037_irrelevant,stable,a0.0_b0.0,0.0,0.0,-1.796875,0.015625,False,-0.015625
g037_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.046875,0.0,False,-0.0
g037_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.8125,0.0,False,-0.0
g037_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-3.75,0.0,False,-0.0
g037_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-6.703125,-0.015625,False,-0.015625
g037_closure_update,closure,a1.0_b0.9,1.0,0.9,-1.75,2.375,False,2.3207
g037_closure_override,closure,a1.0_b1.2,1.0,1.2,0.609375,5.953125,True,10.879925
g037_exception_override,closure,a1.0_b1.2,1.0,1.2,1.28125,4.421875,True,9.348675
g038_clean,stable,a0.0_b0.0,0.0,0.0,-0.15625,0.0,False,-0.0
g038_redundant,stable,a0.0_b0.0,0.0,0.0,0.046875,0.0,False,-0.0
g038_irrelevant,stable,a0.0_b0.0,0.0,0.0,-1.234375,0.0,False,-0.0
g038_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.390625,0.0,False,-0.0
g038_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.078125,0.0,False,-0.0
g038_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-2.515625,0.0,False,-0.0
g038_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-3.15625,0.0,False,-0.0
g038_closure_update,closure,a0.6_b0.3,0.6,0.3,-1.625,1.859375,False,1.845875
g038_closure_override,closure,a1.0_b1.2,1.0,1.2,-0.828125,3.359375,False,3.286175
g038_exception_override,closure,a1.0_b1.2,1.0,1.2,0.421875,3.84375,True,8.77055
g041_clean,stable,a0.0_b0.0,0.0,0.0,0.5625,0.0,False,-0.0
g041_redundant,stable,a0.0_b0.0,0.0,0.0,0.09375,0.0,False,-0.0
g041_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.703125,0.015625,False,-0.015625
g041_paraphrase,stable,a0.0_b0.0,0.0,0.0,4.578125,0.0,False,-0.0
g041_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-4.203125,0.0,False,-0.0
g041_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-6.765625,0.0,False,-0.0
g041_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-9.75,0.0,False,-0.0
g041_closure_update,closure,a0.6_b0.6,0.6,0.6,-2.625,6.6875,False,6.6659
g041_closure_override,closure,a0.9_b0.9,0.9,0.9,-1.671875,6.1875,False,6.1389
g041_exception_override,closure,a0.9_b0.9,0.9,0.9,-0.734375,5.765625,False,5.717025
g043_clean,stable,a0.0_b0.0,0.0,0.0,-0.5625,0.015625,False,-0.015625
g043_redundant,stable,a0.0_b0.0,0.0,0.0,0.328125,0.0,False,-0.0
g043_irrelevant,stable,a0.0_b0.0,0.0,0.0,-1.0625,0.0,False,-0.0
g043_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.125,0.0,False,-0.0
g043_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-1.0625,0.0,False,-0.0
g043_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-2.421875,0.0,False,-0.0
g043_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-5.328125,0.0,False,-0.0
g043_closure_update,closure,a0.6_b0.6,0.6,0.6,-1.828125,2.0625,False,2.0409
g043_closure_override,closure,a1.0_b1.2,1.0,1.2,0.515625,4.984375,True,9.911175
g043_exception_override,closure,a1.0_b1.2,1.0,1.2,1.59375,3.90625,True,8.83305
g044_clean,stable,a0.0_b0.0,0.0,0.0,0.125,0.0,False,-0.0
g044_redundant,stable,a0.0_b0.0,0.0,0.0,0.0625,0.0,False,-0.0
g044_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.1875,0.0,False,-0.0
g044_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.28125,0.0,False,-0.0
g044_weak_distractor,competition,a0.0_b0.0,0.0,0.0,-0.578125,0.0,False,-0.0
g044_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-1.65625,0.0,False,-0.0
g044_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-3.6875,0.0,False,-0.0
g044_closure_update,closure,a1.0_b0.6,1.0,0.6,-1.890625,2.578125,False,2.537325
g044_closure_override,closure,a1.0_b1.2,1.0,1.2,-1.078125,3.109375,False,3.036175
g044_exception_override,closure,a1.0_b1.2,1.0,1.2,0.234375,4.53125,True,9.45805
g046_clean,stable,a0.0_b0.0,0.0,0.0,3.40625,0.015625,False,-0.015625
g046_redundant,stable,a0.0_b0.0,0.0,0.0,3.125,0.0,False,-0.0
g046_irrelevant,stable,a0.0_b0.0,0.0,0.0,-0.953125,0.0,False,-0.0
g046_paraphrase,stable,a0.0_b0.0,0.0,0.0,3.578125,0.0,False,-0.0
g046_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.25,0.0,False,-0.0
g046_competition_balanced,competition,a0.0_b0.0,0.0,0.0,-1.34375,0.0,False,-0.0
g046_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-2.09375,0.015625,False,-0.015625
g046_closure_update,closure,a0.6_b0.6,0.6,0.6,-0.890625,2.25,False,2.2284
