model_key,layer,projection_condition,repeat,pearson_preservation,spearman_preservation,spread_mean,entropy_mean
qwen,11,rowpermW,4,0.9139762344622834,0.8911179152827399,0.4814453125,0.9291596412658691
qwen,11,gaussianR,0,0.9237502842550359,0.9376459324662466,0.658203125,3.857001781463623
qwen,11,gaussianR,1,0.9799673168933714,0.9059385152740109,0.6533203125,3.828366756439209
qwen,11,gaussianR,2,0.9534299018329351,0.8700828950192546,0.6552734375,3.795700788497925
qwen,11,gaussianR,3,0.9579712749892929,0.8881977992868206,0.65576171875,3.8735101222991943
qwen,11,gaussianR,4,0.9476191872237547,0.905413404030326,0.65234375,3.850543975830078
qwen,12,realW,0,0.9763811868460767,0.8970654428190543,0.48291015625,0.7928695678710938
qwen,12,rowpermW,0,0.9767344450109832,0.8975128135396505,0.483154296875,0.7928695678710938
qwen,12,rowpermW,1,0.9767295538294314,0.8933167826259775,0.483154296875,0.7928695678710938
qwen,12,rowpermW,2,0.9758807899650231,0.8951296593472677,0.483154296875,0.7928695678710938
qwen,12,rowpermW,3,0.97581027838042,0.897263114480567,0.483154296875,0.7928695678710938
qwen,12,rowpermW,4,0.976343181262821,0.8942439607952126,0.483154296875,0.7928695678710938
qwen,12,gaussianR,0,0.9465923331202757,0.8801248878004289,0.65869140625,3.825901746749878
qwen,12,gaussianR,1,0.9865948536978474,0.9145982389251517,0.65234375,3.787153959274292
qwen,12,gaussianR,2,0.9879987213748753,0.9018649133575347,0.654296875,3.8578851222991943
qwen,12,gaussianR,3,0.958580331667919,0.8521726321694125,0.65380859375,3.809706449508667
qwen,12,gaussianR,4,0.9544241661339259,0.9008574104944509,0.65966796875,3.7962329387664795
qwen,13,realW,0,0.8938735198058998,0.8959485606477668,0.4892578125,0.4401448667049408
qwen,13,rowpermW,0,0.894726885826957,0.8965264826778766,0.489501953125,0.4401448667049408
qwen,13,rowpermW,1,0.8936507383865209,0.8952278322715919,0.489501953125,0.4401448667049408
qwen,13,rowpermW,2,0.8944472216893463,0.8951669253701839,0.489501953125,0.4401448667049408
qwen,13,rowpermW,3,0.8936936762468867,0.895816607844204,0.4892578125,0.4401448667049408
qwen,13,rowpermW,4,0.8936783690256942,0.8955336929711679,0.489501953125,0.4401448667049408
qwen,13,gaussianR,0,0.9784376515979473,0.9095176959328484,0.65380859375,3.811412811279297
qwen,13,gaussianR,1,0.9641720602632098,0.9593149235113426,0.64990234375,3.7490851879119873
qwen,13,gaussianR,2,0.9487057425513897,0.9454877031097281,0.65234375,3.825124740600586
qwen,13,gaussianR,3,0.9434135531732993,0.9286264088188617,0.654296875,3.7435970306396484
qwen,13,gaussianR,4,0.9712142999100178,0.924992745426888,0.65966796875,3.833037853240967
qwen,14,realW,0,0.9902074806218981,0.8112610317697946,0.488525390625,0.4106977880001068
qwen,14,rowpermW,0,0.9902402679325014,0.8135094978785996,0.488525390625,0.4106977880001068
qwen,14,rowpermW,1,0.9901660265430269,0.8114745977457067,0.488525390625,0.4106977880001068
qwen,14,rowpermW,2,0.9902402679325014,0.8135094978785996,0.488525390625,0.4106977880001068
qwen,14,rowpermW,3,0.9904247625349413,0.8116892118680624,0.488525390625,0.4106977880001068
qwen,14,rowpermW,4,0.9901660265430269,0.8114745977457067,0.488525390625,0.4106977880001068
qwen,14,gaussianR,0,0.9415654155135648,0.9190780841536355,0.65771484375,3.8030173778533936
qwen,14,gaussianR,1,0.9583918237151218,0.9029931589701438,0.65185546875,3.840449810028076
qwen,14,gaussianR,2,0.9423137104991512,0.9497415386290148,0.65380859375,3.8367080688476562
qwen,14,gaussianR,3,0.9878556145205922,0.9711769534916669,0.650390625,3.8093173503875732
qwen,14,gaussianR,4,0.9659999571014578,0.9349179049359323,0.65576171875,3.827758312225342
qwen,15,realW,0,0.9805861150038826,0.7536670833426344,0.46337890625,0.23407034575939178
qwen,15,rowpermW,0,0.9806853129901757,0.7558146641539468,0.463623046875,0.23407034575939178
qwen,15,rowpermW,1,0.980643481621805,0.7539210234588868,0.46337890625,0.23407034575939178
qwen,15,rowpermW,2,0.9803431288371902,0.7521052380742648,0.463623046875,0.23407034575939178
qwen,15,rowpermW,3,0.9806308801699204,0.7533816369466191,0.46337890625,0.23407034575939178
qwen,15,rowpermW,4,0.9804391425766974,0.7521396165688956,0.46337890625,0.23407034575939178
qwen,15,gaussianR,0,0.9208882406654831,0.9572923134713364,0.6552734375,3.826136350631714
qwen,15,gaussianR,1,0.9578311660322972,0.9276492833456258,0.65283203125,3.5667128562927246
qwen,15,gaussianR,2,0.9725841238399726,0.9261505897231062,0.6591796875,3.791728973388672
qwen,15,gaussianR,3,0.9771634306507563,0.9489156983256951,0.64990234375,3.8337759971618652
qwen,15,gaussianR,4,0.964595279298767,0.9332129702131186,0.65869140625,3.777629852294922
qwen,16,realW,0,0.9371203689266104,0.8137898462988792,0.50146484375,0.2506224811077118
qwen,16,rowpermW,0,0.9379444190838674,0.8151565153599231,0.501953125,0.2506224811077118
qwen,16,rowpermW,1,0.9376190488184758,0.8204789047923127,0.501953125,0.2506224811077118
qwen,16,rowpermW,2,0.9373842467243134,0.8157161696225541,0.501953125,0.2506224811077118
qwen,16,rowpermW,3,0.9379457957218233,0.8203295977108909,0.50244140625,0.2506224811077118
qwen,16,rowpermW,4,0.9375945178170743,0.8222015908028134,0.50244140625,0.2506224811077118
qwen,16,gaussianR,0,0.9550530764316509,0.9453716823346,0.65771484375,3.830495595932007
qwen,16,gaussianR,1,0.947005295675215,0.9502590808683102,0.650390625,3.7695555686950684
qwen,16,gaussianR,2,0.9574035984799703,0.9164054239910436,0.65380859375,3.80171275138855
qwen,16,gaussianR,3,0.9452149559930592,0.9558262422362213,0.6552734375,3.7006614208221436
qwen,16,gaussianR,4,0.9704877106698049,0.9599505845904539,0.65966796875,3.7794032096862793
qwen,17,realW,0,0.8812985125955909,0.8017643335690395,0.54638671875,0.4720972180366516
qwen,17,rowpermW,0,0.8809211144079747,0.8042283570307535,0.546875,0.4720972180366516
qwen,17,rowpermW,1,0.8809489913181439,0.8039286743457624,0.546875,0.4720972180366516
qwen,17,rowpermW,2,0.8810201581337117,0.8039492792444141,0.546875,0.4720972180366516
qwen,17,rowpermW,3,0.8817793521584222,0.8049071971366614,0.546875,0.4720972180366516
qwen,17,rowpermW,4,0.8811759688686993,0.8038533070226387,0.546875,0.4720972180366516
qwen,17,gaussianR,0,0.9548628413964602,0.935457892215064,0.65234375,3.80747389793396
qwen,17,gaussianR,1,0.9651776659918301,0.9166490131232973,0.65283203125,3.818279266357422
qwen,17,gaussianR,2,0.9239051230711267,0.9566831461223388,0.65576171875,3.8407182693481445
qwen,17,gaussianR,3,0.9620294059053437,0.9128696923054367,0.65283203125,3.764373779296875
qwen,17,gaussianR,4,0.9713205060696455,0.8875339706325264,0.65966796875,3.8090434074401855
qwen,18,realW,0,0.6876254362428097,0.749872370768878,0.58837890625,0.47458213567733765
qwen,18,rowpermW,0,0.6888620006471388,0.7516297150919024,0.5888671875,0.47458213567733765
qwen,18,rowpermW,1,0.6899197687731791,0.7522572194351481,0.5888671875,0.47458213567733765
qwen,18,rowpermW,2,0.6906458176133946,0.7532890677204633,0.5888671875,0.47458213567733765
qwen,18,rowpermW,3,0.6901747593413665,0.7549061878432675,0.5888671875,0.47458213567733765
qwen,18,rowpermW,4,0.6871648815764724,0.7515702322117191,0.5888671875,0.47458213567733765
qwen,18,gaussianR,0,0.9236638696079876,0.9293867895798633,0.65380859375,3.6809282302856445
qwen,18,gaussianR,1,0.9718929100801056,0.9154457728984164,0.65380859375,3.657745122909546
qwen,18,gaussianR,2,0.9681001484327364,0.9458803894916235,0.65087890625,3.780343532562256
qwen,18,gaussianR,3,0.9520386601929213,0.9032232271145204,0.65576171875,3.8050315380096436
qwen,18,gaussianR,4,0.9458544742680349,0.9239920389366991,0.65771484375,3.754462242126465
qwen,19,realW,0,0.7733381141007609,0.7663528998565985,0.70068359375,1.236541748046875
qwen,19,rowpermW,0,0.7733036673841515,0.7665457613333696,0.701171875,1.236541748046875
qwen,19,rowpermW,1,0.7732819026095505,0.7664002619773823,0.701171875,1.236541748046875
qwen,19,rowpermW,2,0.7730828549790235,0.7663828544189565,0.70068359375,1.236541748046875
qwen,19,rowpermW,3,0.773525906496585,0.7665646150605241,0.701171875,1.236541748046875
qwen,19,rowpermW,4,0.7736703993035512,0.7666059840667415,0.701171875,1.236541748046875
qwen,19,gaussianR,0,0.976942105667438,0.9480660260425642,0.65087890625,3.809725522994995
qwen,19,gaussianR,1,0.9333391591959241,0.9398706877104472,0.6474609375,3.826808452606201
qwen,19,gaussianR,2,0.9517853930869412,0.9234611249204244,0.65478515625,3.7598986625671387
qwen,19,gaussianR,3,0.9660992206291025,0.9533985652330595,0.6513671875,3.8177878856658936
qwen,19,gaussianR,4,0.9135268595114274,0.9416071475700414,0.64990234375,3.805299758911133
qwen,20,realW,0,0.5078271144473655,0.6751318971816886,0.705078125,0.4877534806728363
qwen,20,rowpermW,0,0.5083214807635219,0.6742963098251635,0.70556640625,0.4877534806728363
qwen,20,rowpermW,1,0.5079686668168483,0.6734557078940749,0.705078125,0.4877534806728363
qwen,20,rowpermW,2,0.5089110888614036,0.6735101517741616,0.705078125,0.4877534806728363
qwen,20,rowpermW,3,0.5073849126279445,0.6726430542146017,0.705078125,0.4877534806728363
qwen,20,rowpermW,4,0.5091248429744842,0.6768144682409237,0.705078125,0.4877534806728363
qwen,20,gaussianR,0,0.9318891278506964,0.9257795848616684,0.650390625,3.734651565551758
qwen,20,gaussianR,1,0.9420437456603247,0.9034191870903714,0.6533203125,3.7229366302490234
qwen,20,gaussianR,2,0.9012463996591855,0.9153670452294378,0.65087890625,3.758470058441162
qwen,20,gaussianR,3,0.933488292588584,0.9454404210996301,0.6484375,3.737535238265991
qwen,20,gaussianR,4,0.9127800805175503,0.924552933586108,0.6533203125,3.5288000106811523
qwen,21,realW,0,0.387307169320352,0.4852114838953945,0.69873046875,0.4677119255065918
qwen,21,rowpermW,0,0.38831842013952167,0.4869624103780056,0.69873046875,0.4677119255065918
qwen,21,rowpermW,1,0.38946627262242106,0.4886813242256352,0.69873046875,0.4677119255065918
qwen,21,rowpermW,2,0.3885708052927669,0.48699376504228414,0.69873046875,0.4677119255065918
qwen,21,rowpermW,3,0.38797315783201836,0.48604997928246557,0.69873046875,0.4677119255065918
qwen,21,rowpermW,4,0.38761455410032153,0.4856706465798746,0.69873046875,0.4677119255065918
qwen,21,gaussianR,0,0.8602907081942048,0.8917327883349813,0.6533203125,3.603494167327881
qwen,21,gaussianR,1,0.9094514645725224,0.9074672443289171,0.64794921875,3.5659050941467285
qwen,21,gaussianR,2,0.899896703480249,0.9163235685882798,0.650390625,3.244229793548584
qwen,21,gaussianR,3,0.906439327389237,0.9168441893306232,0.65185546875,3.6196982860565186
qwen,21,gaussianR,4,0.8036646925302409,0.8282357029300473,0.6513671875,3.6058201789855957
