prompt_id,graph_id,condition,contrast,rho
g017_closure_update,17,closure_update,dose_to_DeltaU_shift_grid,-0.24848484848484845
g017_closure_override,17,closure_override,dose_to_DeltaU_shift_grid,0.6969696969696969
g017_exception_override,17,exception_override,dose_to_DeltaU_shift_grid,0.9757575757575757
g019_closure_update,19,closure_update,dose_to_DeltaU_shift_grid,0.7333333333333332
g019_closure_override,19,closure_override,dose_to_DeltaU_shift_grid,0.9757575757575757
g019_exception_override,19,exception_override,dose_to_DeltaU_shift_grid,0.9757575757575757
g020_closure_update,20,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g020_closure_override,20,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g020_exception_override,20,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g021_closure_update,21,closure_update,dose_to_DeltaU_shift_grid,0.9030303030303028
g021_closure_override,21,closure_override,dose_to_DeltaU_shift_grid,0.8909090909090909
g021_exception_override,21,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g023_closure_update,23,closure_update,dose_to_DeltaU_shift_grid,-0.7212121212121211
g023_closure_override,23,closure_override,dose_to_DeltaU_shift_grid,0.2121212121212121
g023_exception_override,23,exception_override,dose_to_DeltaU_shift_grid,0.9757575757575757
g024_closure_update,24,closure_update,dose_to_DeltaU_shift_grid,0.9636363636363635
g024_closure_override,24,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g024_exception_override,24,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g025_closure_update,25,closure_update,dose_to_DeltaU_shift_grid,0.7333333333333332
g025_closure_override,25,closure_override,dose_to_DeltaU_shift_grid,0.9999999999999999
g025_exception_override,25,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g027_closure_update,27,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g027_closure_override,27,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g027_exception_override,27,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g028_closure_update,28,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g028_closure_override,28,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g028_exception_override,28,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g029_closure_update,29,closure_update,dose_to_DeltaU_shift_grid,0.1515151515151515
g029_closure_override,29,closure_override,dose_to_DeltaU_shift_grid,0.1515151515151515
g029_exception_override,29,exception_override,dose_to_DeltaU_shift_grid,0.4666666666666666
g032_closure_update,32,closure_update,dose_to_DeltaU_shift_grid,0.9151515151515152
g032_closure_override,32,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g032_exception_override,32,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g034_closure_update,34,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g034_closure_override,34,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g034_exception_override,34,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g035_closure_update,35,closure_update,dose_to_DeltaU_shift_grid,-0.24848484848484845
g035_closure_override,35,closure_override,dose_to_DeltaU_shift_grid,0.29696969696969694
g035_exception_override,35,exception_override,dose_to_DeltaU_shift_grid,0.9757575757575757
g036_closure_update,36,closure_update,dose_to_DeltaU_shift_grid,0.9757575757575757
g036_closure_override,36,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g036_exception_override,36,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g037_closure_update,37,closure_update,dose_to_DeltaU_shift_grid,0.7333333333333332
g037_closure_override,37,closure_override,dose_to_DeltaU_shift_grid,0.9999999999999999
g037_exception_override,37,exception_override,dose_to_DeltaU_shift_grid,0.8909090909090909
g038_closure_update,38,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g038_closure_override,38,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g038_exception_override,38,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g041_closure_update,41,closure_update,dose_to_DeltaU_shift_grid,0.2121212121212121
g041_closure_override,41,closure_override,dose_to_DeltaU_shift_grid,0.29696969696969694
g041_exception_override,41,exception_override,dose_to_DeltaU_shift_grid,0.5636363636363636
g043_closure_update,43,closure_update,dose_to_DeltaU_shift_grid,0.7333333333333332
g043_closure_override,43,closure_override,dose_to_DeltaU_shift_grid,0.7333333333333332
g043_exception_override,43,exception_override,dose_to_DeltaU_shift_grid,0.8909090909090909
g044_closure_update,44,closure_update,dose_to_DeltaU_shift_grid,0.9151515151515152
g044_closure_override,44,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g044_exception_override,44,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g046_closure_update,46,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g046_closure_override,46,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g046_exception_override,46,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g047_closure_update,47,closure_update,dose_to_DeltaU_shift_grid,0.1515151515151515
g047_closure_override,47,closure_override,dose_to_DeltaU_shift_grid,0.1515151515151515
g047_exception_override,47,exception_override,dose_to_DeltaU_shift_grid,0.9757575757575757
g048_closure_update,48,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g048_closure_override,48,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g048_exception_override,48,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g049_closure_update,49,closure_update,dose_to_DeltaU_shift_grid,0.8909090909090909
g049_closure_override,49,closure_override,dose_to_DeltaU_shift_grid,0.9999999999999999
g049_exception_override,49,exception_override,dose_to_DeltaU_shift_grid,0.9999999999999999
g050_closure_update,50,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g050_closure_override,50,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g050_exception_override,50,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g051_closure_update,51,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g051_closure_override,51,closure_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g051_exception_override,51,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g052_closure_update,52,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g052_closure_override,52,closure_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g052_exception_override,52,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g054_closure_update,54,closure_update,dose_to_DeltaU_shift_grid,0.9757575757575757
g054_closure_override,54,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g054_exception_override,54,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g055_closure_update,55,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g055_closure_override,55,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g055_exception_override,55,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g056_closure_update,56,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g056_closure_override,56,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g056_exception_override,56,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g057_closure_update,57,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g057_closure_override,57,closure_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g057_exception_override,57,exception_override,dose_to_DeltaU_shift_grid,0.9030303030303028
g058_closure_update,58,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g058_closure_override,58,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g058_exception_override,58,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g059_closure_update,59,closure_update,dose_to_DeltaU_shift_grid,0.1515151515151515
g059_closure_override,59,closure_override,dose_to_DeltaU_shift_grid,0.1515151515151515
g059_exception_override,59,exception_override,dose_to_DeltaU_shift_grid,0.8909090909090909
g060_closure_update,60,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g060_closure_override,60,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g060_exception_override,60,exception_override,dose_to_DeltaU_shift_grid,0.9999999999999999
g061_closure_update,61,closure_update,dose_to_DeltaU_shift_grid,0.4424242424242424
g061_closure_override,61,closure_override,dose_to_DeltaU_shift_grid,0.9999999999999999
g061_exception_override,61,exception_override,dose_to_DeltaU_shift_grid,0.8424242424242423
g062_closure_update,62,closure_update,dose_to_DeltaU_shift_grid,0.9030303030303028
g062_closure_override,62,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g062_exception_override,62,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g063_closure_update,63,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g063_closure_override,63,closure_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g063_exception_override,63,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g065_closure_update,65,closure_update,dose_to_DeltaU_shift_grid,-0.12727272727272726
g065_closure_override,65,closure_override,dose_to_DeltaU_shift_grid,0.1515151515151515
g065_exception_override,65,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g066_closure_update,66,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g066_closure_override,66,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g066_exception_override,66,exception_override,dose_to_DeltaU_shift_grid,0.9515151515151514
g070_closure_update,70,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g070_closure_override,70,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g070_exception_override,70,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g071_closure_update,71,closure_update,dose_to_DeltaU_shift_grid,-0.41818181818181815
g071_closure_override,71,closure_override,dose_to_DeltaU_shift_grid,0.1515151515151515
g071_exception_override,71,exception_override,dose_to_DeltaU_shift_grid,0.2121212121212121
g072_closure_update,72,closure_update,dose_to_DeltaU_shift_grid,0.9757575757575757
g072_closure_override,72,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g072_exception_override,72,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g074_closure_update,74,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g074_closure_override,74,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g074_exception_override,74,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g075_closure_update,75,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g075_closure_override,75,closure_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g075_exception_override,75,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g076_closure_update,76,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g076_closure_override,76,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g076_exception_override,76,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g078_closure_update,78,closure_update,dose_to_DeltaU_shift_grid,0.9151515151515152
g078_closure_override,78,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g078_exception_override,78,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g081_closure_update,81,closure_update,dose_to_DeltaU_shift_grid,0.9151515151515152
g081_closure_override,81,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g081_exception_override,81,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g082_closure_update,82,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g082_closure_override,82,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g082_exception_override,82,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g083_closure_update,83,closure_update,dose_to_DeltaU_shift_grid,-0.24848484848484845
g083_closure_override,83,closure_override,dose_to_DeltaU_shift_grid,0.2121212121212121
g083_exception_override,83,exception_override,dose_to_DeltaU_shift_grid,0.8909090909090909
g084_closure_update,84,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g084_closure_override,84,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g084_exception_override,84,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g086_closure_update,86,closure_update,dose_to_DeltaU_shift_grid,0.9030303030303028
g086_closure_override,86,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g086_exception_override,86,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g087_closure_update,87,closure_update,dose_to_DeltaU_shift_grid,0.8424242424242423
g087_closure_override,87,closure_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g087_exception_override,87,exception_override,dose_to_DeltaU_shift_grid,0.8666666666666665
g089_closure_update,89,closure_update,dose_to_DeltaU_shift_grid,0.1515151515151515
g089_closure_override,89,closure_override,dose_to_DeltaU_shift_grid,0.7939393939393938
g089_exception_override,89,exception_override,dose_to_DeltaU_shift_grid,0.9999999999999999
g090_closure_update,90,closure_update,dose_to_DeltaU_shift_grid,0.9878787878787878
g090_closure_override,90,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g090_exception_override,90,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g091_closure_update,91,closure_update,dose_to_DeltaU_shift_grid,0.34545454545454546
g091_closure_override,91,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g091_exception_override,91,exception_override,dose_to_DeltaU_shift_grid,0.9999999999999999
g092_closure_update,92,closure_update,dose_to_DeltaU_shift_grid,0.9151515151515152
g092_closure_override,92,closure_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g092_exception_override,92,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g093_closure_update,93,closure_update,dose_to_DeltaU_shift_grid,0.8909090909090909
g093_closure_override,93,closure_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g093_exception_override,93,exception_override,dose_to_DeltaU_shift_grid,0.9151515151515152
g095_closure_update,95,closure_update,dose_to_DeltaU_shift_grid,-0.24848484848484845
g095_closure_override,95,closure_override,dose_to_DeltaU_shift_grid,0.2121212121212121
g095_exception_override,95,exception_override,dose_to_DeltaU_shift_grid,0.9878787878787878
g001_closure_update,1,closure_update,dose_to_margin_shift,0.17073488132934914
g001_closure_override,1,closure_override,dose_to_margin_shift,0.9878787878787878
g001_exception_override,1,exception_override,dose_to_margin_shift,0.9878787878787878
g002_closure_update,2,closure_update,dose_to_margin_shift,-0.3536651113250804
g002_closure_override,2,closure_override,dose_to_margin_shift,0.9878787878787878
g002_exception_override,2,exception_override,dose_to_margin_shift,0.9878787878787878
g003_closure_update,3,closure_update,dose_to_margin_shift,0.9878787878787878
g003_closure_override,3,closure_override,dose_to_margin_shift,0.9878787878787878
g003_exception_override,3,exception_override,dose_to_margin_shift,0.9878787878787878
g005_closure_update,5,closure_update,dose_to_margin_shift,-0.09090909090909088
g005_closure_override,5,closure_override,dose_to_margin_shift,0.480245379507251
g005_exception_override,5,exception_override,dose_to_margin_shift,0.9757575757575757
g006_closure_update,6,closure_update,dose_to_margin_shift,0.5835893219328621
g006_closure_override,6,closure_override,dose_to_margin_shift,0.9848069807617047
g006_exception_override,6,exception_override,dose_to_margin_shift,0.9878787878787878
g007_closure_update,7,closure_update,dose_to_margin_shift,0.5878787878787878
g007_closure_override,7,closure_override,dose_to_margin_shift,0.9878787878787878
g007_exception_override,7,exception_override,dose_to_margin_shift,0.9878787878787878
g008_closure_update,8,closure_update,dose_to_margin_shift,0.8389096502784891
g008_closure_override,8,closure_override,dose_to_margin_shift,0.9878787878787878
g008_exception_override,8,exception_override,dose_to_margin_shift,0.9878787878787878
g013_closure_update,13,closure_update,dose_to_margin_shift,0.18237166310401937
g013_closure_override,13,closure_override,dose_to_margin_shift,0.9878787878787878
g013_exception_override,13,exception_override,dose_to_margin_shift,0.9878787878787878
g014_closure_update,14,closure_update,dose_to_margin_shift,0.8292837093139818
g014_closure_override,14,closure_override,dose_to_margin_shift,0.9878787878787878
g014_exception_override,14,exception_override,dose_to_margin_shift,0.9878787878787878
g016_closure_update,16,closure_update,dose_to_margin_shift,-0.32121212121212117
g016_closure_override,16,closure_override,dose_to_margin_shift,0.29268836799317
g016_exception_override,16,exception_override,dose_to_margin_shift,0.35757575757575755
g017_closure_update,17,closure_update,dose_to_margin_shift,0.1515151515151515
g017_closure_override,17,closure_override,dose_to_margin_shift,0.7333333333333332
g017_exception_override,17,exception_override,dose_to_margin_shift,0.7659609850368815
g019_closure_update,19,closure_update,dose_to_margin_shift,0.5247813488251172
g019_closure_override,19,closure_override,dose_to_margin_shift,0.9878787878787878
g019_exception_override,19,exception_override,dose_to_margin_shift,0.9878787878787878
g020_closure_update,20,closure_update,dose_to_margin_shift,0.1158558123306298
g020_closure_override,20,closure_override,dose_to_margin_shift,0.9878787878787878
g020_exception_override,20,exception_override,dose_to_margin_shift,0.9878787878787878
g021_closure_update,21,closure_update,dose_to_margin_shift,0.9878787878787878
g021_closure_override,21,closure_override,dose_to_margin_shift,0.9878787878787878
g021_exception_override,21,exception_override,dose_to_margin_shift,0.9878787878787878
g023_closure_update,23,closure_update,dose_to_margin_shift,-0.15197638592001614
g023_closure_override,23,closure_override,dose_to_margin_shift,0.7939393939393938
g023_exception_override,23,exception_override,dose_to_margin_shift,0.9757575757575757
g024_closure_update,24,closure_update,dose_to_margin_shift,0.006060606060606061
g024_closure_override,24,closure_override,dose_to_margin_shift,0.9878787878787878
g024_exception_override,24,exception_override,dose_to_margin_shift,0.8693049274624923
g025_closure_update,25,closure_update,dose_to_margin_shift,0.12805116099701186
g025_closure_override,25,closure_override,dose_to_margin_shift,0.9878787878787878
g025_exception_override,25,exception_override,dose_to_margin_shift,0.9878787878787878
g027_closure_update,27,closure_update,dose_to_margin_shift,0.9878787878787878
g027_closure_override,27,closure_override,dose_to_margin_shift,0.9878787878787878
g027_exception_override,27,exception_override,dose_to_margin_shift,0.9878787878787878
g028_closure_update,28,closure_update,dose_to_margin_shift,-0.24848484848484845
g028_closure_override,28,closure_override,dose_to_margin_shift,0.32121212121212117
g028_exception_override,28,exception_override,dose_to_margin_shift,0.35757575757575755
g029_closure_update,29,closure_update,dose_to_margin_shift,0.1515151515151515
g029_closure_override,29,closure_override,dose_to_margin_shift,0.7939393939393938
g029_exception_override,29,exception_override,dose_to_margin_shift,0.7575757575757575
g032_closure_update,32,closure_update,dose_to_margin_shift,-0.006097674333191042
g032_closure_override,32,closure_override,dose_to_margin_shift,0.9878787878787878
g032_exception_override,32,exception_override,dose_to_margin_shift,0.9878787878787878
g034_closure_update,34,closure_update,dose_to_margin_shift,-0.12884405501936821
g034_closure_override,34,closure_override,dose_to_margin_shift,0.35258521533443743
g034_exception_override,34,exception_override,dose_to_margin_shift,0.32121212121212117
g035_closure_update,35,closure_update,dose_to_margin_shift,-0.09090909090909088
g035_closure_override,35,closure_override,dose_to_margin_shift,0.8475767323135548
g035_exception_override,35,exception_override,dose_to_margin_shift,0.996965091635306
g036_closure_update,36,closure_update,dose_to_margin_shift,0.006060606060606061
g036_closure_override,36,closure_override,dose_to_margin_shift,0.9878787878787878
g036_exception_override,36,exception_override,dose_to_margin_shift,0.8909090909090909
g037_closure_update,37,closure_update,dose_to_margin_shift,0.9878787878787878
g037_closure_override,37,closure_override,dose_to_margin_shift,0.9878787878787878
g037_exception_override,37,exception_override,dose_to_margin_shift,0.9878787878787878
g038_closure_update,38,closure_update,dose_to_margin_shift,-0.006097674333191042
g038_closure_override,38,closure_override,dose_to_margin_shift,0.9878787878787878
g038_exception_override,38,exception_override,dose_to_margin_shift,0.9878787878787878
g041_closure_update,41,closure_update,dose_to_margin_shift,0.2121212121212121
g041_closure_override,41,closure_override,dose_to_margin_shift,0.8206724839680872
g041_exception_override,41,exception_override,dose_to_margin_shift,0.8909090909090909
g043_closure_update,43,closure_update,dose_to_margin_shift,0.23387383286073218
g043_closure_override,43,closure_override,dose_to_margin_shift,0.9878787878787878
g043_exception_override,43,exception_override,dose_to_margin_shift,0.9878787878787878
g044_closure_update,44,closure_update,dose_to_margin_shift,0.8292837093139818
g044_closure_override,44,closure_override,dose_to_margin_shift,0.9878787878787878
g044_exception_override,44,exception_override,dose_to_margin_shift,0.9878787878787878
g046_closure_update,46,closure_update,dose_to_margin_shift,-0.2553203283456271
g046_closure_override,46,closure_override,dose_to_margin_shift,0.35757575757575755
g046_exception_override,46,exception_override,dose_to_margin_shift,0.4424242424242424
g047_closure_update,47,closure_update,dose_to_margin_shift,0.18237166310401937
g047_closure_override,47,closure_override,dose_to_margin_shift,0.8206724839680872
g047_exception_override,47,exception_override,dose_to_margin_shift,0.9878787878787878
g048_closure_update,48,closure_update,dose_to_margin_shift,0.018293022999573125
g048_closure_override,48,closure_override,dose_to_margin_shift,0.9878787878787878
g048_exception_override,48,exception_override,dose_to_margin_shift,0.9999999999999999
g049_closure_update,49,closure_update,dose_to_margin_shift,0.8206724839680872
g049_closure_override,49,closure_override,dose_to_margin_shift,0.9878787878787878
g049_exception_override,49,exception_override,dose_to_margin_shift,0.9878787878787878
g050_closure_update,50,closure_update,dose_to_margin_shift,0.6363636363636362
g050_closure_override,50,closure_override,dose_to_margin_shift,0.9878787878787878
g050_exception_override,50,exception_override,dose_to_margin_shift,0.9878787878787878
g051_closure_update,51,closure_update,dose_to_margin_shift,0.9878787878787878
g051_closure_override,51,closure_override,dose_to_margin_shift,0.9878787878787878
g051_exception_override,51,exception_override,dose_to_margin_shift,0.9878787878787878
g052_closure_update,52,closure_update,dose_to_margin_shift,-0.09090909090909088
g052_closure_override,52,closure_override,dose_to_margin_shift,0.35757575757575755
g052_exception_override,52,exception_override,dose_to_margin_shift,0.7173285415424762
g054_closure_update,54,closure_update,dose_to_margin_shift,0.01823716631040194
g054_closure_override,54,closure_override,dose_to_margin_shift,0.9878787878787878
g054_exception_override,54,exception_override,dose_to_margin_shift,0.996965091635306
g055_closure_update,55,closure_update,dose_to_margin_shift,0.7012325483169698
g055_closure_override,55,closure_override,dose_to_margin_shift,0.9878787878787878
g055_exception_override,55,exception_override,dose_to_margin_shift,0.9878787878787878
g056_closure_update,56,closure_update,dose_to_margin_shift,0.6564911374796382
g056_closure_override,56,closure_override,dose_to_margin_shift,0.9878787878787878
g056_exception_override,56,exception_override,dose_to_margin_shift,0.9878787878787878
g057_closure_update,57,closure_update,dose_to_margin_shift,0.9878787878787878
g057_closure_override,57,closure_override,dose_to_margin_shift,0.9878787878787878
g057_exception_override,57,exception_override,dose_to_margin_shift,0.9878787878787878
g058_closure_update,58,closure_update,dose_to_margin_shift,-0.5410359338752574
g058_closure_override,58,closure_override,dose_to_margin_shift,0.33434804902403553
g058_exception_override,58,exception_override,dose_to_margin_shift,0.35757575757575755
g059_closure_update,59,closure_update,dose_to_margin_shift,0.1515151515151515
g059_closure_override,59,closure_override,dose_to_margin_shift,0.7333333333333332
g059_exception_override,59,exception_override,dose_to_margin_shift,0.9878787878787878
g060_closure_update,60,closure_update,dose_to_margin_shift,0.01823716631040194
g060_closure_override,60,closure_override,dose_to_margin_shift,0.9665698144513026
g060_exception_override,60,exception_override,dose_to_margin_shift,0.7333333333333332
g061_closure_update,61,closure_update,dose_to_margin_shift,0.18237166310401937
g061_closure_override,61,closure_override,dose_to_margin_shift,0.9878787878787878
g061_exception_override,61,exception_override,dose_to_margin_shift,0.9878787878787878
g062_closure_update,62,closure_update,dose_to_margin_shift,0.2735574946560291
g062_closure_override,62,closure_override,dose_to_margin_shift,0.9878787878787878
g062_exception_override,62,exception_override,dose_to_margin_shift,0.9878787878787878
g063_closure_update,63,closure_update,dose_to_margin_shift,0.9878787878787878
g063_closure_override,63,closure_override,dose_to_margin_shift,0.9878787878787878
g063_exception_override,63,exception_override,dose_to_margin_shift,0.9878787878787878
g065_closure_update,65,closure_update,dose_to_margin_shift,-0.09090909090909088
g065_closure_override,65,closure_override,dose_to_margin_shift,0.6969696969696969
g065_exception_override,65,exception_override,dose_to_margin_shift,0.996965091635306
g066_closure_update,66,closure_update,dose_to_margin_shift,0.08536744066467457
g066_closure_override,66,closure_override,dose_to_margin_shift,0.9878787878787878
g066_exception_override,66,exception_override,dose_to_margin_shift,0.7659609850368815
g070_closure_update,70,closure_update,dose_to_margin_shift,-0.24848484848484845
g070_closure_override,70,closure_override,dose_to_margin_shift,0.35258521533443743
g070_exception_override,70,exception_override,dose_to_margin_shift,-0.06079055436800646
g071_closure_update,71,closure_update,dose_to_margin_shift,-0.24848484848484845
g071_closure_override,71,closure_override,dose_to_margin_shift,0.7939393939393938
g071_exception_override,71,exception_override,dose_to_margin_shift,0.9757575757575757
g072_closure_update,72,closure_update,dose_to_margin_shift,0.042948018339789416
g072_closure_override,72,closure_override,dose_to_margin_shift,0.9878787878787878
g072_exception_override,72,exception_override,dose_to_margin_shift,0.9939209163101398
g074_closure_update,74,closure_update,dose_to_margin_shift,0.7385489458759963
g074_closure_override,74,closure_override,dose_to_margin_shift,0.9878787878787878
g074_exception_override,74,exception_override,dose_to_margin_shift,0.9878787878787878
g075_closure_update,75,closure_update,dose_to_margin_shift,0.9878787878787878
g075_closure_override,75,closure_override,dose_to_margin_shift,0.9878787878787878
g075_exception_override,75,exception_override,dose_to_margin_shift,0.9878787878787878
g076_closure_update,76,closure_update,dose_to_margin_shift,-0.09726488698881033
g076_closure_override,76,closure_override,dose_to_margin_shift,0.35757575757575755
g076_exception_override,76,exception_override,dose_to_margin_shift,0.7333333333333332
