prompt_id,graph_id,condition,mechanism,clean_label,conflict_label,DeltaU,final_clean_logit,final_conflict_logit,pair_choice,action_label,alpha,beta,final_margin,baseline_margin,margin_shift,dose,crossed
g002_closure_update,2,closure_update,closure,North,South,15.778048515319824,15.296875,14.359375,clean,a0.0_b0.0,0.0,0.0,0.9375,0.9375,0.0,0.0,False
g002_closure_override,2,closure_override,closure,North,South,-44.26026916503906,14.1875,16.109375,conflict,a0.0_b0.0,0.0,0.0,-1.921875,-1.921875,0.0,0.0,False
g002_exception_override,2,exception_override,closure,North,South,-40.28443908691406,14.09375,16.09375,conflict,a0.0_b0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,False
g003_clean,3,clean,stable,East,West,14.033369064331055,16.515625,14.3984375,clean,a0.0_b0.0,0.0,0.0,2.1171875,2.1171875,0.0,0.0,False
g003_redundant,3,redundant,stable,East,West,6.138641357421875,16.3125,14.3828125,clean,a0.0_b0.0,0.0,0.0,1.9296875,1.9296875,0.0,0.0,False
g003_irrelevant,3,irrelevant,stable,East,West,36.42955017089844,16.9375,13.75,clean,a0.0_b0.0,0.0,0.0,3.1875,3.1875,0.0,0.0,False
g003_paraphrase,3,paraphrase,stable,East,West,-29.603899002075195,15.28125,15.4375,conflict,a0.0_b0.0,0.0,0.0,-0.15625,-0.15625,0.0,0.0,False
g003_weak_distractor,3,weak_distractor,competition,East,West,38.103904724121094,16.609375,13.3125,clean,a0.0_b0.0,0.0,0.0,3.296875,3.296875,0.0,0.0,False
g003_competition_balanced,3,competition_balanced,competition,East,West,29.17366600036621,16.5,13.53125,clean,a0.0_b0.0,0.0,0.0,2.96875,2.96875,0.0,0.0,False
g003_direct_conflict,3,direct_conflict,competition,East,West,21.41553497314453,16.296875,14.03125,clean,a0.0_b0.0,0.0,0.0,2.265625,2.25,0.015625,0.0,False
g003_closure_update,3,closure_update,closure,East,West,11.02635669708252,16.125,13.7578125,clean,a0.0_b0.0,0.0,0.0,2.3671875,2.375,-0.0078125,0.0,False
g003_closure_override,3,closure_override,closure,East,West,-41.58489990234375,15.1328125,15.734375,conflict,a0.0_b0.0,0.0,0.0,-0.6015625,-0.6015625,0.0,0.0,False
g003_exception_override,3,exception_override,closure,East,West,-35.997352600097656,15.234375,15.7734375,conflict,a0.0_b0.0,0.0,0.0,-0.5390625,-0.5390625,0.0,0.0,False
g005_clean,5,clean,stable,Gold,Iron,14.033369064331055,15.5859375,13.875,clean,a0.0_b0.0,0.0,0.0,1.7109375,1.7109375,0.0,0.0,False
g005_redundant,5,redundant,stable,Gold,Iron,-3.160308837890625,15.0703125,14.0703125,clean,a0.0_b0.0,0.0,0.0,1.0,1.0,0.0,0.0,False
g005_irrelevant,5,irrelevant,stable,Gold,Iron,55.38633728027344,15.9375,12.859375,clean,a0.0_b0.0,0.0,0.0,3.078125,3.078125,0.0,0.0,False
g005_paraphrase,5,paraphrase,stable,Gold,Iron,19.536346435546875,16.609375,14.6015625,clean,a0.0_b0.0,0.0,0.0,2.0078125,2.0078125,0.0,0.0,False
g005_weak_distractor,5,weak_distractor,competition,Gold,Iron,55.44066619873047,15.7734375,13.0,clean,a0.0_b0.0,0.0,0.0,2.7734375,2.7734375,0.0,0.0,False
g005_competition_balanced,5,competition_balanced,competition,Gold,Iron,20.018863677978516,15.46875,13.796875,clean,a0.0_b0.0,0.0,0.0,1.671875,1.671875,0.0,0.0,False
g005_direct_conflict,5,direct_conflict,competition,Gold,Iron,9.835079193115234,15.1484375,13.625,clean,a0.0_b0.0,0.0,0.0,1.5234375,1.5234375,0.0,0.0,False
g005_closure_update,5,closure_update,closure,Gold,Iron,6.018161773681641,15.3671875,13.4921875,clean,a0.0_b0.0,0.0,0.0,1.875,1.875,0.0,0.0,False
g005_closure_override,5,closure_override,closure,Gold,Iron,-16.074670791625977,15.765625,15.1171875,clean,a0.0_b0.0,0.0,0.0,0.6484375,0.6484375,0.0,0.0,False
g005_exception_override,5,exception_override,closure,Gold,Iron,-64.83607482910156,13.9921875,15.8515625,conflict,a0.0_b0.0,0.0,0.0,-1.859375,-1.859375,0.0,0.0,False
g006_clean,6,clean,stable,Red,Blue,14.033369064331055,15.53125,12.859375,clean,a0.0_b0.0,0.0,0.0,2.671875,2.671875,0.0,0.0,False
g006_redundant,6,redundant,stable,Red,Blue,-0.9231481552124023,15.296875,13.015625,clean,a0.0_b0.0,0.0,0.0,2.28125,2.28125,0.0,0.0,False
g006_irrelevant,6,irrelevant,stable,Red,Blue,34.73417282104492,15.5703125,12.0390625,clean,a0.0_b0.0,0.0,0.0,3.53125,3.53125,0.0,0.0,False
g006_paraphrase,6,paraphrase,stable,Red,Blue,-11.292549133300781,15.71875,14.4765625,clean,a0.0_b0.0,0.0,0.0,1.2421875,1.2421875,0.0,0.0,False
g006_weak_distractor,6,weak_distractor,competition,Red,Blue,25.707679748535156,15.421875,12.9375,clean,a0.0_b0.0,0.0,0.0,2.484375,2.484375,0.0,0.0,False
g006_competition_balanced,6,competition_balanced,competition,Red,Blue,7.741383075714111,15.234375,13.53125,clean,a0.0_b0.0,0.0,0.0,1.703125,1.703125,0.0,0.0,False
g006_direct_conflict,6,direct_conflict,competition,Red,Blue,-9.258588790893555,14.953125,14.09375,clean,a0.0_b0.0,0.0,0.0,0.859375,0.859375,0.0,0.0,False
g006_closure_update,6,closure_update,closure,Red,Blue,-16.606897354125977,15.0859375,13.8984375,clean,a0.0_b0.0,0.0,0.0,1.1875,1.1875,0.0,0.0,False
g006_closure_override,6,closure_override,closure,Red,Blue,-106.51396942138672,14.0546875,16.75,conflict,a0.0_b0.0,0.0,0.0,-2.6953125,-2.6953125,0.0,0.0,False
g006_exception_override,6,exception_override,closure,Red,Blue,-108.17874145507812,13.59375,16.515625,conflict,a0.0_b0.0,0.0,0.0,-2.921875,-2.921875,0.0,0.0,False
g007_clean,7,clean,stable,Green,Yellow,14.033369064331055,15.875,12.2109375,clean,a0.0_b0.0,0.0,0.0,3.6640625,3.6640625,0.0,0.0,False
g007_redundant,7,redundant,stable,Green,Yellow,3.9596853256225586,15.8046875,12.03125,clean,a0.0_b0.0,0.0,0.0,3.7734375,3.7734375,0.0,0.0,False
g007_irrelevant,7,irrelevant,stable,Green,Yellow,27.245559692382812,15.8203125,11.453125,clean,a0.0_b0.0,0.0,0.0,4.3671875,4.3671875,0.0,0.0,False
g007_paraphrase,7,paraphrase,stable,Green,Yellow,-5.488946914672852,16.015625,13.6171875,clean,a0.0_b0.0,0.0,0.0,2.3984375,2.3984375,0.0,0.0,False
g007_weak_distractor,7,weak_distractor,competition,Green,Yellow,21.86644744873047,15.421875,11.3359375,clean,a0.0_b0.0,0.0,0.0,4.0859375,4.0859375,0.0,0.0,False
g007_competition_balanced,7,competition_balanced,competition,Green,Yellow,-2.299266815185547,15.1875,12.640625,clean,a0.0_b0.0,0.0,0.0,2.546875,2.546875,0.0,0.0,False
g007_direct_conflict,7,direct_conflict,competition,Green,Yellow,-3.224294662475586,15.0,12.546875,clean,a0.0_b0.0,0.0,0.0,2.453125,2.453125,0.0,0.0,False
g007_closure_update,7,closure_update,closure,Green,Yellow,-31.708871841430664,14.84375,12.8984375,clean,a0.0_b0.0,0.0,0.0,1.9453125,1.9453125,0.0,0.0,False
g007_closure_override,7,closure_override,closure,Green,Yellow,-110.96060943603516,13.640625,15.1484375,conflict,a0.0_b0.0,0.0,0.0,-1.5078125,-1.5078125,0.0,0.0,False
g007_exception_override,7,exception_override,closure,Green,Yellow,-111.02035522460938,13.7578125,15.40625,conflict,a0.0_b0.0,0.0,0.0,-1.6484375,-1.6484375,0.0,0.0,False
g008_clean,8,clean,stable,North,South,14.033369064331055,15.8046875,14.2109375,clean,a0.0_b0.0,0.0,0.0,1.59375,1.59375,0.0,0.0,False
g008_redundant,8,redundant,stable,North,South,14.21766185760498,15.71875,13.890625,clean,a0.0_b0.0,0.0,0.0,1.828125,1.828125,0.0,0.0,False
g008_irrelevant,8,irrelevant,stable,North,South,47.88963317871094,16.1875,13.03125,clean,a0.0_b0.0,0.0,0.0,3.15625,3.15625,0.0,0.0,False
g008_paraphrase,8,paraphrase,stable,North,South,-13.415128707885742,14.9453125,14.5546875,clean,a0.0_b0.0,0.0,0.0,0.390625,0.390625,0.0,0.0,False
g008_weak_distractor,8,weak_distractor,competition,North,South,45.30775451660156,16.015625,13.2421875,clean,a0.0_b0.0,0.0,0.0,2.7734375,2.7734375,0.0,0.0,False
g008_competition_balanced,8,competition_balanced,competition,North,South,12.86412239074707,15.484375,14.359375,clean,a0.0_b0.0,0.0,0.0,1.125,1.125,0.0,0.0,False
g008_direct_conflict,8,direct_conflict,competition,North,South,4.744540214538574,15.1484375,14.890625,clean,a0.0_b0.0,0.0,0.0,0.2578125,0.2578125,0.0,0.0,False
g008_closure_update,8,closure_update,closure,North,South,-9.865585327148438,15.0859375,14.9453125,clean,a0.0_b0.0,0.0,0.0,0.140625,0.140625,0.0,0.0,False
g008_closure_override,8,closure_override,closure,North,South,-47.87696075439453,14.484375,16.28125,conflict,a0.0_b0.0,0.0,0.0,-1.796875,-1.796875,0.0,0.0,False
g008_exception_override,8,exception_override,closure,North,South,-57.78437805175781,13.84375,16.125,conflict,a0.0_b0.0,0.0,0.0,-2.28125,-2.28125,0.0,0.0,False
g013_clean,13,clean,stable,Green,Yellow,14.033369064331055,15.7734375,12.6171875,clean,a0.0_b0.0,0.0,0.0,3.15625,3.15625,0.0,0.0,False
g013_redundant,13,redundant,stable,Green,Yellow,3.132533073425293,15.484375,12.375,clean,a0.0_b0.0,0.0,0.0,3.109375,3.109375,0.0,0.0,False
g013_irrelevant,13,irrelevant,stable,Green,Yellow,32.23445129394531,15.96875,11.6640625,clean,a0.0_b0.0,0.0,0.0,4.3046875,4.3046875,0.0,0.0,False
g013_paraphrase,13,paraphrase,stable,Green,Yellow,-10.50609016418457,15.875,13.65625,clean,a0.0_b0.0,0.0,0.0,2.21875,2.21875,0.0,0.0,False
g013_weak_distractor,13,weak_distractor,competition,Green,Yellow,15.868973731994629,15.171875,11.7890625,clean,a0.0_b0.0,0.0,0.0,3.3828125,3.3828125,0.0,0.0,False
g013_competition_balanced,13,competition_balanced,competition,Green,Yellow,-8.747814178466797,15.1484375,12.921875,clean,a0.0_b0.0,0.0,0.0,2.2265625,2.2265625,0.0,0.0,False
g013_direct_conflict,13,direct_conflict,competition,Green,Yellow,-19.194387435913086,14.828125,13.3359375,clean,a0.0_b0.0,0.0,0.0,1.4921875,1.4921875,0.0,0.0,False
g013_closure_update,13,closure_update,closure,Green,Yellow,-27.065439224243164,15.1015625,13.2109375,clean,a0.0_b0.0,0.0,0.0,1.890625,1.890625,0.0,0.0,False
g013_closure_override,13,closure_override,closure,Green,Yellow,-126.20864868164062,13.296875,15.6875,conflict,a0.0_b0.0,0.0,0.0,-2.390625,-2.390625,0.0,0.0,False
g013_exception_override,13,exception_override,closure,Green,Yellow,-106.54039764404297,13.7890625,15.453125,conflict,a0.0_b0.0,0.0,0.0,-1.6640625,-1.6640625,0.0,0.0,False
g014_clean,14,clean,stable,North,South,14.033369064331055,15.53125,14.71875,clean,a0.0_b0.0,0.0,0.0,0.8125,0.8125,0.0,0.0,False
g014_redundant,14,redundant,stable,North,South,27.644603729248047,15.71875,14.2734375,clean,a0.0_b0.0,0.0,0.0,1.4453125,1.4453125,0.0,0.0,False
g014_irrelevant,14,irrelevant,stable,North,South,55.343788146972656,16.34375,13.65625,clean,a0.0_b0.0,0.0,0.0,2.6875,2.6875,0.0,0.0,False
g014_paraphrase,14,paraphrase,stable,North,South,31.22738265991211,15.96875,13.375,clean,a0.0_b0.0,0.0,0.0,2.59375,2.59375,0.0,0.0,False
g014_weak_distractor,14,weak_distractor,competition,North,South,50.60247802734375,15.765625,13.296875,clean,a0.0_b0.0,0.0,0.0,2.46875,2.46875,0.0,0.0,False
g014_competition_balanced,14,competition_balanced,competition,North,South,3.347900390625,14.953125,14.9765625,conflict,a0.0_b0.0,0.0,0.0,-0.0234375,-0.0234375,0.0,0.0,False
g014_direct_conflict,14,direct_conflict,competition,North,South,-0.7961177825927734,14.7890625,15.1171875,conflict,a0.0_b0.0,0.0,0.0,-0.328125,-0.328125,0.0,0.0,False
g014_closure_update,14,closure_update,closure,North,South,10.85177993774414,15.3203125,14.703125,clean,a0.0_b0.0,0.0,0.0,0.6171875,0.6171875,0.0,0.0,False
g014_closure_override,14,closure_override,closure,North,South,-45.53955078125,14.25,16.34375,conflict,a0.0_b0.0,0.0,0.0,-2.09375,-2.09375,0.0,0.0,False
g014_exception_override,14,exception_override,closure,North,South,-38.97242736816406,14.09375,15.921875,conflict,a0.0_b0.0,0.0,0.0,-1.828125,-1.828125,0.0,0.0,False
g016_clean,16,clean,stable,Copper,Silver,13.858931541442871,16.125,13.28125,clean,a0.0_b0.0,0.0,0.0,2.84375,2.84375,0.0,0.0,False
g016_redundant,16,redundant,stable,Copper,Silver,2.526548385620117,15.7890625,13.3984375,clean,a0.0_b0.0,0.0,0.0,2.390625,2.390625,0.0,0.0,False
g016_irrelevant,16,irrelevant,stable,Copper,Silver,40.41521453857422,16.640625,12.8671875,clean,a0.0_b0.0,0.0,0.0,3.7734375,3.7734375,0.0,0.0,False
g016_paraphrase,16,paraphrase,stable,Copper,Silver,8.719789505004883,16.6875,14.0078125,clean,a0.0_b0.0,0.0,0.0,2.6796875,2.6640625,0.015625,0.0,False
g016_weak_distractor,16,weak_distractor,competition,Copper,Silver,35.692359924316406,15.765625,12.578125,clean,a0.0_b0.0,0.0,0.0,3.1875,3.1875,0.0,0.0,False
g016_competition_balanced,16,competition_balanced,competition,Copper,Silver,24.1334171295166,15.8203125,13.296875,clean,a0.0_b0.0,0.0,0.0,2.5234375,2.5234375,0.0,0.0,False
g016_direct_conflict,16,direct_conflict,competition,Copper,Silver,8.27383804321289,15.5390625,13.5625,clean,a0.0_b0.0,0.0,0.0,1.9765625,2.0078125,-0.03125,0.0,False
g016_closure_update,16,closure_update,closure,Copper,Silver,-1.5400018692016602,15.8671875,13.3984375,clean,a0.0_b0.0,0.0,0.0,2.46875,2.4765625,-0.0078125,0.0,False
g016_closure_override,16,closure_override,closure,Copper,Silver,-78.95924377441406,14.9140625,15.984375,conflict,a0.0_b0.0,0.0,0.0,-1.0703125,-1.0703125,0.0,0.0,False
g016_exception_override,16,exception_override,closure,Copper,Silver,-76.438232421875,14.734375,15.8046875,conflict,a0.0_b0.0,0.0,0.0,-1.0703125,-1.0703125,0.0,0.0,False
g017_clean,17,clean,stable,Gold,Iron,14.033369064331055,15.3515625,12.8671875,clean,a0.0_b0.0,0.0,0.0,2.484375,2.484375,0.0,0.0,False
g017_redundant,17,redundant,stable,Gold,Iron,10.575464248657227,15.1015625,12.8203125,clean,a0.0_b0.0,0.0,0.0,2.28125,2.28125,0.0,0.0,False
g017_irrelevant,17,irrelevant,stable,Gold,Iron,56.23829650878906,15.765625,12.171875,clean,a0.0_b0.0,0.0,0.0,3.59375,3.59375,0.0,0.0,False
g017_paraphrase,17,paraphrase,stable,Gold,Iron,20.219131469726562,16.1875,13.5625,clean,a0.0_b0.0,0.0,0.0,2.625,2.6171875,0.0078125,0.0,False
g017_weak_distractor,17,weak_distractor,competition,Gold,Iron,61.93455505371094,15.53125,11.6484375,clean,a0.0_b0.0,0.0,0.0,3.8828125,3.8828125,0.0,0.0,False
g017_competition_balanced,17,competition_balanced,competition,Gold,Iron,5.682572364807129,15.234375,13.359375,clean,a0.0_b0.0,0.0,0.0,1.875,1.875,0.0,0.0,False
g017_direct_conflict,17,direct_conflict,competition,Gold,Iron,4.370156288146973,15.1875,13.21875,clean,a0.0_b0.0,0.0,0.0,1.96875,1.9609375,0.0078125,0.0,False
g017_closure_update,17,closure_update,closure,Gold,Iron,-23.75587272644043,15.40625,14.4140625,clean,a0.0_b0.0,0.0,0.0,0.9921875,0.984375,0.0078125,0.0,False
g017_closure_override,17,closure_override,closure,Gold,Iron,-74.05220031738281,14.875,16.0625,conflict,a0.0_b0.0,0.0,0.0,-1.1875,-1.1875,0.0,0.0,False
g017_exception_override,17,exception_override,closure,Gold,Iron,-67.10015106201172,14.671875,15.8359375,conflict,a0.0_b0.0,0.0,0.0,-1.1640625,-1.1640625,0.0,0.0,False
g019_clean,19,clean,stable,Green,Yellow,14.033369064331055,15.53125,14.0,clean,a0.0_b0.0,0.0,0.0,1.53125,1.53125,0.0,0.0,False
g019_redundant,19,redundant,stable,Green,Yellow,1.3129758834838867,15.296875,13.6953125,clean,a0.0_b0.0,0.0,0.0,1.6015625,1.6015625,0.0,0.0,False
g019_irrelevant,19,irrelevant,stable,Green,Yellow,34.623146057128906,15.53125,13.2109375,clean,a0.0_b0.0,0.0,0.0,2.3203125,2.3203125,0.0,0.0,False
g019_paraphrase,19,paraphrase,stable,Green,Yellow,2.0652236938476562,15.515625,13.9921875,clean,a0.0_b0.0,0.0,0.0,1.5234375,1.5234375,0.0,0.0,False
g019_weak_distractor,19,weak_distractor,competition,Green,Yellow,39.537845611572266,15.046875,12.515625,clean,a0.0_b0.0,0.0,0.0,2.53125,2.53125,0.0,0.0,False
g019_competition_balanced,19,competition_balanced,competition,Green,Yellow,4.719120979309082,14.9921875,13.609375,clean,a0.0_b0.0,0.0,0.0,1.3828125,1.3828125,0.0,0.0,False
g019_direct_conflict,19,direct_conflict,competition,Green,Yellow,-10.929306030273438,14.5859375,13.984375,clean,a0.0_b0.0,0.0,0.0,0.6015625,0.6015625,0.0,0.0,False
g019_closure_update,19,closure_update,closure,Green,Yellow,-3.3962535858154297,15.0625,13.7421875,clean,a0.0_b0.0,0.0,0.0,1.3203125,1.3203125,0.0,0.0,False
g019_closure_override,19,closure_override,closure,Green,Yellow,-101.18036651611328,13.3359375,15.921875,conflict,a0.0_b0.0,0.0,0.0,-2.5859375,-2.5859375,0.0,0.0,False
g019_exception_override,19,exception_override,closure,Green,Yellow,-94.26045989990234,13.296875,15.640625,conflict,a0.0_b0.0,0.0,0.0,-2.34375,-2.34375,0.0,0.0,False
g020_clean,20,clean,stable,North,South,14.033369064331055,15.3671875,14.5234375,clean,a0.0_b0.0,0.0,0.0,0.84375,0.84375,0.0,0.0,False
g020_redundant,20,redundant,stable,North,South,24.470922470092773,15.3203125,14.0,clean,a0.0_b0.0,0.0,0.0,1.3203125,1.3203125,0.0,0.0,False
g020_irrelevant,20,irrelevant,stable,North,South,42.384910583496094,15.875,13.84375,clean,a0.0_b0.0,0.0,0.0,2.03125,2.03125,0.0,0.0,False
g020_paraphrase,20,paraphrase,stable,North,South,0.22064781188964844,15.1875,14.1484375,clean,a0.0_b0.0,0.0,0.0,1.0390625,1.0390625,0.0,0.0,False
g020_weak_distractor,20,weak_distractor,competition,North,South,60.95966339111328,15.765625,12.7578125,clean,a0.0_b0.0,0.0,0.0,3.0078125,3.0078125,0.0,0.0,False
g020_competition_balanced,20,competition_balanced,competition,North,South,25.416828155517578,15.421875,14.171875,clean,a0.0_b0.0,0.0,0.0,1.25,1.25,0.0,0.0,False
g020_direct_conflict,20,direct_conflict,competition,North,South,-4.671348571777344,14.7890625,15.046875,conflict,a0.0_b0.0,0.0,0.0,-0.2578125,-0.2578125,0.0,0.0,False
g020_closure_update,20,closure_update,closure,North,South,-0.2813596725463867,14.953125,14.671875,clean,a0.0_b0.0,0.0,0.0,0.28125,0.28125,0.0,0.0,False
g020_closure_override,20,closure_override,closure,North,South,-52.979042053222656,14.1484375,16.28125,conflict,a0.0_b0.0,0.0,0.0,-2.1328125,-2.1328125,0.0,0.0,False
g020_exception_override,20,exception_override,closure,North,South,-33.23943328857422,14.6328125,15.6171875,conflict,a0.0_b0.0,0.0,0.0,-0.984375,-0.984375,0.0,0.0,False
g021_clean,21,clean,stable,East,West,14.033369064331055,16.21875,15.03125,clean,a0.0_b0.0,0.0,0.0,1.1875,1.1875,0.0,0.0,False
g021_redundant,21,redundant,stable,East,West,20.015535354614258,16.203125,14.546875,clean,a0.0_b0.0,0.0,0.0,1.65625,1.65625,0.0,0.0,False
g021_irrelevant,21,irrelevant,stable,East,West,47.401344299316406,16.9375,13.9921875,clean,a0.0_b0.0,0.0,0.0,2.9453125,2.9453125,0.0,0.0,False
g021_paraphrase,21,paraphrase,stable,East,West,9.292091369628906,15.8046875,14.875,clean,a0.0_b0.0,0.0,0.0,0.9296875,0.9296875,0.0,0.0,False
g021_weak_distractor,21,weak_distractor,competition,East,West,51.120948791503906,16.328125,13.1875,clean,a0.0_b0.0,0.0,0.0,3.140625,3.140625,0.0,0.0,False
g021_competition_balanced,21,competition_balanced,competition,East,West,33.16072082519531,16.203125,13.875,clean,a0.0_b0.0,0.0,0.0,2.328125,2.328125,0.0,0.0,False
g021_direct_conflict,21,direct_conflict,competition,East,West,15.88827896118164,15.9375,14.703125,clean,a0.0_b0.0,0.0,0.0,1.234375,1.234375,0.0,0.0,False
g021_closure_update,21,closure_update,closure,East,West,18.94338607788086,16.140625,14.046875,clean,a0.0_b0.0,0.0,0.0,2.09375,2.09375,0.0,0.0,False
g021_closure_override,21,closure_override,closure,East,West,-45.34339904785156,14.3984375,16.34375,conflict,a0.0_b0.0,0.0,0.0,-1.9453125,-1.9453125,0.0,0.0,False
g021_exception_override,21,exception_override,closure,East,West,-22.859933853149414,15.3046875,15.921875,conflict,a0.0_b0.0,0.0,0.0,-0.6171875,-0.6171875,0.0,0.0,False
g023_clean,23,clean,stable,Gold,Iron,14.033369064331055,15.234375,13.78125,clean,a0.0_b0.0,0.0,0.0,1.453125,1.453125,0.0,0.0,False
g023_redundant,23,redundant,stable,Gold,Iron,2.145565986633301,14.9140625,13.8359375,clean,a0.0_b0.0,0.0,0.0,1.078125,1.078125,0.0,0.0,False
g023_irrelevant,23,irrelevant,stable,Gold,Iron,60.48035430908203,15.8515625,12.90625,clean,a0.0_b0.0,0.0,0.0,2.9453125,2.9375,0.0078125,0.0,False
g023_paraphrase,23,paraphrase,stable,Gold,Iron,53.688140869140625,16.28125,13.2421875,clean,a0.0_b0.0,0.0,0.0,3.0390625,3.0390625,0.0,0.0,False
g023_weak_distractor,23,weak_distractor,competition,Gold,Iron,78.97526550292969,15.46875,12.484375,clean,a0.0_b0.0,0.0,0.0,2.984375,2.984375,0.0,0.0,False
g023_competition_balanced,23,competition_balanced,competition,Gold,Iron,23.617225646972656,15.3046875,13.96875,clean,a0.0_b0.0,0.0,0.0,1.3359375,1.3359375,0.0,0.0,False
g023_direct_conflict,23,direct_conflict,competition,Gold,Iron,3.8848438262939453,14.9921875,14.0859375,clean,a0.0_b0.0,0.0,0.0,0.90625,0.9140625,-0.0078125,0.0,False
g023_closure_update,23,closure_update,closure,Gold,Iron,17.681575775146484,15.703125,13.875,clean,a0.0_b0.0,0.0,0.0,1.828125,1.828125,0.0,0.0,False
g023_closure_override,23,closure_override,closure,Gold,Iron,-34.045196533203125,15.1015625,15.7890625,conflict,a0.0_b0.0,0.0,0.0,-0.6875,-0.6875,0.0,0.0,False
g023_exception_override,23,exception_override,closure,Gold,Iron,-35.863914489746094,14.828125,15.734375,conflict,a0.0_b0.0,0.0,0.0,-0.90625,-0.90625,0.0,0.0,False
g024_clean,24,clean,stable,Red,Blue,14.033369064331055,15.5859375,13.3984375,clean,a0.0_b0.0,0.0,0.0,2.1875,2.1875,0.0,0.0,False
g024_redundant,24,redundant,stable,Red,Blue,0.21863746643066406,15.3671875,13.4921875,clean,a0.0_b0.0,0.0,0.0,1.875,1.875,0.0,0.0,False
g024_irrelevant,24,irrelevant,stable,Red,Blue,35.04015350341797,15.5703125,12.7109375,clean,a0.0_b0.0,0.0,0.0,2.859375,2.8359375,0.0234375,0.0,False
g024_paraphrase,24,paraphrase,stable,Red,Blue,-5.321086883544922,15.453125,14.25,clean,a0.0_b0.0,0.0,0.0,1.203125,1.1875,0.015625,0.0,False
g024_weak_distractor,24,weak_distractor,competition,Red,Blue,22.378944396972656,15.4375,13.3125,clean,a0.0_b0.0,0.0,0.0,2.125,2.125,0.0,0.0,False
g024_competition_balanced,24,competition_balanced,competition,Red,Blue,10.503957748413086,15.3203125,13.515625,clean,a0.0_b0.0,0.0,0.0,1.8046875,1.8046875,0.0,0.0,False
g024_direct_conflict,24,direct_conflict,competition,Red,Blue,3.7295351028442383,15.1640625,13.90625,clean,a0.0_b0.0,0.0,0.0,1.2578125,1.265625,-0.0078125,0.0,False
g024_closure_update,24,closure_update,closure,Red,Blue,-19.654878616333008,14.9921875,13.9453125,clean,a0.0_b0.0,0.0,0.0,1.046875,1.046875,0.0,0.0,False
