prompt_id,graph_id,condition,mechanism,clean_label,conflict_label,DeltaU,final_clean_logit,final_conflict_logit,pair_choice,control,final_margin,baseline_DeltaU,baseline_margin,baseline_pair_choice,margin_shift,DeltaU_shift,pair_flip,crossed
g011_redundant,11,redundant,stable,Gold,Iron,-3.9251861572265625,16.03125,13.15625,clean,none,2.875,-3.9251862,2.875,clean,0.0,0.0,False,False
g011_irrelevant,11,irrelevant,stable,Gold,Iron,26.2149715423584,16.28125,12.8671875,clean,none,3.4140625,26.223076,3.4140625,clean,0.0,-0.008104324340820312,False,False
g011_paraphrase,11,paraphrase,stable,Gold,Iron,-12.433158874511719,16.5625,14.09375,clean,none,2.46875,-12.504276,2.453125,clean,0.015625,0.07111740112304688,False,False
g011_weak_distractor,11,weak_distractor,competition,Gold,Iron,31.42014503479004,15.953125,12.765625,clean,none,3.1875,31.420145,3.1875,clean,0.0,0.0,False,False
g011_competition_balanced,11,competition_balanced,competition,Gold,Iron,7.190269470214844,15.8046875,13.5390625,clean,none,2.265625,7.1902695,2.265625,clean,0.0,0.0,False,False
g011_direct_conflict,11,direct_conflict,competition,Gold,Iron,-5.966869354248047,15.671875,13.5078125,clean,none,2.1640625,-6.448616,2.1328125,clean,0.03125,0.4817466735839844,False,False
g011_closure_update,11,closure_update,closure,Gold,Iron,-46.11805725097656,15.40625,14.484375,clean,none,0.921875,-46.177254,0.921875,clean,0.0,0.05919647216796875,False,False
g011_closure_override,11,closure_override,closure,Gold,Iron,-82.76380157470703,14.734375,16.0625,conflict,none,-1.328125,-82.7638,-1.328125,conflict,0.0,0.0,False,False
g011_exception_override,11,exception_override,closure,Gold,Iron,-87.61983489990234,14.6484375,16.46875,conflict,none,-1.8203125,-87.619835,-1.8203125,conflict,0.0,0.0,False,False
g012_clean,12,clean,stable,Red,Blue,14.033369064331055,15.53125,13.0859375,clean,none,2.4453125,14.033369,2.4453125,clean,0.0,0.0,False,False
g012_redundant,12,redundant,stable,Red,Blue,6.671353816986084,15.4375,12.9609375,clean,none,2.4765625,6.671354,2.4765625,clean,0.0,0.0,False,False
g012_irrelevant,12,irrelevant,stable,Red,Blue,42.28556442260742,15.75,12.0234375,clean,none,3.7265625,42.092102,3.734375,clean,-0.0078125,0.19346237182617188,False,False
g012_paraphrase,12,paraphrase,stable,Red,Blue,8.053878784179688,15.984375,14.0703125,clean,none,1.9140625,8.045636,1.9140625,clean,0.0,0.008242607116699219,False,False
g012_weak_distractor,12,weak_distractor,competition,Red,Blue,29.705171585083008,15.453125,12.703125,clean,none,2.75,29.705172,2.75,clean,0.0,0.0,False,False
g012_competition_balanced,12,competition_balanced,competition,Red,Blue,10.86746883392334,15.265625,13.5234375,clean,none,1.7421875,10.867469,1.7421875,clean,0.0,0.0,False,False
g012_direct_conflict,12,direct_conflict,competition,Red,Blue,-7.563358306884766,15.1015625,14.21875,clean,none,0.8828125,-7.588516,0.8828125,clean,0.0,0.025157928466796875,False,False
g012_closure_update,12,closure_update,closure,Red,Blue,-9.102283477783203,15.25,13.6171875,clean,none,1.6328125,-9.139498,1.6328125,clean,0.0,0.03721427917480469,False,False
g012_closure_override,12,closure_override,closure,Red,Blue,-96.39790344238281,14.0859375,16.34375,conflict,none,-2.2578125,-96.41461,-2.2578125,conflict,0.0,0.0167083740234375,False,False
g012_exception_override,12,exception_override,closure,Red,Blue,-91.8817367553711,13.96875,16.140625,conflict,none,-2.171875,-91.76157,-2.171875,conflict,0.0,-0.1201629638671875,False,False
g015_clean,15,clean,stable,East,West,14.033369064331055,16.09375,14.890625,clean,none,1.203125,14.033369,1.203125,clean,0.0,0.0,False,False
g015_redundant,15,redundant,stable,East,West,8.596942901611328,15.9375,14.84375,clean,none,1.09375,8.596943,1.09375,clean,0.0,0.0,False,False
g015_irrelevant,15,irrelevant,stable,East,West,44.78347396850586,16.921875,13.984375,clean,none,2.9375,44.681328,2.9296875,clean,0.0078125,0.10214614868164062,False,False
g015_paraphrase,15,paraphrase,stable,East,West,25.12152862548828,15.921875,14.2578125,clean,none,1.6640625,25.346802,1.671875,clean,-0.0078125,-0.22527313232421875,False,False
g015_weak_distractor,15,weak_distractor,competition,East,West,41.13686752319336,16.046875,13.328125,clean,none,2.71875,41.136868,2.71875,clean,0.0,0.0,False,False
g015_competition_balanced,15,competition_balanced,competition,East,West,19.63344955444336,15.765625,14.2578125,clean,none,1.5078125,19.63345,1.5078125,clean,0.0,0.0,False,False
g015_direct_conflict,15,direct_conflict,competition,East,West,16.458585739135742,15.7734375,14.59375,clean,none,1.1796875,16.39878,1.1796875,clean,0.0,0.05980491638183594,False,False
g015_closure_update,15,closure_update,closure,East,West,6.862632751464844,15.6875,14.4609375,clean,none,1.2265625,6.984245,1.2265625,clean,0.0,-0.1216120719909668,False,False
g015_closure_override,15,closure_override,closure,East,West,-57.418304443359375,13.7734375,16.484375,conflict,none,-2.7109375,-57.418304,-2.7109375,conflict,0.0,0.0,False,False
g015_exception_override,15,exception_override,closure,East,West,-38.450096130371094,14.34375,16.140625,conflict,none,-1.796875,-38.450096,-1.796875,conflict,0.0,0.0,False,False
g018_clean,18,clean,stable,Red,Blue,14.033369064331055,15.6015625,13.921875,clean,none,1.6796875,14.033369,1.6796875,clean,0.0,0.0,False,False
g018_redundant,18,redundant,stable,Red,Blue,2.1982908248901367,15.234375,13.7109375,clean,none,1.5234375,2.1982908,1.5234375,clean,0.0,0.0,False,False
g018_irrelevant,18,irrelevant,stable,Red,Blue,42.69587326049805,15.6875,12.90625,clean,none,2.78125,42.6185,2.796875,clean,-0.015625,0.07737350463867188,False,False
g018_paraphrase,18,paraphrase,stable,Red,Blue,8.066434860229492,15.75,14.53125,clean,none,1.21875,8.118813,1.2265625,clean,-0.0078125,-0.05237770080566406,False,False
g018_weak_distractor,18,weak_distractor,competition,Red,Blue,33.100250244140625,15.640625,13.59375,clean,none,2.046875,33.10025,2.046875,clean,0.0,0.0,False,False
g018_competition_balanced,18,competition_balanced,competition,Red,Blue,7.601277828216553,15.28125,14.109375,clean,none,1.171875,7.601278,1.171875,clean,0.0,0.0,False,False
g018_direct_conflict,18,direct_conflict,competition,Red,Blue,-11.172796249389648,15.0859375,14.71875,clean,none,0.3671875,-11.381411,0.3359375,clean,0.03125,0.20861434936523438,False,False
g018_closure_update,18,closure_update,closure,Red,Blue,-12.985334396362305,15.1875,14.34375,clean,none,0.84375,-12.831734,0.8515625,clean,-0.0078125,-0.15360069274902344,False,False
g018_closure_override,18,closure_override,closure,Red,Blue,-100.31735229492188,13.921875,16.6875,conflict,none,-2.765625,-100.41934,-2.765625,conflict,0.0,0.10198974609375,False,False
g018_exception_override,18,exception_override,closure,Red,Blue,-96.72795104980469,13.734375,16.34375,conflict,none,-2.609375,-96.70206,-2.609375,conflict,0.0,-0.0258941650390625,False,False
g022_clean,22,clean,stable,Copper,Silver,14.033369064331055,15.3203125,14.046875,clean,none,1.2734375,14.033369,1.2734375,clean,0.0,0.0,False,False
g022_redundant,22,redundant,stable,Copper,Silver,-5.036775588989258,14.5859375,13.9921875,clean,none,0.59375,-5.0367756,0.59375,clean,0.0,0.0,False,False
g022_irrelevant,22,irrelevant,stable,Copper,Silver,37.85130310058594,15.7890625,13.546875,clean,none,2.2421875,37.851303,2.2421875,clean,0.0,0.0,False,False
g022_paraphrase,22,paraphrase,stable,Copper,Silver,30.255983352661133,15.953125,13.65625,clean,none,2.296875,30.255983,2.296875,clean,0.0,0.0,False,False
g022_weak_distractor,22,weak_distractor,competition,Copper,Silver,42.65711975097656,15.0625,13.0859375,clean,none,1.9765625,42.65712,1.9765625,clean,0.0,0.0,False,False
g022_competition_balanced,22,competition_balanced,competition,Copper,Silver,62.21965026855469,15.4375,12.75,clean,none,2.6875,62.21965,2.6875,clean,0.0,0.0,False,False
g022_direct_conflict,22,direct_conflict,competition,Copper,Silver,18.672508239746094,14.9140625,14.0859375,clean,none,0.828125,18.672508,0.828125,clean,0.0,0.0,False,False
g022_closure_update,22,closure_update,closure,Copper,Silver,17.781803131103516,15.265625,13.2421875,clean,none,2.0234375,17.781803,2.0234375,clean,0.0,0.0,False,False
g022_closure_override,22,closure_override,closure,Copper,Silver,-57.59983825683594,14.734375,16.21875,conflict,none,-1.484375,-57.59984,-1.484375,conflict,0.0,0.0,False,False
g022_exception_override,22,exception_override,closure,Copper,Silver,-48.548057556152344,15.1484375,16.0625,conflict,none,-0.9140625,-48.548058,-0.9140625,conflict,0.0,0.0,False,False
g026_clean,26,clean,stable,North,South,14.033369064331055,15.0625,14.6328125,clean,none,0.4296875,14.033369,0.4296875,clean,0.0,0.0,False,False
g026_redundant,26,redundant,stable,North,South,12.461833000183105,14.765625,14.359375,clean,none,0.40625,12.461833,0.40625,clean,0.0,0.0,False,False
g026_irrelevant,26,irrelevant,stable,North,South,43.29143524169922,15.6015625,13.96875,clean,none,1.6328125,43.23632,1.6328125,clean,0.0,0.05511474609375,False,False
g026_paraphrase,26,paraphrase,stable,North,South,-22.147790908813477,14.0078125,14.671875,conflict,none,-0.6640625,-21.89929,-0.6484375,conflict,-0.015625,-0.24850082397460938,False,False
g026_weak_distractor,26,weak_distractor,competition,North,South,49.205902099609375,15.28125,13.25,clean,none,2.03125,49.205902,2.03125,clean,0.0,0.0,False,False
g026_competition_balanced,26,competition_balanced,competition,North,South,20.10578155517578,15.03125,14.2734375,clean,none,0.7578125,20.105782,0.7578125,clean,0.0,0.0,False,False
g026_direct_conflict,26,direct_conflict,competition,North,South,9.269338607788086,14.7421875,14.65625,clean,none,0.0859375,9.223026,0.078125,clean,0.0078125,0.04631233215332031,False,False
g026_closure_update,26,closure_update,closure,North,South,-0.44538021087646484,14.546875,14.734375,conflict,none,-0.1875,-0.5189762,-0.1875,conflict,0.0,0.07359600067138672,False,False
g026_closure_override,26,closure_override,closure,North,South,-58.785858154296875,13.5390625,16.296875,conflict,none,-2.7578125,-58.78586,-2.7578125,conflict,0.0,0.0,False,False
g026_exception_override,26,exception_override,closure,North,South,-43.28270721435547,13.9453125,15.765625,conflict,none,-1.8203125,-43.282707,-1.8203125,conflict,0.0,0.0,False,False
g030_clean,30,clean,stable,Red,Blue,14.033369064331055,15.640625,13.140625,clean,none,2.5,14.033369,2.5,clean,0.0,0.0,False,False
g030_redundant,30,redundant,stable,Red,Blue,1.4254159927368164,15.3671875,13.140625,clean,none,2.2265625,1.425416,2.2265625,clean,0.0,0.0,False,False
g030_irrelevant,30,irrelevant,stable,Red,Blue,28.826404571533203,15.6015625,12.59375,clean,none,3.0078125,28.826405,3.0078125,clean,0.0,0.0,False,False
g030_paraphrase,30,paraphrase,stable,Red,Blue,-12.321075439453125,15.8359375,14.359375,clean,none,1.4765625,-12.321075,1.4765625,clean,0.0,0.0,False,False
g030_weak_distractor,30,weak_distractor,competition,Red,Blue,13.7174072265625,15.40625,13.3671875,clean,none,2.0390625,13.717407,2.0390625,clean,0.0,0.0,False,False
g030_competition_balanced,30,competition_balanced,competition,Red,Blue,4.19102668762207,15.296875,13.5625,clean,none,1.734375,4.1910267,1.734375,clean,0.0,0.0,False,False
g030_direct_conflict,30,direct_conflict,competition,Red,Blue,-7.359493255615234,15.1484375,13.984375,clean,none,1.1640625,-7.3594933,1.1640625,clean,0.0,0.0,False,False
g030_closure_update,30,closure_update,closure,Red,Blue,-27.713415145874023,14.828125,13.7890625,clean,none,1.0390625,-27.713415,1.0390625,clean,0.0,0.0,False,False
g030_closure_override,30,closure_override,closure,Red,Blue,-105.32489776611328,13.875,16.375,conflict,none,-2.5,-105.3249,-2.5,conflict,0.0,0.0,False,False
g030_exception_override,30,exception_override,closure,Red,Blue,-101.56330108642578,13.6796875,16.09375,conflict,none,-2.4140625,-101.5633,-2.4140625,conflict,0.0,0.0,False,False
g031_clean,31,clean,stable,Green,Yellow,14.033369064331055,16.125,12.9609375,clean,none,3.1640625,14.033369,3.1640625,clean,0.0,0.0,False,False
g031_redundant,31,redundant,stable,Green,Yellow,-8.834836959838867,15.6875,13.0859375,clean,none,2.6015625,-8.834837,2.6015625,clean,0.0,0.0,False,False
g031_irrelevant,31,irrelevant,stable,Green,Yellow,26.83081817626953,16.046875,12.3203125,clean,none,3.7265625,26.830818,3.7265625,clean,0.0,0.0,False,False
g031_paraphrase,31,paraphrase,stable,Green,Yellow,-14.555459976196289,15.9375,13.875,clean,none,2.0625,-14.55546,2.0625,clean,0.0,0.0,False,False
g031_weak_distractor,31,weak_distractor,competition,Green,Yellow,22.004188537597656,15.53125,12.0859375,clean,none,3.4453125,22.004189,3.4453125,clean,0.0,0.0,False,False
g031_competition_balanced,31,competition_balanced,competition,Green,Yellow,5.126877784729004,15.5859375,12.6328125,clean,none,2.953125,5.126878,2.953125,clean,0.0,0.0,False,False
g031_direct_conflict,31,direct_conflict,competition,Green,Yellow,3.206690788269043,15.3984375,12.71875,clean,none,2.6796875,3.2066908,2.6796875,clean,0.0,0.0,False,False
g031_closure_update,31,closure_update,closure,Green,Yellow,-16.18115997314453,15.234375,13.03125,clean,none,2.203125,-16.18116,2.203125,clean,0.0,0.0,False,False
g031_closure_override,31,closure_override,closure,Green,Yellow,-107.69522094726562,14.0859375,15.5390625,conflict,none,-1.453125,-107.69522,-1.453125,conflict,0.0,0.0,False,False
g031_exception_override,31,exception_override,closure,Green,Yellow,-118.65097045898438,13.203125,15.53125,conflict,none,-2.328125,-118.65097,-2.328125,conflict,0.0,0.0,False,False
g033_clean,33,clean,stable,East,West,14.033369064331055,16.484375,14.625,clean,none,1.859375,14.033369,1.859375,clean,0.0,0.0,False,False
g033_redundant,33,redundant,stable,East,West,7.556543827056885,16.296875,14.609375,clean,none,1.6875,7.556544,1.6875,clean,0.0,0.0,False,False
g033_irrelevant,33,irrelevant,stable,East,West,29.484161376953125,16.9375,14.234375,clean,none,2.703125,29.38258,2.703125,clean,0.0,0.10158157348632812,False,False
g033_paraphrase,33,paraphrase,stable,East,West,-6.267829895019531,15.765625,14.9375,clean,none,0.828125,-6.2602005,0.828125,clean,0.0,-0.00762939453125,False,False
g033_weak_distractor,33,weak_distractor,competition,East,West,35.221519470214844,16.28125,13.390625,clean,none,2.890625,35.22152,2.890625,clean,0.0,0.0,False,False
g033_competition_balanced,33,competition_balanced,competition,East,West,12.721593856811523,16.015625,14.0703125,clean,none,1.9453125,12.721594,1.9453125,clean,0.0,0.0,False,False
g033_direct_conflict,33,direct_conflict,competition,East,West,11.99798583984375,16.09375,14.4375,clean,none,1.65625,12.024551,1.65625,clean,0.0,-0.0265655517578125,False,False
g033_closure_update,33,closure_update,closure,East,West,20.231487274169922,16.28125,13.546875,clean,none,2.734375,20.285461,2.75,clean,-0.015625,-0.053974151611328125,False,False
g033_closure_override,33,closure_override,closure,East,West,-46.92388153076172,14.828125,15.984375,conflict,none,-1.15625,-46.92388,-1.15625,conflict,0.0,0.0,False,False
g033_exception_override,33,exception_override,closure,East,West,-29.52699851989746,15.3046875,15.6171875,conflict,none,-0.3125,-29.526999,-0.3125,conflict,0.0,0.0,False,False
g039_clean,39,clean,stable,East,West,14.033369064331055,16.40625,15.1328125,clean,none,1.2734375,14.033369,1.2734375,clean,0.0,0.0,False,False
g039_redundant,39,redundant,stable,East,West,10.631048202514648,16.40625,15.0703125,clean,none,1.3359375,10.631048,1.3359375,clean,0.0,0.0,False,False
g039_irrelevant,39,irrelevant,stable,East,West,41.126739501953125,16.8125,14.1953125,clean,none,2.6171875,41.12674,2.6171875,clean,0.0,0.0,False,False
g039_paraphrase,39,paraphrase,stable,East,West,-0.28522205352783203,15.90625,15.1875,clean,none,0.71875,-0.28522205,0.71875,clean,0.0,0.0,False,False
g039_weak_distractor,39,weak_distractor,competition,East,West,48.009490966796875,16.59375,13.4375,clean,none,3.15625,48.00949,3.15625,clean,0.0,0.0,False,False
g039_competition_balanced,39,competition_balanced,competition,East,West,28.775997161865234,16.40625,14.234375,clean,none,2.171875,28.775997,2.171875,clean,0.0,0.0,False,False
g039_direct_conflict,39,direct_conflict,competition,East,West,23.53395652770996,16.34375,14.671875,clean,none,1.671875,23.533957,1.671875,clean,0.0,0.0,False,False
g039_closure_update,39,closure_update,closure,East,West,19.5780029296875,16.28125,14.09375,clean,none,2.1875,19.578003,2.1875,clean,0.0,0.0,False,False
g039_closure_override,39,closure_override,closure,East,West,-48.89129638671875,14.7109375,16.34375,conflict,none,-1.6328125,-48.891296,-1.6328125,conflict,0.0,0.0,False,False
g039_exception_override,39,exception_override,closure,East,West,-34.70281219482422,15.3671875,16.46875,conflict,none,-1.1015625,-34.702812,-1.1015625,conflict,0.0,0.0,False,False
g040_clean,40,clean,stable,Copper,Silver,14.033369064331055,16.09375,14.171875,clean,none,1.921875,14.033369,1.921875,clean,0.0,0.0,False,False
g040_redundant,40,redundant,stable,Copper,Silver,-13.309381484985352,15.21875,14.3125,clean,none,0.90625,-13.3093815,0.90625,clean,0.0,0.0,False,False
g040_irrelevant,40,irrelevant,stable,Copper,Silver,34.25642395019531,16.265625,13.59375,clean,none,2.671875,34.256424,2.671875,clean,0.0,0.0,False,False
g040_paraphrase,40,paraphrase,stable,Copper,Silver,7.63602876663208,15.8203125,13.984375,clean,none,1.8359375,7.636029,1.8359375,clean,0.0,0.0,False,False
g040_weak_distractor,40,weak_distractor,competition,Copper,Silver,46.54248046875,15.671875,12.9375,clean,none,2.734375,46.54248,2.734375,clean,0.0,0.0,False,False
g040_competition_balanced,40,competition_balanced,competition,Copper,Silver,68.2352066040039,16.078125,12.4375,clean,none,3.640625,68.23521,3.640625,clean,0.0,0.0,False,False
g040_direct_conflict,40,direct_conflict,competition,Copper,Silver,25.159435272216797,15.5,13.84375,clean,none,1.65625,25.159435,1.65625,clean,0.0,0.0,False,False
g040_closure_update,40,closure_update,closure,Copper,Silver,9.257740020751953,15.46875,13.453125,clean,none,2.015625,9.25774,2.015625,clean,0.0,0.0,False,False
g040_closure_override,40,closure_override,closure,Copper,Silver,-69.0411376953125,14.828125,16.203125,conflict,none,-1.375,-69.04114,-1.375,conflict,0.0,0.0,False,False
g040_exception_override,40,exception_override,closure,Copper,Silver,-56.775245666503906,15.5703125,16.140625,conflict,none,-0.5703125,-56.775246,-0.5703125,conflict,0.0,0.0,False,False
g042_clean,42,clean,stable,Red,Blue,14.033369064331055,15.9375,13.3984375,clean,none,2.5390625,14.033369,2.5390625,clean,0.0,0.0,False,False
g042_redundant,42,redundant,stable,Red,Blue,6.018906593322754,15.6015625,13.1875,clean,none,2.4140625,6.0189066,2.4140625,clean,0.0,0.0,False,False
g042_irrelevant,42,irrelevant,stable,Red,Blue,30.06480598449707,15.8046875,12.75,clean,none,3.0546875,29.816154,3.046875,clean,0.0078125,0.24865150451660156,False,False
g042_paraphrase,42,paraphrase,stable,Red,Blue,-3.681570053100586,15.8359375,14.125,clean,none,1.7109375,-3.629551,1.71875,clean,-0.0078125,-0.05201911926269531,False,False
g042_weak_distractor,42,weak_distractor,competition,Red,Blue,21.276195526123047,15.703125,13.4296875,clean,none,2.2734375,21.276196,2.2734375,clean,0.0,0.0,False,False
g042_competition_balanced,42,competition_balanced,competition,Red,Blue,11.922768592834473,15.53125,13.5546875,clean,none,1.9765625,11.922769,1.9765625,clean,0.0,0.0,False,False
g042_direct_conflict,42,direct_conflict,competition,Red,Blue,-0.5020980834960938,15.3984375,14.03125,clean,none,1.3671875,-0.41919327,1.375,clean,-0.0078125,-0.08290481567382812,False,False
g042_closure_update,42,closure_update,closure,Red,Blue,-18.957876205444336,15.0703125,13.90625,clean,none,1.1640625,-19.23578,1.1640625,clean,0.0,0.2779045104980469,False,False
g042_closure_override,42,closure_override,closure,Red,Blue,-108.25208282470703,13.921875,16.296875,conflict,none,-2.375,-108.17538,-2.3671875,conflict,-0.0078125,-0.0767059326171875,False,False
g042_exception_override,42,exception_override,closure,Red,Blue,-102.59722900390625,13.421875,15.875,conflict,none,-2.453125,-102.55827,-2.453125,conflict,0.0,-0.0389556884765625,False,False
g045_clean,45,clean,stable,East,West,14.033369064331055,16.53125,14.3984375,clean,none,2.1328125,14.033369,2.1328125,clean,0.0,0.0,False,False
g045_redundant,45,redundant,stable,East,West,6.3522629737854,16.28125,14.171875,clean,none,2.109375,6.352263,2.109375,clean,0.0,0.0,False,False
g045_irrelevant,45,irrelevant,stable,East,West,31.863075256347656,16.9375,14.0078125,clean,none,2.9296875,31.839474,2.9453125,clean,-0.015625,0.023601531982421875,False,False
g045_paraphrase,45,paraphrase,stable,East,West,-13.806404113769531,15.6015625,14.65625,clean,none,0.9453125,-13.786867,0.9453125,clean,0.0,-0.019536972045898438,False,False
