prompt_id,graph_id,condition,mechanism,control,clean_label,conflict_label,clean_token_id,conflict_token_id,top1_token_id,top1_token,top1_class,clean_rank,conflict_rank,clean_minus_conflict_margin
g018_exception_override,18,exception_override,closure,none,Red,Blue,4075,7640,5231, **,other,3,2,-2.609375
g022_clean,22,clean,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.2734375
g022_redundant,22,redundant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,0.59375
g022_irrelevant,22,irrelevant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.2421875
g022_paraphrase,22,paraphrase,stable,none,Copper,Silver,38315,15934,5231, **,other,2,4,2.296875
g022_weak_distractor,22,weak_distractor,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.9765625
g022_competition_balanced,22,competition_balanced,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.6875
g022_direct_conflict,22,direct_conflict,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,0.828125
g022_closure_update,22,closure_update,closure,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.0234375
g022_closure_override,22,closure_override,closure,none,Copper,Silver,38315,15934,15934, Silver,conflict,3,1,-1.484375
g022_exception_override,22,exception_override,closure,none,Copper,Silver,38315,15934,5231, **,other,3,2,-0.9140625
g026_clean,26,clean,stable,none,North,South,4612,4316,5231, **,other,2,3,0.4296875
g026_redundant,26,redundant,stable,none,North,South,4612,4316,5231, **,other,2,3,0.40625
g026_irrelevant,26,irrelevant,stable,none,North,South,4612,4316,5231, **,other,2,3,1.6328125
g026_paraphrase,26,paraphrase,stable,none,North,South,4612,4316,5231, **,other,6,4,-0.6640625
g026_weak_distractor,26,weak_distractor,competition,none,North,South,4612,4316,5231, **,other,2,3,2.03125
g026_competition_balanced,26,competition_balanced,competition,none,North,South,4612,4316,5231, **,other,2,3,0.7578125
g026_direct_conflict,26,direct_conflict,competition,none,North,South,4612,4316,5231, **,other,2,3,0.0859375
g026_closure_update,26,closure_update,closure,none,North,South,4612,4316,5231, **,other,3,2,-0.1875
g026_closure_override,26,closure_override,closure,none,North,South,4612,4316,4316, South,conflict,3,1,-2.7578125
g026_exception_override,26,exception_override,closure,none,North,South,4612,4316,5231, **,other,3,2,-1.8203125
g030_clean,30,clean,stable,none,Red,Blue,4075,7640,5231, **,other,2,5,2.5
g030_redundant,30,redundant,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,2.2265625
g030_irrelevant,30,irrelevant,stable,none,Red,Blue,4075,7640,5231, **,other,2,6,3.0078125
g030_paraphrase,30,paraphrase,stable,none,Red,Blue,4075,7640,5231, **,other,2,4,1.4765625
g030_weak_distractor,30,weak_distractor,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,2.0390625
g030_competition_balanced,30,competition_balanced,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.734375
g030_direct_conflict,30,direct_conflict,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.1640625
g030_closure_update,30,closure_update,closure,none,Red,Blue,4075,7640,5231, **,other,2,3,1.0390625
g030_closure_override,30,closure_override,closure,none,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-2.5
g030_exception_override,30,exception_override,closure,none,Red,Blue,4075,7640,5231, **,other,3,2,-2.4140625
g031_clean,31,clean,stable,none,Green,Yellow,6724,21730,5231, **,other,1,4,3.1640625
g031_redundant,31,redundant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.6015625
g031_irrelevant,31,irrelevant,stable,none,Green,Yellow,6724,21730,6724, Green,clean,1,6,3.7265625
g031_paraphrase,31,paraphrase,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.0625
g031_weak_distractor,31,weak_distractor,competition,none,Green,Yellow,6724,21730,5231, **,other,2,5,3.4453125
g031_competition_balanced,31,competition_balanced,competition,none,Green,Yellow,6724,21730,5231, **,other,2,4,2.953125
g031_direct_conflict,31,direct_conflict,competition,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.6796875
g031_closure_update,31,closure_update,closure,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.203125
g031_closure_override,31,closure_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-1.453125
g031_exception_override,31,exception_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-2.328125
g033_clean,33,clean,stable,none,East,West,5571,4589,5571, East,clean,1,3,1.859375
g033_redundant,33,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,1.6875
g033_irrelevant,33,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,3,2.703125
g033_paraphrase,33,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,3,0.828125
g033_weak_distractor,33,weak_distractor,competition,none,East,West,5571,4589,5231, **,other,2,3,2.890625
g033_competition_balanced,33,competition_balanced,competition,none,East,West,5571,4589,5231, **,other,2,3,1.9453125
g033_direct_conflict,33,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,1.65625
g033_closure_update,33,closure_update,closure,none,East,West,5571,4589,5571, East,clean,1,3,2.734375
g033_closure_override,33,closure_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-1.15625
g033_exception_override,33,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.3125
g039_clean,39,clean,stable,none,East,West,5571,4589,5231, **,other,2,3,1.2734375
g039_redundant,39,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,1.3359375
g039_irrelevant,39,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,3,2.6171875
g039_paraphrase,39,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,3,0.71875
g039_weak_distractor,39,weak_distractor,competition,none,East,West,5571,4589,5571, East,clean,1,3,3.15625
g039_competition_balanced,39,competition_balanced,competition,none,East,West,5571,4589,5231, **,other,1,3,2.171875
g039_direct_conflict,39,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,1.671875
g039_closure_update,39,closure_update,closure,none,East,West,5571,4589,5231, **,other,2,3,2.1875
g039_closure_override,39,closure_override,closure,none,East,West,5571,4589,4589, West,conflict,3,1,-1.6328125
g039_exception_override,39,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-1.1015625
g040_clean,40,clean,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.921875
g040_redundant,40,redundant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,0.90625
g040_irrelevant,40,irrelevant,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.671875
g040_paraphrase,40,paraphrase,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.8359375
g040_weak_distractor,40,weak_distractor,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.734375
g040_competition_balanced,40,competition_balanced,competition,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,3.640625
g040_direct_conflict,40,direct_conflict,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.65625
g040_closure_update,40,closure_update,closure,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.015625
g040_closure_override,40,closure_override,closure,none,Copper,Silver,38315,15934,15934, Silver,conflict,3,1,-1.375
g040_exception_override,40,exception_override,closure,none,Copper,Silver,38315,15934,5231, **,other,3,2,-0.5703125
g042_clean,42,clean,stable,none,Red,Blue,4075,7640,5231, **,other,2,3,2.5390625
g042_redundant,42,redundant,stable,none,Red,Blue,4075,7640,5231, **,other,2,4,2.4140625
g042_irrelevant,42,irrelevant,stable,none,Red,Blue,4075,7640,5231, **,other,2,6,3.0546875
g042_paraphrase,42,paraphrase,stable,none,Red,Blue,4075,7640,5231, **,other,2,4,1.7109375
g042_weak_distractor,42,weak_distractor,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,2.2734375
g042_competition_balanced,42,competition_balanced,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.9765625
g042_direct_conflict,42,direct_conflict,competition,none,Red,Blue,4075,7640,5231, **,other,2,3,1.3671875
g042_closure_update,42,closure_update,closure,none,Red,Blue,4075,7640,5231, **,other,2,3,1.1640625
g042_closure_override,42,closure_override,closure,none,Red,Blue,4075,7640,7640, Blue,conflict,3,1,-2.375
g042_exception_override,42,exception_override,closure,none,Red,Blue,4075,7640,5231, **,other,3,2,-2.453125
g045_clean,45,clean,stable,none,East,West,5571,4589,5231, **,other,2,3,2.1328125
g045_redundant,45,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,2.109375
g045_irrelevant,45,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,3,2.9296875
g045_paraphrase,45,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,3,0.9453125
g045_weak_distractor,45,weak_distractor,competition,none,East,West,5571,4589,5571, East,clean,1,3,3.421875
g045_competition_balanced,45,competition_balanced,competition,none,East,West,5571,4589,5571, East,clean,1,3,2.6015625
g045_direct_conflict,45,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,2.421875
g045_closure_update,45,closure_update,closure,none,East,West,5571,4589,5231, **,other,2,4,2.9375
g045_closure_override,45,closure_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.703125
g045_exception_override,45,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.0859375
g053_clean,53,clean,stable,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.671875
g053_redundant,53,redundant,stable,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.421875
g053_irrelevant,53,irrelevant,stable,none,Gold,Iron,6863,17186,5231, **,other,2,4,2.546875
g053_paraphrase,53,paraphrase,stable,none,Gold,Iron,6863,17186,6863, Gold,clean,1,4,3.0
g053_weak_distractor,53,weak_distractor,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,2.453125
g053_competition_balanced,53,competition_balanced,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.46875
g053_direct_conflict,53,direct_conflict,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,0.7578125
g053_closure_update,53,closure_update,closure,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.734375
g053_closure_override,53,closure_override,closure,none,Gold,Iron,6863,17186,5231, **,other,3,2,-0.8046875
g053_exception_override,53,exception_override,closure,none,Gold,Iron,6863,17186,5231, **,other,3,2,-0.8125
g064_clean,64,clean,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.984375
g064_redundant,64,redundant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,0.9296875
g064_irrelevant,64,irrelevant,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,2.078125
g064_paraphrase,64,paraphrase,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,1.3203125
g064_weak_distractor,64,weak_distractor,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.7421875
g064_competition_balanced,64,competition_balanced,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,2.3203125
g064_direct_conflict,64,direct_conflict,competition,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.25
g064_closure_update,64,closure_update,closure,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.625
g064_closure_override,64,closure_override,closure,none,Copper,Silver,38315,15934,15934, Silver,conflict,3,1,-0.7109375
g064_exception_override,64,exception_override,closure,none,Copper,Silver,38315,15934,5231, **,other,3,2,-1.3125
g067_clean,67,clean,stable,none,Green,Yellow,6724,21730,5231, **,other,2,4,3.015625
g067_redundant,67,redundant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.6484375
g067_irrelevant,67,irrelevant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,6,3.90625
g067_paraphrase,67,paraphrase,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.7109375
g067_weak_distractor,67,weak_distractor,competition,none,Green,Yellow,6724,21730,5231, **,other,2,7,4.0390625
g067_competition_balanced,67,competition_balanced,competition,none,Green,Yellow,6724,21730,5231, **,other,2,6,3.7578125
g067_direct_conflict,67,direct_conflict,competition,none,Green,Yellow,6724,21730,5231, **,other,2,4,3.125
g067_closure_update,67,closure_update,closure,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.6796875
g067_closure_override,67,closure_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-1.6953125
g067_exception_override,67,exception_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-2.4609375
g068_clean,68,clean,stable,none,North,South,4612,4316,5231, **,other,2,3,1.7265625
g068_redundant,68,redundant,stable,none,North,South,4612,4316,5231, **,other,2,3,2.0859375
g068_irrelevant,68,irrelevant,stable,none,North,South,4612,4316,4612, North,clean,1,4,3.1875
g068_paraphrase,68,paraphrase,stable,none,North,South,4612,4316,5231, **,other,2,3,0.046875
g068_weak_distractor,68,weak_distractor,competition,none,North,South,4612,4316,4612, North,clean,1,3,3.2265625
g068_competition_balanced,68,competition_balanced,competition,none,North,South,4612,4316,5231, **,other,2,3,2.03125
g068_direct_conflict,68,direct_conflict,competition,none,North,South,4612,4316,5231, **,other,2,3,1.4921875
g068_closure_update,68,closure_update,closure,none,North,South,4612,4316,5231, **,other,2,3,0.8203125
g068_closure_override,68,closure_override,closure,none,North,South,4612,4316,4316, South,conflict,3,1,-2.0625
g068_exception_override,68,exception_override,closure,none,North,South,4612,4316,5231, **,other,3,2,-1.6484375
g069_clean,69,clean,stable,none,East,West,5571,4589,5231, **,other,2,3,2.140625
g069_redundant,69,redundant,stable,none,East,West,5571,4589,5231, **,other,2,3,2.2109375
g069_irrelevant,69,irrelevant,stable,none,East,West,5571,4589,5571, East,clean,1,4,3.8046875
g069_paraphrase,69,paraphrase,stable,none,East,West,5571,4589,5231, **,other,2,4,1.5
g069_weak_distractor,69,weak_distractor,competition,none,East,West,5571,4589,5231, **,other,2,5,3.6953125
g069_competition_balanced,69,competition_balanced,competition,none,East,West,5571,4589,5571, East,clean,1,3,2.8203125
g069_direct_conflict,69,direct_conflict,competition,none,East,West,5571,4589,5231, **,other,2,3,2.25
g069_closure_update,69,closure_update,closure,none,East,West,5571,4589,5231, **,other,2,4,2.7109375
g069_closure_override,69,closure_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.703125
g069_exception_override,69,exception_override,closure,none,East,West,5571,4589,5231, **,other,3,2,-0.578125
g073_clean,73,clean,stable,none,Green,Yellow,6724,21730,5231, **,other,2,6,2.90625
g073_redundant,73,redundant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,5,2.8828125
g073_irrelevant,73,irrelevant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,7,3.3515625
g073_paraphrase,73,paraphrase,stable,none,Green,Yellow,6724,21730,5231, **,other,2,5,1.8359375
g073_weak_distractor,73,weak_distractor,competition,none,Green,Yellow,6724,21730,5231, **,other,2,7,3.0625
g073_competition_balanced,73,competition_balanced,competition,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.796875
g073_direct_conflict,73,direct_conflict,competition,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.390625
g073_closure_update,73,closure_update,closure,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.6015625
g073_closure_override,73,closure_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-2.3828125
g073_exception_override,73,exception_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-2.6796875
g077_clean,77,clean,stable,none,Gold,Iron,6863,17186,5231, **,other,2,4,1.8828125
g077_redundant,77,redundant,stable,none,Gold,Iron,6863,17186,5231, **,other,2,3,2.1796875
g077_irrelevant,77,irrelevant,stable,none,Gold,Iron,6863,17186,5231, **,other,2,6,3.5078125
g077_paraphrase,77,paraphrase,stable,none,Gold,Iron,6863,17186,6863, Gold,clean,1,8,3.65625
g077_weak_distractor,77,weak_distractor,competition,none,Gold,Iron,6863,17186,5231, **,other,2,6,3.0546875
g077_competition_balanced,77,competition_balanced,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.7421875
g077_direct_conflict,77,direct_conflict,competition,none,Gold,Iron,6863,17186,5231, **,other,2,3,1.609375
g077_closure_update,77,closure_update,closure,none,Gold,Iron,6863,17186,5231, **,other,2,3,2.1015625
g077_closure_override,77,closure_override,closure,none,Gold,Iron,6863,17186,5231, **,other,3,2,-0.8828125
g077_exception_override,77,exception_override,closure,none,Gold,Iron,6863,17186,5231, **,other,3,2,-1.3984375
g079_clean,79,clean,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.984375
g079_redundant,79,redundant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.3828125
g079_irrelevant,79,irrelevant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.1484375
g079_paraphrase,79,paraphrase,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.328125
g079_weak_distractor,79,weak_distractor,competition,none,Green,Yellow,6724,21730,5231, **,other,2,5,2.5
g079_competition_balanced,79,competition_balanced,competition,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.8828125
g079_direct_conflict,79,direct_conflict,competition,none,Green,Yellow,6724,21730,5231, **,other,2,3,0.8671875
g079_closure_update,79,closure_update,closure,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.4140625
g079_closure_override,79,closure_override,closure,none,Green,Yellow,6724,21730,21730, Yellow,conflict,3,1,-2.0546875
g079_exception_override,79,exception_override,closure,none,Green,Yellow,6724,21730,5231, **,other,3,2,-2.8125
g080_clean,80,clean,stable,none,North,South,4612,4316,5231, **,other,2,3,1.5390625
g080_redundant,80,redundant,stable,none,North,South,4612,4316,5231, **,other,2,3,1.609375
g080_irrelevant,80,irrelevant,stable,none,North,South,4612,4316,4612, North,clean,1,3,2.5625
g080_paraphrase,80,paraphrase,stable,none,North,South,4612,4316,5231, **,other,4,2,-0.359375
g080_weak_distractor,80,weak_distractor,competition,none,North,South,4612,4316,5231, **,other,2,5,3.2734375
g080_competition_balanced,80,competition_balanced,competition,none,North,South,4612,4316,5231, **,other,2,3,1.4765625
g080_direct_conflict,80,direct_conflict,competition,none,North,South,4612,4316,5231, **,other,2,3,0.140625
g080_closure_update,80,closure_update,closure,none,North,South,4612,4316,5231, **,other,2,3,0.203125
g080_closure_override,80,closure_override,closure,none,North,South,4612,4316,4316, South,conflict,3,1,-2.359375
g080_exception_override,80,exception_override,closure,none,North,South,4612,4316,4316, South,conflict,3,1,-1.65625
g085_clean,85,clean,stable,none,Green,Yellow,6724,21730,5231, **,other,2,4,2.6328125
g085_redundant,85,redundant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,3,2.515625
g085_irrelevant,85,irrelevant,stable,none,Green,Yellow,6724,21730,5231, **,other,2,6,3.328125
g085_paraphrase,85,paraphrase,stable,none,Green,Yellow,6724,21730,6724, Green,clean,1,3,1.3828125
g085_weak_distractor,85,weak_distractor,competition,none,Green,Yellow,6724,21730,5231, **,other,2,4,2.8203125
g085_competition_balanced,85,competition_balanced,competition,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.3125
g085_direct_conflict,85,direct_conflict,competition,none,Green,Yellow,6724,21730,5231, **,other,2,3,0.46875
g085_closure_update,85,closure_update,closure,none,Green,Yellow,6724,21730,5231, **,other,2,3,1.40625
g085_closure_override,85,closure_override,closure,none,Green,Yellow,6724,21730,21730, Yellow,conflict,3,1,-2.625
g085_exception_override,85,exception_override,closure,none,Green,Yellow,6724,21730,5231, **,other,4,2,-3.203125
g088_clean,88,clean,stable,none,Copper,Silver,38315,15934,5231, **,other,1,3,1.6171875
g088_redundant,88,redundant,stable,none,Copper,Silver,38315,15934,5231, **,other,2,3,1.1328125
g088_irrelevant,88,irrelevant,stable,none,Copper,Silver,38315,15934,38315, Copper,clean,1,3,3.1796875
