prompt_id,mechanism,best_action_label,best_alpha,best_beta,best_final_margin,best_margin_shift,best_crossed,best_utility
g016_weak_distractor,competition,a0.0_b0.0,0.0,0.0,3.1875,0.0,False,-0.0
g016_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.5234375,0.0,False,-0.0
g016_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.9765625,-0.03125,False,-0.03125
g016_closure_update,closure,a1.0_b0.9,1.0,0.9,3.0703125,0.59375,False,0.53945
g016_closure_override,closure,a1.0_b0.9,1.0,0.9,1.7890625,2.859375,True,7.805075
g016_exception_override,closure,a1.0_b1.2,1.0,1.2,1.9609375,3.03125,True,7.95805
g017_clean,stable,a0.0_b0.0,0.0,0.0,2.484375,0.0,False,-0.0
g017_redundant,stable,a0.0_b0.0,0.0,0.0,2.28125,0.0,False,-0.0
g017_irrelevant,stable,a0.0_b0.0,0.0,0.0,3.59375,0.0,False,-0.0
g017_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.625,0.0078125,False,-0.0078125
g017_weak_distractor,competition,a0.0_b0.0,0.0,0.0,3.8828125,0.0,False,-0.0
g017_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.875,0.0,False,-0.0
g017_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.96875,0.0078125,False,-0.0078125
g017_closure_update,closure,a0.6_b0.6,0.6,0.6,1.40625,0.421875,False,0.400275
g017_closure_override,closure,a0.9_b0.6,0.9,0.6,0.4140625,1.6015625,True,6.5664625
g017_exception_override,closure,a0.6_b0.6,0.6,0.6,-0.0859375,1.078125,False,1.056525
g019_clean,stable,a0.0_b0.0,0.0,0.0,1.53125,0.0,False,-0.0
g019_redundant,stable,a0.0_b0.0,0.0,0.0,1.6015625,0.0,False,-0.0
g019_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.3203125,0.0,False,-0.0
g019_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.5234375,0.0,False,-0.0
g019_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.53125,0.0,False,-0.0
g019_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.3828125,0.0,False,-0.0
g019_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.6015625,0.0,False,-0.0
g019_closure_update,closure,a0.0_b0.0,0.0,0.0,1.3203125,0.0,False,0.0
g019_closure_override,closure,a0.9_b0.9,0.9,0.9,0.359375,2.9453125,True,7.8967125
g019_exception_override,closure,a1.0_b0.9,1.0,0.9,0.6796875,3.0234375,True,7.9691375
g020_clean,stable,a0.0_b0.0,0.0,0.0,0.84375,0.0,False,-0.0
g020_redundant,stable,a0.0_b0.0,0.0,0.0,1.3203125,0.0,False,-0.0
g020_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.03125,0.0,False,-0.0
g020_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.0390625,0.0,False,-0.0
g020_weak_distractor,competition,a0.0_b0.0,0.0,0.0,3.0078125,0.0,False,-0.0
g020_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.25,0.0,False,-0.0
g020_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.2578125,0.0,False,-0.0
g020_closure_update,closure,a1.0_b0.6,1.0,0.6,1.1796875,0.8984375,False,0.8576375
g020_closure_override,closure,a1.0_b0.6,1.0,0.6,1.1875,3.3203125,True,8.2795125
g020_exception_override,closure,a1.0_b0.6,1.0,0.6,1.7578125,2.7421875,True,7.7013875
g021_clean,stable,a0.0_b0.0,0.0,0.0,1.1875,0.0,False,-0.0
g021_redundant,stable,a0.0_b0.0,0.0,0.0,1.65625,0.0,False,-0.0
g021_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.9453125,0.0,False,-0.0
g021_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.9296875,0.0,False,-0.0
g021_weak_distractor,competition,a0.0_b0.0,0.0,0.0,3.140625,0.0,False,-0.0
g021_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.328125,0.0,False,-0.0
g021_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.234375,0.0,False,-0.0
g021_closure_update,closure,a0.3_b0.3,0.3,0.3,2.2109375,0.1171875,False,0.1117875
g021_closure_override,closure,a0.6_b0.6,0.6,0.6,0.3046875,2.25,True,7.2284
g021_exception_override,closure,a0.6_b0.6,0.6,0.6,0.421875,1.0390625,True,6.0174625
g023_clean,stable,a0.0_b0.0,0.0,0.0,1.453125,0.0,False,-0.0
g023_redundant,stable,a0.0_b0.0,0.0,0.0,1.078125,0.0,False,-0.0
g023_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.9453125,0.0078125,False,-0.0078125
g023_paraphrase,stable,a0.0_b0.0,0.0,0.0,3.0390625,0.0,False,-0.0
g023_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.984375,0.0,False,-0.0
g023_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.3359375,0.0,False,-0.0
g023_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.90625,-0.0078125,False,-0.0078125
g023_closure_update,closure,a0.6_b0.6,0.6,0.6,2.3515625,0.5234375,False,0.5018375
g023_closure_override,closure,a1.0_b0.6,1.0,0.6,1.2578125,1.9453125,True,6.9045125
g023_exception_override,closure,a1.0_b0.6,1.0,0.6,0.875,1.78125,True,6.74045
g024_clean,stable,a0.0_b0.0,0.0,0.0,2.1875,0.0,False,-0.0
g024_redundant,stable,a0.0_b0.0,0.0,0.0,1.875,0.0,False,-0.0
g024_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.859375,0.0234375,False,-0.0234375
g024_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.203125,0.015625,False,-0.015625
g024_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.125,0.0,False,-0.0
g024_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.8046875,0.0,False,-0.0
g024_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.2578125,-0.0078125,False,-0.0078125
g024_closure_update,closure,a0.0_b0.0,0.0,0.0,1.046875,0.0,False,0.0
g024_closure_override,closure,a0.9_b0.3,0.9,0.3,-0.9609375,1.6171875,False,1.5901875
g024_exception_override,closure,a1.0_b0.6,1.0,0.6,-0.328125,2.125,False,2.0842
g025_clean,stable,a0.0_b0.0,0.0,0.0,2.296875,0.0,False,-0.0
g025_redundant,stable,a0.0_b0.0,0.0,0.0,2.25,0.0,False,-0.0
g025_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.8046875,0.0234375,False,-0.0234375
g025_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.109375,0.0,False,-0.0
g025_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.984375,0.0,False,-0.0
g025_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.625,0.0,False,-0.0
g025_direct_conflict,competition,a0.0_b0.0,0.0,0.0,2.4375,-0.0078125,False,-0.0078125
g025_closure_update,closure,a0.6_b0.6,0.6,0.6,1.921875,0.2265625,False,0.2049625
g025_closure_override,closure,a0.9_b0.6,0.9,0.6,0.671875,2.390625,True,7.355525
g025_exception_override,closure,a1.0_b0.6,1.0,0.6,1.234375,3.625,True,8.5842
g027_clean,stable,a0.0_b0.0,0.0,0.0,1.4296875,0.0,False,-0.0
g027_redundant,stable,a0.0_b0.0,0.0,0.0,2.0625,0.0,False,-0.0
g027_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.8125,0.0,False,-0.0
g027_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.7890625,0.0,False,-0.0
g027_weak_distractor,competition,a0.0_b0.0,0.0,0.0,3.3046875,0.0,False,-0.0
g027_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.8046875,0.0,False,-0.0
g027_direct_conflict,competition,a0.0_b0.0,0.0,0.0,2.03125,0.0,False,-0.0
g027_closure_update,closure,a0.3_b0.3,0.3,0.3,2.7734375,0.1875,False,0.1821
g027_closure_override,closure,a0.6_b0.6,0.6,0.6,0.8515625,2.140625,True,7.119025
g027_exception_override,closure,a0.6_b0.6,0.6,0.6,0.546875,0.8515625,True,5.8299625
g028_clean,stable,a0.0_b0.0,0.0,0.0,1.7265625,0.0,False,-0.0
g028_redundant,stable,a0.0_b0.0,0.0,0.0,1.3203125,0.0,False,-0.0
g028_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.2265625,0.0,False,-0.0
g028_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.0625,0.0,False,-0.0
g028_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.2265625,0.0,False,-0.0
g028_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.921875,0.0,False,-0.0
g028_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.75,0.0,False,-0.0
g028_closure_update,closure,a0.6_b0.6,0.6,0.6,2.609375,0.21875,False,0.19715
g028_closure_override,closure,a1.0_b0.9,1.0,0.9,1.5078125,2.5859375,True,7.5316375
g028_exception_override,closure,a1.0_b0.9,1.0,0.9,2.203125,3.265625,True,8.211325
g029_clean,stable,a0.0_b0.0,0.0,0.0,1.53125,0.0,False,-0.0
g029_redundant,stable,a0.0_b0.0,0.0,0.0,1.1953125,0.0,False,-0.0
g029_irrelevant,stable,a0.0_b0.0,0.0,0.0,3.046875,0.0,False,-0.0
g029_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.4453125,0.0,False,-0.0
g029_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.6640625,0.0,False,-0.0
g029_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.6875,0.0,False,-0.0
g029_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.2109375,0.0,False,-0.0
g029_closure_update,closure,a0.6_b0.6,0.6,0.6,2.0546875,0.609375,False,0.587775
g029_closure_override,closure,a1.0_b0.9,1.0,0.9,0.8671875,2.3828125,True,7.3285125
g029_exception_override,closure,a1.0_b0.6,1.0,0.6,0.4765625,2.8515625,True,7.8107625
g032_clean,stable,a0.0_b0.0,0.0,0.0,0.8828125,0.0,False,-0.0
g032_redundant,stable,a0.0_b0.0,0.0,0.0,1.09375,0.0,False,-0.0
g032_irrelevant,stable,a0.0_b0.0,0.0,0.0,1.8359375,0.0,False,-0.0
g032_paraphrase,stable,a0.0_b0.0,0.0,0.0,-0.1875,0.0,False,-0.0
g032_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.0546875,0.0,False,-0.0
g032_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.59375,0.0,False,-0.0
g032_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.2734375,0.0,False,-0.0
g032_closure_update,closure,a0.9_b0.3,0.9,0.3,1.0234375,0.6171875,False,0.5901875
g032_closure_override,closure,a1.0_b0.9,1.0,0.9,0.75,3.921875,True,8.867575
g032_exception_override,closure,a1.0_b0.6,1.0,0.6,1.40625,3.390625,True,8.349825
g034_clean,stable,a0.0_b0.0,0.0,0.0,1.7265625,0.0,False,-0.0
g034_redundant,stable,a0.0_b0.0,0.0,0.0,0.71875,-0.0078125,False,-0.0078125
g034_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.453125,0.0078125,False,-0.0078125
g034_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.5390625,0.0,False,-0.0
g034_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.3046875,0.0,False,-0.0
g034_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.78125,0.0,False,-0.0
g034_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.75,-0.015625,False,-0.015625
g034_closure_update,closure,a1.0_b1.2,1.0,1.2,2.1640625,0.234375,False,0.161175
g034_closure_override,closure,a1.0_b0.9,1.0,0.9,1.046875,2.0390625,True,6.9847625
g034_exception_override,closure,a1.0_b0.6,1.0,0.6,2.53125,3.1484375,True,8.1076375
g035_clean,stable,a0.0_b0.0,0.0,0.0,1.984375,0.0,False,-0.0
g035_redundant,stable,a0.0_b0.0,0.0,0.0,1.40625,0.0,False,-0.0
g035_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.953125,0.0,False,-0.0
g035_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.1953125,0.0078125,False,-0.0078125
g035_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.1171875,0.0,False,-0.0
g035_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.8046875,0.0,False,-0.0
g035_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.6484375,-0.0078125,False,-0.0078125
g035_closure_update,closure,a0.6_b0.6,0.6,0.6,1.9609375,0.7421875,False,0.7205875
g035_closure_override,closure,a1.0_b0.9,1.0,0.9,0.3984375,1.90625,True,6.85195
g035_exception_override,closure,a1.0_b0.9,1.0,0.9,0.078125,2.296875,True,7.242575
g036_clean,stable,a0.0_b0.0,0.0,0.0,2.015625,0.0,False,-0.0
g036_redundant,stable,a0.0_b0.0,0.0,0.0,1.71875,0.0,False,-0.0
g036_irrelevant,stable,a0.0_b0.0,0.0,0.0,3.015625,-0.015625,False,-0.015625
g036_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.4765625,0.0,False,-0.0
g036_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.5390625,0.0,False,-0.0
g036_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.796875,0.0,False,-0.0
g036_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.375,0.0,False,-0.0
g036_closure_update,closure,a0.0_b0.0,0.0,0.0,1.1640625,0.03125,False,0.03125
g036_closure_override,closure,a0.9_b0.9,0.9,0.9,-1.0859375,2.1171875,False,2.0685875
g036_exception_override,closure,a1.0_b0.6,1.0,0.6,-0.578125,2.1484375,False,2.1076375
g037_clean,stable,a0.0_b0.0,0.0,0.0,1.953125,0.0,False,-0.0
g037_redundant,stable,a0.0_b0.0,0.0,0.0,1.5703125,0.0,False,-0.0
g037_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.390625,0.0,False,-0.0
g037_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.1796875,-0.0078125,False,-0.0078125
g037_weak_distractor,competition,a0.0_b0.0,0.0,0.0,3.0,0.0,False,-0.0
g037_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.03125,0.0,False,-0.0
g037_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.5625,0.015625,False,-0.015625
g037_closure_update,closure,a0.6_b0.6,0.6,0.6,1.3203125,0.3359375,False,0.3143375
g037_closure_override,closure,a0.9_b0.9,0.9,0.9,0.4140625,2.9453125,True,7.8967125
g037_exception_override,closure,a1.0_b0.6,1.0,0.6,0.4609375,3.4296875,True,8.3888875
g038_clean,stable,a0.0_b0.0,0.0,0.0,1.4609375,0.0,False,-0.0
g038_redundant,stable,a0.0_b0.0,0.0,0.0,1.5,0.0,False,-0.0
g038_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.34375,0.0,False,-0.0
g038_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.8125,0.0078125,False,-0.0078125
g038_weak_distractor,competition,a0.0_b0.0,0.0,0.0,3.34375,0.0,False,-0.0
g038_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.0625,0.0,False,-0.0
g038_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.9140625,0.015625,False,-0.015625
g038_closure_update,closure,a0.9_b0.6,0.9,0.6,1.390625,0.671875,False,0.636775
g038_closure_override,closure,a1.0_b0.6,1.0,0.6,0.8125,3.1171875,True,8.0763875
g038_exception_override,closure,a1.0_b0.6,1.0,0.6,1.59375,2.7734375,True,7.7326375
g041_clean,stable,a0.0_b0.0,0.0,0.0,1.7421875,0.0,False,-0.0
g041_redundant,stable,a0.0_b0.0,0.0,0.0,1.53125,0.0,False,-0.0
g041_irrelevant,stable,a0.0_b0.0,0.0,0.0,3.203125,0.0,False,-0.0
g041_paraphrase,stable,a0.0_b0.0,0.0,0.0,3.4609375,0.0234375,False,-0.0234375
g041_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.921875,0.0,False,-0.0
g041_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.703125,0.0,False,-0.0
g041_direct_conflict,competition,a0.0_b0.0,0.0,0.0,1.5,0.015625,False,-0.015625
g041_closure_update,closure,a0.6_b0.3,0.6,0.3,2.65625,0.515625,False,0.502125
g041_closure_override,closure,a1.0_b1.2,1.0,1.2,1.53125,2.328125,True,7.254925
g041_exception_override,closure,a1.0_b0.6,1.0,0.6,0.7421875,2.0546875,True,7.0138875
g043_clean,stable,a0.0_b0.0,0.0,0.0,2.5703125,0.0,False,-0.0
g043_redundant,stable,a0.0_b0.0,0.0,0.0,2.40625,0.0,False,-0.0
g043_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.890625,0.0,False,-0.0
g043_paraphrase,stable,a0.0_b0.0,0.0,0.0,1.75,0.0,False,-0.0
g043_weak_distractor,competition,a0.0_b0.0,0.0,0.0,3.3125,0.0,False,-0.0
g043_competition_balanced,competition,a0.0_b0.0,0.0,0.0,2.390625,0.0,False,-0.0
g043_direct_conflict,competition,a0.0_b0.0,0.0,0.0,2.0703125,0.0,False,-0.0
g043_closure_update,closure,a0.6_b0.3,0.6,0.3,1.8515625,0.3515625,False,0.3380625
g043_closure_override,closure,a0.9_b0.9,0.9,0.9,0.8203125,2.7421875,True,7.6935875
g043_exception_override,closure,a1.0_b1.2,1.0,1.2,0.96875,4.1328125,True,9.0596125
g044_clean,stable,a0.0_b0.0,0.0,0.0,0.9140625,0.0,False,-0.0
g044_redundant,stable,a0.0_b0.0,0.0,0.0,1.59375,0.0,False,-0.0
g044_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.2578125,0.0,False,-0.0
g044_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.953125,0.0,False,-0.0
g044_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.6171875,0.0,False,-0.0
g044_competition_balanced,competition,a0.0_b0.0,0.0,0.0,1.5078125,0.0,False,-0.0
g044_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.6640625,0.0,False,-0.0
g044_closure_update,closure,a0.9_b0.3,0.9,0.3,1.796875,1.1953125,False,1.1683125
g044_closure_override,closure,a0.9_b0.6,0.9,0.6,1.0,3.375,True,8.3399
g044_exception_override,closure,a1.0_b0.6,1.0,0.6,1.9921875,4.0078125,True,8.9670125
g046_clean,stable,a0.0_b0.0,0.0,0.0,2.09375,0.0,False,-0.0
g046_redundant,stable,a0.0_b0.0,0.0,0.0,1.3125,-0.03125,False,-0.03125
g046_irrelevant,stable,a0.0_b0.0,0.0,0.0,2.765625,0.0,False,-0.0
g046_paraphrase,stable,a0.0_b0.0,0.0,0.0,2.0078125,-0.0078125,False,-0.0078125
g046_weak_distractor,competition,a0.0_b0.0,0.0,0.0,2.828125,0.0,False,-0.0
g046_competition_balanced,competition,a0.0_b0.0,0.0,0.0,3.5703125,0.0,False,-0.0
