"scope","relative_path","bytes","sha256"
"base_workspace","_incoming/7201A7300Z_arbor_codex_tool_bridge_v0_1/AgentOS_CoreSlim_ArborCodexToolBridge_7201A7300Z_PM_Pack_v0_1/04_ArborCodexToolBridge_Test_Matrix_v0_1.md","654","e452ca2fb3d9e44c6c6f1f0d89b1d09ad81eb3200642852ed2b6266bde2e0c29"
"base_workspace","_incoming/7201A7300Z_arbor_codex_tool_bridge_v0_1/AgentOS_CoreSlim_ArborCodexToolBridge_7201A7300Z_PM_Pack_v0_1/05_Codex_Task_Prompt_7201A7300Z.md","1278","823e366dee00137b71152a797179dafaffef3ca69a64314fb729bd7b44db4dcb"
"base_workspace","_incoming/7201A7300Z_arbor_codex_tool_bridge_v0_1/AgentOS_CoreSlim_ArborCodexToolBridge_7201A7300Z_PM_Pack_v0_1/06_Acceptance_Criteria_7201A7300Z.json","983","a8d7d6e0a51c2ace6e47864902d1dfe648607245b1355d9a075af1e43b1ff0bd"
"base_workspace","_incoming/7201A7300Z_arbor_codex_tool_bridge_v0_1/AgentOS_CoreSlim_ArborCodexToolBridge_7201A7300Z_PM_Pack_v0_1/07_Return_Files_Manifest_7201A7300Z.json","827","85774886c21cf7d703cfd5401bab745113807f7b4bd3a5a7f456fe56bf9e93f9"
"base_workspace","_incoming/7201A7300Z_arbor_codex_tool_bridge_v0_1/AgentOS_CoreSlim_ArborCodexToolBridge_7201A7300Z_PM_Pack_v0_1/08_Architecture_Closure_Tracker_7201A7300Z.json","530","c4889c6ff59d389f8f4367b414b8247c609caf9abfa319fa6de101df1a63ad53"
"base_workspace","_incoming/7201A7300Z_arbor_codex_tool_bridge_v0_1/AgentOS_CoreSlim_ArborCodexToolBridge_7201A7300Z_PM_Pack_v0_1/09_PM_Next_Seed_7201A7300Z.md","317","5c0302914d534f9c7a098130af0d11a987d3480ded7d9ac845e64e2666e0ad73"
"base_workspace","_incoming/7201A7300Z_arbor_codex_tool_bridge_v0_1/AgentOS_CoreSlim_ArborCodexToolBridge_7201A7300Z_PM_Pack_v0_1/HASH_INVENTORY.csv","1149","4fe5decdcccb50f0f10affa2cd8cb84e60a10254773f498ae6d9b307f35327c2"
"base_workspace","_incoming/7201A7300Z_arbor_codex_tool_bridge_v0_1/AgentOS_CoreSlim_ArborCodexToolBridge_7201A7300Z_PM_Pack_v0_1/MANIFEST.md","1354","5d5f3761a5a8eed52504084c1e77be7475455c68852cda46f7e84f70d26ac323"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/00_PM_Correction_Insert_AutonomousICMEvolutionPolicy_Before_Release.md","1466","47a93697ec5af0a96eda56eb86f9aa5aedf1dc8d707c793f7487d1036270e3a3"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/01_AutonomousICMEvolutionPolicy_Spec_7301A7400Z.md","3252","8620da02e120a252c7272c3ad1e98880e3d0567704c57899a134831eeca684c7"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/02_AutonomousICMEvolution_Invariants_v0_1.md","1604","3af915f2eaf97dd031945648fb4ca2397e3058515d095d1bf7ef3f4d72b6cd33"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/03_EvolutionPolicy_StateMachine_v0_1.md","1240","3f80c36b9ecdc4aa43101012b3cb797e85ceb52797abcbcb40aadf61823e75cb"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/04_ProjectScoped_Durable_Write_Contract_v0_1.md","1372","1049fc85ab61aaf06658b293ed913570722bff6cf9462f3b356bd85fb3566c4e"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/05_UPS_Accept_To_OperatorMemory_Test_Case_v0_1.md","1484","c916796b9efcecc093c938eb25dd2a17f39ef5812d60276ebb5fb3e13bed2f0e"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/06_Codex_Task_Prompt_7301A7400Z.md","1837","15edaf0e848406c59e9a496d9235fc2ef6ea2f19cdf5b3692b69112456492c21"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/07_Acceptance_Criteria_7301A7400Z.json","1173","68f87988c3e9a2e5a52bb33fe8948dee825de5fee7b59e9269c8b4d48859dd5c"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/08_Return_Files_Manifest_7301A7400Z.json","1014","3771f2b274a033e2fbe01a9145428733cca1a2d62bd5a78425426afa9fd1e275"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/09_Architecture_Closure_Tracker_7301A7400Z.json","486","abb73eda44f26eb9125923b0dbd1819d34aca6e18e1732526a18cfb0eb726bbf"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/10_PM_Next_Seed_7301A7400Z.md","406","eb7202a9fb6d84f79830b2cbe9efee9944be411828f90e7692eb74c27b9fa68e"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/HASH_INVENTORY.csv","1293","1166f699ae259dc54f284d271d61df5ae05cea27882f492068c28115c9d0087d"
"base_workspace","_incoming/7301A7400Z_autonomous_icm_evolution_policy_v0_1/AgentOS_CoreSlim_AutonomousICMEvolutionPolicy_7301A7400Z_PM_Pack_v0_1/MANIFEST.md","1520","fa42bd4a6363c40ba2fc691fb9da87b1ce1a6766541d2e05b7d11ac9a09c8803"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/00_PM_Audit_7301_Return_AutonomousICMEvolution.md","1931","f3ed2d71249dfd4fb9a284d6fd729a970d1c36b73ecaef3d7f7d1efe6d894d5c"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/01_BaselineEvolutionProposalProtocol_Spec_7501A7600Z_v0_2.md","2372","389ccf13b3de4b21af67be9fadccad482f73149c8261bdd6f137a7a97155d0dc"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/02_BaselineUpdateProposal_Schema_v0_2.json","1996","ba49c2efc34cb87ed402839dfa554961f324bac463af0ebcda1edb1e38e791f6"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/03_ProposalEligibilityPolicy_v0_2.md","1109","be84e4b37668faf01ebcbf3e3ed2c6b1110a5dbcd5349fceff61aaffd1f09441"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/04_PeriodicBaselineReview_StateMachine_v0_2.md","814","e19eb2c55392b3c8d8e6d9caf77fe9f7f1c030badfd606caee66578d71eceacb"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/05_UPS_BaselineUpdateProposal_TestCase_v0_2.md","805","3b94d17ff2fbf1aac2ff6254f18b606624cb9fbddb3d149ac31b0215852bbb29"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/06_Codex_Task_Prompt_7501A7600Z_v0_2.md","1668","da1a0eaff4edf8d4854e7dc9e67d941c0ea1983b8cbcdaa94040c5fca71d60b0"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/07_Acceptance_Criteria_7501A7600Z_v0_2.json","1181","91a37b4652fbf0d7b8a09cc9d0151b8909bd9d79027839009f30abaf1eada476"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/08_Return_Files_Manifest_7501A7600Z_v0_2.json","803","46b93eb0bddf3695d43661574096d9807546f9b5a688659e439fc67951fd208a"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/09_Architecture_Closure_Tracker_7501A7600Z_v0_2.json","713","53ef9a605b9acaab1ea2310004ba5adb031b4ae315a2622855bf1b005fa17894"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/10_PM_Next_Seed_7501A7600Z_v0_2.md","495","45683397944cf4954c620a6f4c6784176760118cbdfec8808470b00d4ef43e15"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/HASH_INVENTORY.csv","1295","1420cc15cea99ac71d2cc03132d6e72ae4970797c49290c2f9fc7f045ced01bf"
"base_workspace","_incoming/7501A7600Z_baseline_evolution_proposal_v0_2/AgentOS_CoreSlim_BaselineEvolutionProposalProtocol_7501A7600Z_PM_Pack_v0_2/MANIFEST.md","1522","597a3c8ff5db46903ddca2b907c3f4c2ac6ed16e635616e1930ae50e3790b725"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/acceptance_criteria_HumanReview_UI_1B.json","744","7356ed82260795216558efe11f76d57566abdff6819d94bc07fb1bc9513eca3d"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/codex_task_prompt_HumanReview_UI_1B.md","1891","44b79ff3f8f49a213b79b7403ce112abceda1e0415f40e583e7551bd8f7d7245"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/design_rule_patch_human_review_object_first.md","709","ee24ce074587f5bb3077e04f31a51c5bd6683f150068670480c0051823b0111f"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/hard_fail_conditions_HumanReview_UI_1B.md","627","8e3d92a1b725e9fdd9f5d8907d9266b020377b937b8752fdddb5eac844eb1241"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/human_review_object_schema_v0_2.json","752","437ecfcd1c5b52b16a5812f96b289891c14c14688c5a5263219c139822b91ec5"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/human_review_ui_1b_engineering_seed.md","1554","5c975e9c085af4b8c49f51e011d3e14ed4c27c84a51f7ae0d4b2317481359320"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/pb_retention_review_fixture_v0_2.json","2155","470c1ef9d557876a65b1b2e00fcb30c626de07c9723951a27c9ed5ae7cf1156f"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/pb1s_decision_schema.json","1026","db6f102eeebf6067c2c713224c780b97923c3548640607535d51106ebbfd6992"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/pm_verdict_HumanReview_UI_1A.md","1166","6ee68a034d376b3dd479a5a020de016dd3955ceb6f593e72bae9ebb741b9c8bc"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/README.md","548","3353f1c5c9011216b2ffc07ce26332dfa344c8a2fd9e57a64250187c1157c78f"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/return_files_manifest_HumanReview_UI_1B.json","840","10d377cc104aa35fa293a854fe7a5807a19dca765074e778766aa55d2f916037"
"base_workspace","_incoming/AgentOS_HumanReview_UI_1B_Seed/AgentOS_HumanReview_UI_1B_DecisionExportBridgeForPB1S_NoMutationNoAccept_Seed_Pack_v0_1/seed_pack_hash_manifest.json","1204","2c9bfbaf7280ea4f16209955a2f06fe5f52fc12862273ce16cf8e400bcdf4ea1"
"base_workspace","agentos_core_slim_v0/agentos_kernel/__init__.py","645","c6a2bbfbc1b795e1c840e5c2d5686d1b660f642eaa9ae1e9bd7e1d8b874cf2ce"
"base_workspace","agentos_core_slim_v0/agentos_kernel/autonomous_icm_evolution.py","16363","b722c0594f6fc46466390da0d613a1c4c6e0fea2e67f1d6abf7cdaad4e327b73"
"base_workspace","agentos_core_slim_v0/agentos_kernel/baseline_evolution_proposal.py","6601","e087486eff39543ba94a7f93702d25c6047e03e9f7a05529cd3e13eeac661175"
"base_workspace","agentos_core_slim_v0/agentos_kernel/codex_tool_bridge.py","16950","be2851c6cc613de047ba13f9f0ca919124f1a2492c99de738fa76f51f7b59811"
"base_workspace","agentos_core_slim_v0/tests/test_autonomous_icm_evolution.py","4510","5174bd6b7385cd3a9d71fc3e3b156b1ebda6c69549ec59cf89b0fdaa71cc52cd"
"base_workspace","agentos_core_slim_v0/tests/test_baseline_evolution_proposal.py","4263","b15d7b53a9590d7695aede7aae8eac61116202de17fe7e19fda6d5a44fd048f5"
"base_workspace","agentos_core_slim_v0/tests/test_codex_tool_bridge.py","4867","862471a652c721cca905ccadaeae6c60ac4953c14e38cd656b42e0ea5fb97bcf"
"base_workspace","configs/local_model_shadow_provider_config_0i.template.json","1239","29581432b783f7129bc3821ab3a4550204bdedf7022956ca03bd3dc4d316ccd2"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/_clean_extract_validation.json","652","764e1ed983f8ae6a918d97abc501f0f4b0893c48932836ee2a63b7806eeb09b3"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/AgentOS_CoreSlim_ProductizationDevRCRunCommandPatch_6901A7000Z_Return_Pack_v0_1.zip","19307","a4bd61dc94d616e0a5819cc9b5bf75b41b038f284f0667de62524d5c30100304"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/bug_report_if_any_6901A7000Z.md","783","0595e14015dcb3e84dfe6129d2064a0e213defc39cecc9e1603f573fd93a5dd8"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/external_preflight_integration_report_6901A7000Z.md","608","8dfc8e4d8ca18a8065984c55aea32aa0861ee95c71bf81acf6a076888a2860d4"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/hash_inventory_6901A7000Z.csv","1832","571405c37c0fd6199df6023c86fc0e70ab1774219ed8b99475827b633ddb7d79"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/kernel_harness_boundary_freeze_report_6901A7000Z.md","491","616e6ec0bd3b9a7e93ab6c40ecf44672fcbaf588e4840daf9c675cc384fc1326"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/known_caveats_forbidden_claims_6901A7000Z.md","665","74d4e78373718517345be3178957976e22feaff18ece138ecaf65b1b021c5386"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/pack_hygiene_report_6901A7000Z.md","684","0682884769c788d6d0933138666988e830095264febd431b192fe0a640f8be2e"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/pm_ready_final_verdict_6901A7000Z.md","524","9f3a104f067c35da183fcb3cdf6ca82ed609211fba54292afef7ae65652c9be7"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/portable_dev_rc_source_bundle_6901A7000Z.zip","10852","a1c5c815b6089555cc46cf10ca8fc04aa8d5abb496ea9623f00770c18c0552ed"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/portable_dev_rc_source_tree_6901A7000Z/agentos_core_slim_portable/__init__.py","822","305c680f712213c71b56e05e93519de1758e89e271ecd03d3906ef6876f6faca"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/portable_dev_rc_source_tree_6901A7000Z/agentos_core_slim_portable/controlled_store.py","4021","0d403d33d5fbf56f0dbc5a2ffd31f68e61ffd18af01277fff7550751ede976a7"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/portable_dev_rc_source_tree_6901A7000Z/agentos_core_slim_portable/kernel.py","4808","621d70c3371c97823f37d4761e535aa6e0234ccf29d86a379012736db5a51628"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/portable_dev_rc_source_tree_6901A7000Z/agentos_core_slim_portable/objects.py","2268","fca46092ba3845be44345e047978057e5842438bfcaffaaffa66d5a1b1e88d69"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/portable_dev_rc_source_tree_6901A7000Z/agentos_core_slim_portable/replay.py","1126","fed139f5d874e42e9bdfdfeab586b3b25e4ddccc9ede2d44cbe807871e7e8c33"
"base_workspace","outputs/6901A7000Z_productization_dev_rc_run_command_patch/portable_dev_rc_source_tree_6901A7000Z/agentos_core_slim_portable/smoke.py","1517","16f102fcc80c2429c5968034fd2831a544f02ecb66870b75ca381893b186d4c0"
