relative_path,extension,bytes,last_write_time_utc,scan_status,sha256
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/00_README_Cognitive_Research_Architecture_v3_8_LatestPatchset.md,.md,2436,2026-06-24T21:41:40+00:00,scanned_text,fa677618be19381818f1ea4f6c0d1471599444f20fd2fd9d0e107766c32d53e4
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/01_Theory_Core_Baseline_v3.8-LatestPatchset-20260625.md,.md,5900,2026-06-24T21:41:40+00:00,scanned_text,fffa52dcdb8720a874cfc30d72deb570990e8433b067277f07b0cb0bc1ce326e
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/02_Experimental_Evidence_Baseline_v3.8-LatestPatchset-20260625.md,.md,5693,2026-06-24T21:41:40+00:00,scanned_text,ae18c5211b60facac7799f7c0f246fde04e6ee2d43c2fa31e7063a7c347fb4af
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/03_Methodology_Audit_Baseline_v3.8-LatestPatchset-20260625.md,.md,3144,2026-06-24T21:41:40+00:00,scanned_text,f35b478275f4b93f4550bb9a4211520aecb50b087491c167f760e6797a61645c
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/04_Formula_Object_Table_v3.8-LatestPatchset-20260625.md,.md,3350,2026-06-24T21:41:40+00:00,scanned_text,7c01fafcb4f700ad1b10788a20d6438184770885aef93a9d475626462ac53f26
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/05_AgentOS_LAOS_Baseline_v3.8-LatestPatchset-20260625.md,.md,3995,2026-06-24T21:41:40+00:00,scanned_text,24ef7b721d8d424ebeda5906c76196712ad68c24df836aec4bacef3983962156
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/06_External_Supports_v3.8-LatestPatchset-20260625.md,.md,2279,2026-06-24T21:41:40+00:00,scanned_text,2ed2f0c3e4a1cb48e5bf330a5bc89bf8af1369eadaac9ab0b586706003ee2df3
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/07_Pending_Roadmap_v3.8-LatestPatchset-20260625.md,.md,2836,2026-06-24T21:41:40+00:00,scanned_text,d3511fd069e72b992eb49c26c073a7b6704506cad3e5dd37eaa456e9ef417666
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/08_Source_Index_v3.8-LatestPatchset-20260625.md,.md,2342,2026-06-24T21:41:40+00:00,scanned_text,3ac773a5edef3789a7ee194d05252e5f1cbd7f209e8d21fa1712cff6c5dc6b95
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260625/manifest.json,.json,1464,2026-06-24T21:41:40+00:00,scanned_text,0633722bbb779f096c518b4511b20de47d7b8d7947a5fd1b917af2e8b9499fe5
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628.zip,.zip,22277,2026-06-27T18:23:05.327013+00:00,excluded_zip_archive,31063f67d1a2e34581dec05e82839aa17d849f5429edfde73c9d46a4b6055ef6
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/00_README_Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628.md,.md,1578,2026-06-27T10:20:48+00:00,scanned_text,632a541f1d143563bbb364374437c82abab840eb9af1acb53ba76e61173d76af
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/01_Theory_Core_Baseline_v3_8_LatestPatchset_20260628.md,.md,3877,2026-06-27T10:20:48+00:00,scanned_text,2ab4be55eba76d2bda51e6d4e83ff3fcb668501ba1bdf1a6a1ea0dfd2ae03aa0
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/02_LLM_Dynamics_Baseline_v3_8_LatestPatchset_20260628.md,.md,3637,2026-06-27T10:20:48+00:00,scanned_text,36e61137cd80e06c316ee96f9697cd824637543c78d8968311e2b591ad9d0f30
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/03_Artificial_Cognitive_System_Baseline_v3_8_LatestPatchset_20260628.md,.md,2954,2026-06-27T10:20:48+00:00,scanned_text,f5dd43a783ff26ca40bf7d5ba3e8662a2f0342fe0e2b82c16f38069df893d40f
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/04_Methodology_Audit_Baseline_v3_8_LatestPatchset_20260628.md,.md,2024,2026-06-27T10:20:48+00:00,scanned_text,8354e8678cab192610d982e739f78e237a65ce238ddb724915a37178241eabad
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/05_AgentOS_LAOS_Baseline_v3_8_LatestPatchset_20260628.md,.md,2310,2026-06-27T10:20:48+00:00,scanned_text,d8b3dc78b7955b9a6da18c1cbc9414d8531ceaf0d6941eb90cb8865d62802592
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/06_External_Supports_Baseline_v3_8_LatestPatchset_20260628.md,.md,1894,2026-06-27T10:20:48+00:00,scanned_text,91468c0b1ab8b88e563db9eb4ca7c0228062c12a2875e6c89eac0b3a355312ff
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/07_Problem_Space_Baseline_v3_8_LatestPatchset_20260628.md,.md,10187,2026-06-27T10:20:48+00:00,scanned_text,10014eb51672bf2a6c082ae19cec182ee61e08db68e819360fb2e1dad6ce6773
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/08_Pending_Roadmap_v3_8_LatestPatchset_20260628.md,.md,1795,2026-06-27T10:20:48+00:00,scanned_text,086a3701f1ed118af4bb82cd2f410ba061db1d27d6c9fa999aa2668fceac6834
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/09_Formula_Object_Table_v3_8_LatestPatchset_20260628.md,.md,2852,2026-06-27T10:20:48+00:00,scanned_text,9a991803abd01a4c3186b03607c3e787e4a5c800c629586da4039b3b9873fd46
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/10_Source_Patch_Index_v3_8_LatestPatchset_20260628.md,.md,2082,2026-06-27T10:20:48+00:00,scanned_text,f0b0c187922629848085e24133e1e9071048eed6568b31d4adc65d9550a0c870
Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/Cognitive_Research_Architecture_v3_8_LatestPatchset_20260628/manifest.json,.json,1480,2026-06-27T10:20:48+00:00,scanned_text,69d436169bf7a86977c38c33f4b4601775f3a4c024ca60bd7edc8f5b0054646c
PCAO_closure_and_branch_seeds_v1_0.zip,.zip,14792,2026-06-20T20:49:05.919769+00:00,excluded_zip_archive,274c170f9731e524c1a22d971bab2a5e97e21d995ed4cd90a147e9633c638d6c
