prompt_id,graph_id,condition,mechanism,clean_label,conflict_label,DeltaU_none,final_clean_logit_none,final_conflict_logit_none,pair_choice_none,control_none,DeltaU_policy,final_clean_logit_policy,final_conflict_logit_policy,pair_choice_policy,control_policy,model,margin_none,margin_policy,delta_margin,delta_DeltaU,clean_choice_none,clean_choice_policy,choice_change,crossed_boundary,predicted_delta_margin_oof,predicted_margin_policy_oof,crossing_probability_oof
g004_clean,4,clean,stable,Copper,Silver,3.53176522254944,27.078125,23.796875,clean,none,3.53176522254944,27.078125,23.796875,clean,real_predmech_policy,qwen,3.28125,3.28125,0.0,0.0,1,1,0,0,0.011234722051608803,3.2924847220516087,0.9993398378616127
g004_redundant,4,redundant,stable,Copper,Silver,2.73471117019653,26.828125,23.609375,clean,none,2.73471117019653,26.828125,23.609375,clean,real_predmech_policy,qwen,3.21875,3.21875,0.0,0.0,1,1,0,0,0.011234722051608803,3.2299847220516087,0.9992141078889747
g004_irrelevant,4,irrelevant,stable,Copper,Silver,-2.30239844322205,28.21875,28.03125,clean,none,-2.30239844322205,28.21875,28.03125,clean,real_predmech_policy,qwen,0.1875,0.1875,0.0,0.0,1,1,0,0,0.011234722051608803,0.1987347220516088,0.21191863544423778
g004_paraphrase,4,paraphrase,stable,Copper,Silver,5.92318058013916,23.796875,19.59375,clean,none,5.92318058013916,23.796875,19.59375,clean,real_predmech_policy,qwen,4.203125,4.203125,0.0,0.0,1,1,0,0,0.011234722051608803,4.214359722051609,0.9999496090118998
g004_weak_distractor,4,weak_distractor,competition,Copper,Silver,-2.0648090839386,27.25,26.171875,clean,none,-2.0648090839386,27.25,26.171875,clean,real_predmech_policy,qwen,1.078125,1.078125,0.0,0.0,1,1,0,0,0.011234722051608803,1.0893597220516087,0.7636244463145528
g004_competition_balanced,4,competition_balanced,competition,Copper,Silver,-7.19696426391602,27.21875,28.5,conflict,none,-8.13840103149414,26.75,28.296875,conflict,real_predmech_policy,qwen,-1.28125,-1.546875,-0.265625,-0.941436767578125,0,0,0,0,-0.34286587098537025,-1.6241158709853702,0.00165610817962882
g004_direct_conflict,4,direct_conflict,competition,Copper,Silver,-8.09194946289062,27.421875,28.828125,conflict,none,-6.90317344665527,27.171875,28.328125,conflict,real_predmech_policy,qwen,-1.40625,-1.15625,0.25,1.18877601623535,0,0,0,0,0.45836649641386595,-0.947883503586134,0.01083562904444594
g004_closure_update,4,closure_update,closure,Copper,Silver,-8.27546787261963,27.484375,29.5625,conflict,none,-5.47479438781738,26.21875,26.96875,conflict,real_predmech_policy,qwen,-2.078125,-0.75,1.328125,2.80067348480225,0,0,0,0,2.3632423082352396,0.2851173082352396,0.2549708320224353
g004_closure_override,4,closure_override,closure,Copper,Silver,-13.2967433929443,23.15625,30.140625,conflict,none,-8.99256420135498,24.34375,27.125,conflict,real_predmech_policy,qwen,-6.984375,-2.78125,4.203125,4.30417919158936,0,0,0,0,3.0880970533312935,-3.8962779466687065,2.9196465316120345e-06
g004_exception_override,4,exception_override,closure,Copper,Silver,-12.8227920532227,24.1875,29.859375,conflict,none,-8.40233707427979,24.8125,27.09375,conflict,real_predmech_policy,qwen,-5.671875,-2.28125,3.390625,4.42045497894287,0,0,0,0,3.1441547429180385,-2.5277202570819615,0.00013314872013448428
g009_clean,9,clean,stable,East,West,3.53176522254944,30.140625,30.359375,conflict,none,3.53176522254944,30.140625,30.359375,conflict,real_predmech_policy,qwen,-0.21875,-0.21875,0.0,0.0,0,0,0,0,0.003064000461932823,-0.21568599953806716,0.11427467097871404
g009_redundant,9,redundant,stable,East,West,8.90646457672119,28.296875,26.25,clean,none,8.90646457672119,28.296875,26.25,clean,real_predmech_policy,qwen,2.046875,2.046875,0.0,0.0,1,1,0,0,0.003064000461932823,2.049939000461933,0.9960488980982843
g009_irrelevant,9,irrelevant,stable,East,West,8.03396606445312,29.703125,28.125,clean,none,8.03396606445312,29.703125,28.125,clean,real_predmech_policy,qwen,1.578125,1.578125,0.0,0.0,1,1,0,0,0.003064000461932823,1.581189000461933,0.9813305664222649
g009_paraphrase,9,paraphrase,stable,East,West,11.6100463867188,23.25,21.3125,clean,none,11.6100463867188,23.25,21.3125,clean,real_predmech_policy,qwen,1.9375,1.9375,0.0,0.0,1,1,0,0,0.003064000461932823,1.940564000461933,0.9943136633362433
g009_weak_distractor,9,weak_distractor,competition,East,West,6.10698890686035,29.703125,29.3125,clean,none,6.10698890686035,29.703125,29.3125,clean,real_predmech_policy,qwen,0.390625,0.390625,0.0,0.0,1,1,0,0,0.003064000461932823,0.39368900046193284,0.4975780636008347
g009_competition_balanced,9,competition_balanced,competition,East,West,1.62759363651276,28.328125,28.5,conflict,none,1.62759363651276,28.328125,28.5,conflict,real_predmech_policy,qwen,-0.171875,-0.171875,0.0,0.0,0,0,0,0,0.003064000461932823,-0.16881099953806716,0.13112776503133286
g009_direct_conflict,9,direct_conflict,competition,East,West,-1.01559615135193,29.765625,32.8125,conflict,none,-1.01559615135193,29.765625,32.8125,conflict,real_predmech_policy,qwen,-3.046875,-3.046875,0.0,0.0,0,0,0,0,0.003064000461932823,-3.043810999538067,1.0061926457030119e-05
g009_closure_update,9,closure_update,closure,East,West,-4.03665542602539,27.609375,31.75,conflict,none,-2.37905144691467,27.296875,29.6875,conflict,real_predmech_policy,qwen,-4.140625,-2.390625,1.75,1.65760397911072,0,0,0,0,1.7171578970228434,-2.4234671029771566,8.011709507194036e-05
g009_closure_override,9,closure_override,closure,East,West,-2.96982169151306,27.59375,30.546875,conflict,none,-2.46218514442444,27.21875,29.75,conflict,real_predmech_policy,qwen,-2.953125,-2.53125,0.421875,0.507636547088623,0,0,0,0,1.103298108957795,-1.849826891042205,0.0005454545095324012
g009_exception_override,9,exception_override,closure,East,West,-2.39386677742004,27.984375,31.203125,conflict,none,0.337630033493042,27.75,29.25,conflict,real_predmech_policy,qwen,-3.21875,-1.5,1.71875,2.73149681091309,0,0,0,0,2.290408588979927,-0.9283414110200732,0.011758537638437493
g010_clean,10,clean,stable,Copper,Silver,3.50363898277283,27.296875,24.890625,clean,none,3.50363898277283,27.296875,24.890625,clean,real_predmech_policy,qwen,2.40625,2.40625,0.0,0.0,1,1,0,0,0.011826649977832287,2.418076649977832,0.9995825534922949
g010_redundant,10,redundant,stable,Copper,Silver,3.75130891799927,26.53125,23.484375,clean,none,3.75312948226929,26.546875,23.5,clean,real_predmech_policy,qwen,3.046875,3.046875,0.0,0.0018205642700195,1,1,0,0,0.01268207675136162,3.0595570767513616,0.9999621105899612
g010_irrelevant,10,irrelevant,stable,Copper,Silver,-0.096637487411499,28.578125,28.296875,clean,none,-0.096637487411499,28.578125,28.296875,clean,real_predmech_policy,qwen,0.28125,0.28125,0.0,0.0,1,1,0,0,0.011826649977832287,0.2930766499778323,0.45785680471901513
g010_paraphrase,10,paraphrase,stable,Copper,Silver,4.2884202003479,22.234375,20.03125,clean,none,4.2884202003479,22.234375,20.03125,clean,real_predmech_policy,qwen,2.203125,2.203125,0.0,0.0,1,1,0,0,0.011826649977832287,2.214951649977832,0.9991078811858253
g010_weak_distractor,10,weak_distractor,competition,Copper,Silver,-0.397393465042114,27.40625,26.953125,clean,none,-0.397393465042114,27.40625,26.953125,clean,real_predmech_policy,qwen,0.453125,0.453125,0.0,0.0,1,1,0,0,0.011826649977832287,0.4649516499778323,0.6163380496611465
g010_competition_balanced,10,competition_balanced,competition,Copper,Silver,-6.28068447113037,26.484375,28.40625,conflict,none,-6.28068447113037,26.484375,28.40625,conflict,real_predmech_policy,qwen,-1.921875,-1.921875,0.0,0.0,0,0,0,0,0.011826649977832287,-1.9100483500221677,0.00022232229719969853
g010_direct_conflict,10,direct_conflict,competition,Copper,Silver,-6.95790767669678,28.03125,30.59375,conflict,none,-5.81517505645752,27.609375,29.609375,conflict,real_predmech_policy,qwen,-2.5625,-2.0,0.5625,1.14273262023926,0,0,0,0,0.5487613215165188,-2.013738678483481,0.00015084912495331472
g010_closure_update,10,closure_update,closure,Copper,Silver,-8.26901149749756,26.0625,29.734375,conflict,none,-4.06839847564697,25.96875,27.578125,conflict,real_predmech_policy,qwen,-3.671875,-1.609375,2.0625,4.20061302185059,0,0,0,0,2.9440625199757453,-0.7278124800242547,0.018194801776541012
g010_closure_override,10,closure_override,closure,Copper,Silver,-12.2327451705933,23.171875,30.421875,conflict,none,-8.49474620819092,24.09375,27.515625,conflict,real_predmech_policy,qwen,-7.25,-3.421875,3.828125,3.73799896240234,0,0,0,0,2.7167755259856854,-4.533224474014315,1.2163646064004834e-08
g010_exception_override,10,exception_override,closure,Copper,Silver,-11.3896255493164,24.03125,30.515625,conflict,none,-7.05640983581543,24.59375,27.40625,conflict,real_predmech_policy,qwen,-6.484375,-2.8125,3.671875,4.33321571350098,0,0,0,0,3.0092115714683736,-3.4751634285316264,6.370189925894985e-07
g011_clean,11,clean,stable,Gold,Iron,3.53176522254944,28.578125,28.109375,clean,none,3.53176522254944,28.578125,28.109375,clean,real_predmech_policy,qwen,0.46875,0.46875,0.0,0.0,1,1,0,0,0.005233259665337462,0.47398325966533744,0.5585869139987633
g011_redundant,11,redundant,stable,Gold,Iron,7.9062385559082,27.109375,24.484375,clean,none,7.86698627471924,27.109375,24.515625,clean,real_predmech_policy,qwen,2.625,2.59375,-0.03125,-0.0392522811889648,1,1,0,0,-0.010424374494019742,2.61457562550598,0.9995307843751364
g011_irrelevant,11,irrelevant,stable,Gold,Iron,1.33717846870422,27.09375,27.84375,conflict,none,1.33717846870422,27.09375,27.84375,conflict,real_predmech_policy,qwen,-0.75,-0.75,0.0,0.0,0,0,0,0,0.005233259665337462,-0.7447667403346625,0.01809198398094332
g011_paraphrase,11,paraphrase,stable,Gold,Iron,12.7905921936035,22.609375,18.9375,clean,none,12.7905921936035,22.609375,18.9375,clean,real_predmech_policy,qwen,3.671875,3.671875,0.0,0.0,1,1,0,0,0.005233259665337462,3.6771082596653373,0.9999882460758269
g011_weak_distractor,11,weak_distractor,competition,Gold,Iron,-3.5652973651886,26.90625,29.5625,conflict,none,-3.48940968513489,26.984375,29.609375,conflict,real_predmech_policy,qwen,-2.65625,-2.625,0.03125,0.0758876800537109,0,0,0,0,0.0355046603455457,-2.620745339654454,2.741801641922617e-05
g011_competition_balanced,11,competition_balanced,competition,Gold,Iron,-7.35559749603271,26.328125,30.984375,conflict,none,-7.35559749603271,26.328125,30.984375,conflict,real_predmech_policy,qwen,-4.65625,-4.65625,0.0,0.0,0,0,0,0,0.005233259665337462,-4.651016740334662,2.3885768079628947e-08
g011_direct_conflict,11,direct_conflict,competition,Gold,Iron,-8.71783638000488,26.75,32.4375,conflict,none,-7.25555610656738,27.03125,31.40625,conflict,real_predmech_policy,qwen,-5.6875,-4.375,1.3125,1.4622802734375,0,0,0,0,0.5885331053407022,-5.098966894659298,5.046780482183313e-09
g011_closure_update,11,closure_update,closure,Gold,Iron,-9.94980907440186,24.625,30.796875,conflict,none,-6.91161251068115,24.890625,27.984375,conflict,real_predmech_policy,qwen,-6.171875,-3.09375,3.078125,3.0381965637207,0,0,0,0,2.430361602438022,-3.741513397561978,5.609062776075246e-07
g011_closure_override,11,closure_override,closure,Gold,Iron,-9.2607946395874,22.203125,28.546875,conflict,none,-3.88277697563171,23.84375,26.25,conflict,real_predmech_policy,qwen,-6.34375,-2.40625,3.9375,5.37801766395569,0,0,0,0,3.5595742724346002,-2.7841757275653998,1.5549923994696853e-05
g011_exception_override,11,exception_override,closure,Gold,Iron,-8.37425231933594,23.28125,29.296875,conflict,none,-0.829389333724976,24.90625,26.5625,conflict,real_predmech_policy,qwen,-6.015625,-1.65625,4.359375,7.54486298561096,0,0,0,0,4.605307722265531,-1.4103172777344692,0.0018261730693311462
g012_clean,12,clean,stable,Red,Blue,3.53176522254944,28.15625,30.734375,conflict,none,3.53176522254944,28.15625,30.734375,conflict,real_predmech_policy,qwen,-2.578125,-2.578125,0.0,0.0,0,0,0,0,0.008233455431073023,-2.569891544568927,5.223043166878331e-05
g012_redundant,12,redundant,stable,Red,Blue,7.37268447875977,26.6875,27.46875,conflict,none,7.37268447875977,26.6875,27.46875,conflict,real_predmech_policy,qwen,-0.78125,-0.78125,0.0,0.0,0,0,0,0,0.008233455431073023,-0.773016544568927,0.018372940199542394
g012_irrelevant,12,irrelevant,stable,Red,Blue,4.82816410064697,29.90625,31.359375,conflict,none,5.08237314224243,30.0,31.3125,conflict,real_predmech_policy,qwen,-1.453125,-1.3125,0.140625,0.254209041595459,0,0,0,0,0.11943820953983435,-1.3336867904601657,0.0029780730695533144
g012_paraphrase,12,paraphrase,stable,Red,Blue,14.5078506469727,24.46875,22.46875,clean,none,14.5078506469727,24.46875,22.46875,clean,real_predmech_policy,qwen,2.0,2.0,0.0,0.0,1,1,0,0,0.008233455431073023,2.008233455431073,0.9940897858928205
g012_weak_distractor,12,weak_distractor,competition,Red,Blue,5.44683218002319,29.265625,31.171875,conflict,none,5.97210121154785,29.40625,31.09375,conflict,real_predmech_policy,qwen,-1.90625,-1.6875,0.21875,0.525269031524658,0,0,0,0,0.23801447787244878,-1.668235522127551,0.0009982300902946653
g012_competition_balanced,12,competition_balanced,competition,Red,Blue,-1.24666714668274,28.78125,33.5625,conflict,none,-1.24666714668274,28.78125,33.5625,conflict,real_predmech_policy,qwen,-4.78125,-4.78125,0.0,0.0,0,0,0,0,0.008233455431073023,-4.773016544568927,3.8562903892893374e-08
g012_direct_conflict,12,direct_conflict,competition,Red,Blue,0.659910202026367,30.5625,34.71875,conflict,none,0.659910202026367,30.5625,34.71875,conflict,real_predmech_policy,qwen,-4.15625,-4.15625,0.0,0.0,0,0,0,0,0.008233455431073023,-4.148016544568927,2.982750080779347e-07
g012_closure_update,12,closure_update,closure,Red,Blue,-2.10738015174866,27.484375,33.8125,conflict,none,-0.665457487106323,27.25,30.671875,conflict,real_predmech_policy,qwen,-6.328125,-3.421875,2.90625,1.44192266464233,0,0,0,0,1.3042641460154571,-5.023860853984543,1.696643668871937e-08
g012_closure_override,12,closure_override,closure,Red,Blue,-4.95703411102295,26.65625,33.3125,conflict,none,-1.6895124912262,27.46875,31.03125,conflict,real_predmech_policy,qwen,-6.65625,-3.5625,3.09375,3.26752161979675,0,0,0,0,2.5059878555158233,-4.150262144484177,2.9609066254388877e-07
g012_exception_override,12,exception_override,closure,Red,Blue,-3.48771071434021,27.0625,32.34375,conflict,none,1.76497483253479,27.75,29.890625,conflict,real_predmech_policy,qwen,-5.28125,-2.140625,3.140625,5.252685546875,0,0,0,0,3.8127472353233114,-1.4685027646766886,0.0019175823979680955
g015_clean,15,clean,stable,East,West,3.53176522254944,28.296875,29.921875,conflict,none,3.53176522254944,28.296875,29.921875,conflict,real_predmech_policy,qwen,-1.625,-1.625,0.0,0.0,0,0,0,0,0.011234722051608803,-1.6137652779483913,0.0017045719856661574
g015_redundant,15,redundant,stable,East,West,8.31235790252686,27.078125,26.6875,clean,none,8.31235790252686,27.078125,26.6875,clean,real_predmech_policy,qwen,0.390625,0.390625,0.0,0.0,1,1,0,0,0.011234722051608803,0.4018597220516088,0.3216052790801764
g015_irrelevant,15,irrelevant,stable,East,West,4.11472272872925,28.640625,30.1875,conflict,none,4.11472272872925,28.640625,30.1875,conflict,real_predmech_policy,qwen,-1.546875,-1.546875,0.0,0.0,0,0,0,0,0.011234722051608803,-1.5356402779483913,0.002119062131002239
g015_paraphrase,15,paraphrase,stable,East,West,13.348578453064,25.828125,23.46875,clean,none,13.348578453064,25.828125,23.46875,clean,real_predmech_policy,qwen,2.359375,2.359375,0.0,0.0,1,1,0,0,0.011234722051608803,2.3706097220516087,0.9914147010959831
g015_weak_distractor,15,weak_distractor,competition,East,West,8.19208717346191,28.6875,28.890625,conflict,none,8.19208717346191,28.6875,28.890625,conflict,real_predmech_policy,qwen,-0.203125,-0.203125,0.0,0.0,0,0,0,0,0.011234722051608803,-0.1918902779483912,0.08288542858494422
g015_competition_balanced,15,competition_balanced,competition,East,West,0.884034395217896,26.859375,29.90625,conflict,none,0.884034395217896,26.859375,29.90625,conflict,real_predmech_policy,qwen,-3.046875,-3.046875,0.0,0.0,0,0,0,0,0.011234722051608803,-3.0356402779483913,3.225848188982707e-05
g015_direct_conflict,15,direct_conflict,competition,East,West,-0.114554166793823,28.140625,32.875,conflict,none,-0.114554166793823,28.140625,32.875,conflict,real_predmech_policy,qwen,-4.734375,-4.734375,0.0,0.0,0,0,0,0,0.011234722051608803,-4.723140277948391,2.903687679222443e-07
g015_closure_update,15,closure_update,closure,East,West,-3.48782515525818,26.375,31.609375,conflict,none,-1.42880463600159,26.578125,29.8125,conflict,real_predmech_policy,qwen,-5.234375,-3.234375,2.0,2.05902051925659,0,0,0,0,2.0056841899896316,-3.2286908100103684,1.8820022230499613e-05
g015_closure_override,15,closure_override,closure,East,West,-1.28658509254456,27.0625,30.96875,conflict,none,-0.668520212173462,26.6875,29.875,conflict,real_predmech_policy,qwen,-3.90625,-3.1875,0.71875,0.618064880371094,0,0,0,0,1.3109854418544762,-2.595264558145524,0.00011027191368887861
g015_exception_override,15,exception_override,closure,East,West,-0.934259653091431,27.0625,31.53125,conflict,none,0.390023231506348,27.390625,30.625,conflict,real_predmech_policy,qwen,-4.46875,-3.234375,1.234375,1.32428288459778,0,0,0,0,1.651460020118556,-2.817289979881444,5.9337873100965154e-05
g018_clean,18,clean,stable,Red,Blue,3.53176522254944,30.84375,31.40625,conflict,none,3.53176522254944,30.84375,31.40625,conflict,real_predmech_policy,qwen,-0.5625,-0.5625,0.0,0.0,0,0,0,0,0.003064000461932823,-0.5594359995380672,0.039259633516236236
g018_redundant,18,redundant,stable,Red,Blue,4.70626831054688,27.9375,28.234375,conflict,none,4.70626831054688,27.9375,28.234375,conflict,real_predmech_policy,qwen,-0.296875,-0.296875,0.0,0.0,0,0,0,0,0.003064000461932823,-0.29381099953806716,0.09037221473086186
g018_irrelevant,18,irrelevant,stable,Red,Blue,1.94290566444397,30.3125,31.25,conflict,none,1.94290566444397,30.3125,31.25,conflict,real_predmech_policy,qwen,-0.9375,-0.9375,0.0,0.0,0,0,0,0,0.003064000461932823,-0.9344359995380672,0.011524012774255354
g018_paraphrase,18,paraphrase,stable,Red,Blue,10.3608665466309,24.546875,22.96875,clean,none,10.3608665466309,24.546875,22.96875,clean,real_predmech_policy,qwen,1.578125,1.578125,0.0,0.0,1,1,0,0,0.003064000461932823,1.581189000461933,0.9813305664222649
g018_weak_distractor,18,weak_distractor,competition,Red,Blue,3.18215584754944,29.96875,30.90625,conflict,none,3.18215584754944,29.96875,30.90625,conflict,real_predmech_policy,qwen,-0.9375,-0.9375,0.0,0.0,0,0,0,0,0.003064000461932823,-0.9344359995380672,0.011524012774255354
g018_competition_balanced,18,competition_balanced,competition,Red,Blue,-4.30953979492188,28.90625,33.40625,conflict,none,-4.30953979492188,28.90625,33.40625,conflict,real_predmech_policy,qwen,-4.5,-4.5,0.0,0.0,0,0,0,0,0.003064000461932823,-4.496935999538067,7.797635275248961e-08
g018_direct_conflict,18,direct_conflict,competition,Red,Blue,-3.7463653087616,30.515625,34.84375,conflict,none,-3.7463653087616,30.515625,34.84375,conflict,real_predmech_policy,qwen,-4.328125,-4.328125,0.0,0.0,0,0,0,0,0.003064000461932823,-4.325060999538067,1.3855373820924476e-07
g018_closure_update,18,closure_update,closure,Red,Blue,-6.03597068786621,27.875,33.6875,conflict,none,-4.5280876159668,27.1875,30.390625,conflict,real_predmech_policy,qwen,-5.8125,-3.203125,2.609375,1.50788307189941,0,0,0,0,1.6372359428784278,-4.175264057121572,2.2866742293446743e-07
g018_closure_override,18,closure_override,closure,Red,Blue,-9.26694583892822,26.21875,33.15625,conflict,none,-5.24088764190674,26.6875,29.859375,conflict,real_predmech_policy,qwen,-6.9375,-3.171875,3.765625,4.02605819702148,0,0,0,0,2.9814535316322,-3.9560464683678,4.760214928627056e-07
g018_exception_override,18,exception_override,closure,Red,Blue,-7.3311710357666,27.234375,32.28125,conflict,none,-3.51525187492371,27.578125,30.046875,conflict,real_predmech_policy,qwen,-5.046875,-2.46875,2.578125,3.8159191608429,0,0,0,0,2.869280003390665,-2.177594996609335,0.00018231396511585914
g022_clean,22,clean,stable,Copper,Silver,3.53176522254944,27.71875,25.578125,clean,none,3.53176522254944,27.71875,25.578125,clean,real_predmech_policy,qwen,2.140625,2.140625,0.0,0.0,1,1,0,0,0.011826649977832287,2.152451649977832,0.9988731456803831
g022_redundant,22,redundant,stable,Copper,Silver,4.12428379058838,27.03125,23.9375,clean,none,4.12428379058838,27.03125,23.9375,clean,real_predmech_policy,qwen,3.09375,3.09375,0.0,0.0,1,1,0,0,0.011826649977832287,3.105576649977832,0.9999681029909482
g022_irrelevant,22,irrelevant,stable,Copper,Silver,-3.72205805778503,27.640625,29.640625,conflict,none,-3.68651652336121,27.609375,29.578125,conflict,real_predmech_policy,qwen,-2.0,-1.96875,0.03125,0.0355415344238281,0,0,0,0,0.02852651639789077,-1.9714734836021093,0.000176685990514608
g022_paraphrase,22,paraphrase,stable,Copper,Silver,6.19551467895508,23.09375,20.28125,clean,none,6.19551467895508,23.09375,20.28125,clean,real_predmech_policy,qwen,2.8125,2.8125,0.0,0.0,1,1,0,0,0.011826649977832287,2.824326649977832,0.9999086547025515
g022_weak_distractor,22,weak_distractor,competition,Copper,Silver,-1.64647746086121,27.34375,27.765625,conflict,none,-1.53102993965149,27.390625,27.734375,conflict,real_predmech_policy,qwen,-0.421875,-0.34375,0.078125,0.115447521209717,0,0,0,0,0.0660718651601172,-0.3558031348398828,0.06936271851635889
g022_competition_balanced,22,competition_balanced,competition,Copper,Silver,-7.21159553527832,25.9375,29.84375,conflict,none,-8.04409885406494,25.4375,29.75,conflict,real_predmech_policy,qwen,-3.90625,-4.3125,-0.40625,-0.832503318786621,0,0,0,0,-0.3793408796004955,-4.285590879600496,3.0719025233061383e-08
g022_direct_conflict,22,direct_conflict,competition,Copper,Silver,-8.9356107711792,27.40625,31.890625,conflict,none,-8.9356107711792,27.40625,31.890625,conflict,real_predmech_policy,qwen,-4.484375,-4.484375,0.0,0.0,0,0,0,0,0.011826649977832287,-4.472548350022167,1.526326857625641e-08
g022_closure_update,22,closure_update,closure,Copper,Silver,-7.54312419891357,27.046875,30.6875,conflict,none,-4.30973243713379,25.921875,27.59375,conflict,real_predmech_policy,qwen,-3.640625,-1.671875,1.96875,3.23339176177979,0,0,0,0,2.468856874503222,-1.171768125496778,0.003508141171371264
g022_closure_override,22,closure_override,closure,Copper,Silver,-11.7607107162476,22.421875,31.078125,conflict,none,-7.55377769470215,23.71875,27.671875,conflict,real_predmech_policy,qwen,-8.65625,-3.953125,4.703125,4.20693302154541,0,0,0,0,2.947167600124773,-5.709082399875227,1.4948029760437804e-10
g022_exception_override,22,exception_override,closure,Copper,Silver,-9.04397487640381,24.34375,29.453125,conflict,none,-5.4519510269165,24.34375,26.84375,conflict,real_predmech_policy,qwen,-5.109375,-2.5,2.609375,3.5920238494873,0,0,0,0,2.6450564678762323,-2.4643185321237677,2.7958557944951714e-05
g026_clean,26,clean,stable,North,South,3.53176522254944,31.640625,31.28125,clean,none,3.53176522254944,31.640625,31.28125,clean,real_predmech_policy,qwen,0.359375,0.359375,0.0,0.0,1,1,0,0,0.005233259665337462,0.36460825966533744,0.46402784852526524
g026_redundant,26,redundant,stable,North,South,2.99720907211304,28.4375,28.625,conflict,none,2.99720907211304,28.4375,28.625,conflict,real_predmech_policy,qwen,-0.1875,-0.1875,0.0,0.0,0,0,0,0,0.005233259665337462,-0.18226674033466253,0.11486615981342742
g026_irrelevant,26,irrelevant,stable,North,South,2.85304617881775,31.046875,31.21875,conflict,none,2.85304617881775,31.046875,31.21875,conflict,real_predmech_policy,qwen,-0.171875,-0.171875,0.0,0.0,0,0,0,0,0.005233259665337462,-0.16664174033466253,0.12049537788321632
g026_paraphrase,26,paraphrase,stable,North,South,10.7079935073853,25.03125,22.578125,clean,none,10.7079935073853,25.03125,22.578125,clean,real_predmech_policy,qwen,2.453125,2.453125,0.0,0.0,1,1,0,0,0.005233259665337462,2.4583582596653373,0.9991933823836316
g026_weak_distractor,26,weak_distractor,competition,North,South,2.45624041557312,29.453125,29.90625,conflict,none,2.45624041557312,29.453125,29.90625,conflict,real_predmech_policy,qwen,-0.453125,-0.453125,0.0,0.0,0,0,0,0,0.005233259665337462,-0.44789174033466256,0.0490894368068906
