task,representation,prompt_id,metric,value
relation_graph,cached_mixed_raw,relation_g023_direct_conflict,future_alignment,0.02241375856101513
relation_graph,cached_mixed_raw,relation_g023_equal_evidence,future_alignment,0.03558136895298958
relation_graph,cached_mixed_raw,relation_g023_exception_override,future_alignment,0.01468705479055643
relation_graph,cached_mixed_raw,relation_g023_irrelevant,future_alignment,0.020728053525090218
relation_graph,cached_mixed_raw,relation_g023_paraphrase,future_alignment,0.009089825674891472
relation_graph,cached_mixed_raw,relation_g023_rename,future_alignment,0.0075514474883675575
relation_graph,cached_mixed_raw,relation_g023_source_claim,future_alignment,0.034219857305288315
relation_graph,cached_mixed_raw,relation_g023_weak_distractor,future_alignment,0.016942445188760757
relation_graph,cached_mixed_raw,relation_g025_clean,future_alignment,0.029413947835564613
relation_graph,cached_mixed_raw,relation_g025_closure_override,future_alignment,0.022994589060544968
relation_graph,cached_mixed_raw,relation_g025_closure_update,future_alignment,0.024482550099492073
relation_graph,cached_mixed_raw,relation_g025_competition_balanced,future_alignment,0.021501822397112846
relation_graph,cached_mixed_raw,relation_g025_direct_conflict,future_alignment,0.024680471047759056
relation_graph,cached_mixed_raw,relation_g025_equal_evidence,future_alignment,0.023985836654901505
relation_graph,cached_mixed_raw,relation_g025_exception_override,future_alignment,0.019842935726046562
relation_graph,cached_mixed_raw,relation_g025_irrelevant,future_alignment,0.021156873553991318
relation_graph,cached_mixed_raw,relation_g025_paraphrase,future_alignment,0.011703923344612122
relation_graph,cached_mixed_raw,relation_g025_rename,future_alignment,0.015328873880207539
relation_graph,cached_mixed_raw,relation_g025_source_claim,future_alignment,0.030089395120739937
relation_graph,cached_mixed_raw,relation_g025_weak_distractor,future_alignment,0.027178987860679626
relation_graph,cached_mixed_raw,relation_g026_clean,future_alignment,0.02081115171313286
relation_graph,cached_mixed_raw,relation_g026_closure_override,future_alignment,0.014553816057741642
relation_graph,cached_mixed_raw,relation_g026_closure_update,future_alignment,0.016827989369630814
relation_graph,cached_mixed_raw,relation_g026_competition_balanced,future_alignment,0.026234149932861328
relation_graph,cached_mixed_raw,relation_g026_direct_conflict,future_alignment,0.01906987652182579
relation_graph,cached_mixed_raw,relation_g026_equal_evidence,future_alignment,0.034956518560647964
relation_graph,cached_mixed_raw,relation_g026_exception_override,future_alignment,0.014957834966480732
relation_graph,cached_mixed_raw,relation_g026_irrelevant,future_alignment,0.017311545088887215
relation_graph,cached_mixed_raw,relation_g026_paraphrase,future_alignment,0.01437942124903202
relation_graph,cached_mixed_raw,relation_g026_rename,future_alignment,0.01678185723721981
relation_graph,cached_mixed_raw,relation_g026_source_claim,future_alignment,0.03689265996217728
relation_graph,cached_mixed_raw,relation_g026_weak_distractor,future_alignment,0.020503239706158638
relation_graph,cached_mixed_raw,relation_g051_clean,future_alignment,0.014055980369448662
relation_graph,cached_mixed_raw,relation_g051_closure_override,future_alignment,0.008693397045135498
relation_graph,cached_mixed_raw,relation_g051_closure_update,future_alignment,0.0099365608766675
relation_graph,cached_mixed_raw,relation_g051_competition_balanced,future_alignment,0.017057495191693306
relation_graph,cached_mixed_raw,relation_g051_direct_conflict,future_alignment,0.0162343829870224
relation_graph,cached_mixed_raw,relation_g051_equal_evidence,future_alignment,0.024884631857275963
relation_graph,cached_mixed_raw,relation_g051_exception_override,future_alignment,0.014006164856255054
relation_graph,cached_mixed_raw,relation_g051_irrelevant,future_alignment,0.01580139808356762
relation_graph,cached_mixed_raw,relation_g051_paraphrase,future_alignment,0.006599572021514177
relation_graph,cached_mixed_raw,relation_g051_rename,future_alignment,0.008950159884989262
relation_graph,cached_mixed_raw,relation_g051_source_claim,future_alignment,0.03081871196627617
relation_graph,cached_mixed_raw,relation_g051_weak_distractor,future_alignment,0.012339827604591846
relation_graph,cached_mixed_raw,relation_g063_clean,future_alignment,0.027328748255968094
relation_graph,cached_mixed_raw,relation_g063_closure_override,future_alignment,0.016322007402777672
relation_graph,cached_mixed_raw,relation_g063_closure_update,future_alignment,0.017254894599318504
relation_graph,cached_mixed_raw,relation_g063_competition_balanced,future_alignment,0.02858830988407135
relation_graph,cached_mixed_raw,relation_g063_direct_conflict,future_alignment,0.025471124798059464
relation_graph,cached_mixed_raw,relation_g063_equal_evidence,future_alignment,0.03390195220708847
relation_graph,cached_mixed_raw,relation_g063_exception_override,future_alignment,0.018024485558271408
relation_graph,cached_mixed_raw,relation_g063_irrelevant,future_alignment,0.020877955481410027
relation_graph,cached_mixed_raw,relation_g063_paraphrase,future_alignment,0.011143230833113194
relation_graph,cached_mixed_raw,relation_g063_rename,future_alignment,0.01937905326485634
relation_graph,cached_mixed_raw,relation_g063_source_claim,future_alignment,0.04048852249979973
relation_graph,cached_mixed_raw,relation_g063_weak_distractor,future_alignment,0.022929880768060684
relation_graph,cached_mixed_raw,relation_g000_clean,leave_one_out_alignment,0.032652005553245544
relation_graph,cached_mixed_raw,relation_g000_closure_override,leave_one_out_alignment,0.03383302688598633
relation_graph,cached_mixed_raw,relation_g000_closure_update,leave_one_out_alignment,0.024748725816607475
relation_graph,cached_mixed_raw,relation_g000_competition_balanced,leave_one_out_alignment,0.024425145238637924
relation_graph,cached_mixed_raw,relation_g000_direct_conflict,leave_one_out_alignment,0.03044934943318367
relation_graph,cached_mixed_raw,relation_g000_equal_evidence,leave_one_out_alignment,0.038242634385824203
relation_graph,cached_mixed_raw,relation_g000_exception_override,leave_one_out_alignment,0.030781153589487076
relation_graph,cached_mixed_raw,relation_g000_irrelevant,leave_one_out_alignment,0.032051969319581985
relation_graph,cached_mixed_raw,relation_g000_paraphrase,leave_one_out_alignment,0.023700514808297157
relation_graph,cached_mixed_raw,relation_g000_rename,leave_one_out_alignment,0.023120002821087837
relation_graph,cached_mixed_raw,relation_g000_source_claim,leave_one_out_alignment,0.04270998388528824
relation_graph,cached_mixed_raw,relation_g000_weak_distractor,leave_one_out_alignment,0.033972661942243576
relation_graph,cached_mixed_raw,relation_g002_clean,leave_one_out_alignment,0.03673507645726204
relation_graph,cached_mixed_raw,relation_g002_closure_override,leave_one_out_alignment,0.028537128120660782
relation_graph,cached_mixed_raw,relation_g002_closure_update,leave_one_out_alignment,0.03278113156557083
relation_graph,cached_mixed_raw,relation_g002_competition_balanced,leave_one_out_alignment,0.03807125985622406
relation_graph,cached_mixed_raw,relation_g002_direct_conflict,leave_one_out_alignment,0.036243002861738205
relation_graph,cached_mixed_raw,relation_g002_equal_evidence,leave_one_out_alignment,0.053644441068172455
relation_graph,cached_mixed_raw,relation_g002_exception_override,leave_one_out_alignment,0.030897555872797966
relation_graph,cached_mixed_raw,relation_g002_irrelevant,leave_one_out_alignment,0.03840309754014015
relation_graph,cached_mixed_raw,relation_g002_paraphrase,leave_one_out_alignment,0.025945933535695076
relation_graph,cached_mixed_raw,relation_g002_rename,leave_one_out_alignment,0.030276242643594742
relation_graph,cached_mixed_raw,relation_g002_source_claim,leave_one_out_alignment,0.047820884734392166
relation_graph,cached_mixed_raw,relation_g002_weak_distractor,leave_one_out_alignment,0.03601454570889473
relation_graph,cached_mixed_raw,relation_g015_clean,leave_one_out_alignment,0.03495603799819946
relation_graph,cached_mixed_raw,relation_g015_closure_override,leave_one_out_alignment,0.024568350985646248
relation_graph,cached_mixed_raw,relation_g015_closure_update,leave_one_out_alignment,0.02667776681482792
relation_graph,cached_mixed_raw,relation_g015_competition_balanced,leave_one_out_alignment,0.037953026592731476
relation_graph,cached_mixed_raw,relation_g015_direct_conflict,leave_one_out_alignment,0.03284600377082825
relation_graph,cached_mixed_raw,relation_g015_equal_evidence,leave_one_out_alignment,0.04582730680704117
relation_graph,cached_mixed_raw,relation_g015_exception_override,leave_one_out_alignment,0.028214547783136368
relation_graph,cached_mixed_raw,relation_g015_irrelevant,leave_one_out_alignment,0.02900281362235546
relation_graph,cached_mixed_raw,relation_g015_paraphrase,leave_one_out_alignment,0.01619117334485054
relation_graph,cached_mixed_raw,relation_g015_rename,leave_one_out_alignment,0.02426142245531082
relation_graph,cached_mixed_raw,relation_g015_source_claim,leave_one_out_alignment,0.04984213039278984
relation_graph,cached_mixed_raw,relation_g015_weak_distractor,leave_one_out_alignment,0.029881786555051804
relation_graph,cached_mixed_raw,relation_g023_clean,leave_one_out_alignment,0.027445681393146515
relation_graph,cached_mixed_raw,relation_g023_closure_override,leave_one_out_alignment,0.019691171124577522
relation_graph,cached_mixed_raw,relation_g023_closure_update,leave_one_out_alignment,0.027140013873577118
relation_graph,cached_mixed_raw,relation_g023_competition_balanced,leave_one_out_alignment,0.03451790288090706
relation_graph,cached_mixed_raw,relation_g023_direct_conflict,leave_one_out_alignment,0.031160442158579826
relation_graph,cached_mixed_raw,relation_g023_equal_evidence,leave_one_out_alignment,0.046864110976457596
relation_graph,cached_mixed_raw,relation_g023_exception_override,leave_one_out_alignment,0.021949980407953262
relation_graph,cached_mixed_raw,relation_g023_irrelevant,leave_one_out_alignment,0.029158378019928932
relation_graph,cached_mixed_raw,relation_g023_paraphrase,leave_one_out_alignment,0.015285048633813858
relation_graph,cached_mixed_raw,relation_g023_rename,leave_one_out_alignment,0.013142852112650871
relation_graph,cached_mixed_raw,relation_g023_source_claim,leave_one_out_alignment,0.04530296474695206
relation_graph,cached_mixed_raw,relation_g023_weak_distractor,leave_one_out_alignment,0.02481946535408497
relation_graph,cached_mixed_raw,relation_g025_clean,leave_one_out_alignment,0.03989683836698532
relation_graph,cached_mixed_raw,relation_g025_closure_override,leave_one_out_alignment,0.03276390954852104
relation_graph,cached_mixed_raw,relation_g025_closure_update,leave_one_out_alignment,0.03525178134441376
relation_graph,cached_mixed_raw,relation_g025_competition_balanced,leave_one_out_alignment,0.029573677107691765
relation_graph,cached_mixed_raw,relation_g025_direct_conflict,leave_one_out_alignment,0.034187138080596924
relation_graph,cached_mixed_raw,relation_g025_equal_evidence,leave_one_out_alignment,0.03243214264512062
relation_graph,cached_mixed_raw,relation_g025_exception_override,leave_one_out_alignment,0.02916637435555458
relation_graph,cached_mixed_raw,relation_g025_irrelevant,leave_one_out_alignment,0.03131217136979103
relation_graph,cached_mixed_raw,relation_g025_paraphrase,leave_one_out_alignment,0.019111184403300285
relation_graph,cached_mixed_raw,relation_g025_rename,leave_one_out_alignment,0.023180732503533363
relation_graph,cached_mixed_raw,relation_g025_source_claim,leave_one_out_alignment,0.04030148312449455
relation_graph,cached_mixed_raw,relation_g025_weak_distractor,leave_one_out_alignment,0.037855759263038635
relation_graph,cached_mixed_raw,relation_g026_clean,leave_one_out_alignment,0.029713012278079987
relation_graph,cached_mixed_raw,relation_g026_closure_override,leave_one_out_alignment,0.022151274606585503
relation_graph,cached_mixed_raw,relation_g026_closure_update,leave_one_out_alignment,0.025055766105651855
relation_graph,cached_mixed_raw,relation_g026_competition_balanced,leave_one_out_alignment,0.035043589770793915
relation_graph,cached_mixed_raw,relation_g026_direct_conflict,leave_one_out_alignment,0.027039889246225357
relation_graph,cached_mixed_raw,relation_g026_equal_evidence,leave_one_out_alignment,0.046191222965717316
relation_graph,cached_mixed_raw,relation_g026_exception_override,leave_one_out_alignment,0.02241029404103756
relation_graph,cached_mixed_raw,relation_g026_irrelevant,leave_one_out_alignment,0.026089191436767578
relation_graph,cached_mixed_raw,relation_g026_paraphrase,leave_one_out_alignment,0.021159525960683823
relation_graph,cached_mixed_raw,relation_g026_rename,leave_one_out_alignment,0.023501789197325706
relation_graph,cached_mixed_raw,relation_g026_source_claim,leave_one_out_alignment,0.04861896112561226
relation_graph,cached_mixed_raw,relation_g026_weak_distractor,leave_one_out_alignment,0.0299061369150877
relation_graph,cached_mixed_raw,relation_g051_clean,leave_one_out_alignment,0.0206315778195858
relation_graph,cached_mixed_raw,relation_g051_closure_override,leave_one_out_alignment,0.014721004292368889
relation_graph,cached_mixed_raw,relation_g051_closure_update,leave_one_out_alignment,0.016447080299258232
relation_graph,cached_mixed_raw,relation_g051_competition_balanced,leave_one_out_alignment,0.024080228060483932
relation_graph,cached_mixed_raw,relation_g051_direct_conflict,leave_one_out_alignment,0.02337135188281536
relation_graph,cached_mixed_raw,relation_g051_equal_evidence,leave_one_out_alignment,0.03356124088168144
relation_graph,cached_mixed_raw,relation_g051_exception_override,leave_one_out_alignment,0.02065032720565796
relation_graph,cached_mixed_raw,relation_g051_irrelevant,leave_one_out_alignment,0.022852694615721703
relation_graph,cached_mixed_raw,relation_g051_paraphrase,leave_one_out_alignment,0.012140820734202862
relation_graph,cached_mixed_raw,relation_g051_rename,leave_one_out_alignment,0.014416790567338467
relation_graph,cached_mixed_raw,relation_g051_source_claim,leave_one_out_alignment,0.040677569806575775
relation_graph,cached_mixed_raw,relation_g051_weak_distractor,leave_one_out_alignment,0.018709687516093254
relation_graph,cached_mixed_raw,relation_g063_clean,leave_one_out_alignment,0.037002548575401306
relation_graph,cached_mixed_raw,relation_g063_closure_override,leave_one_out_alignment,0.02375798299908638
relation_graph,cached_mixed_raw,relation_g063_closure_update,leave_one_out_alignment,0.024911705404520035
relation_graph,cached_mixed_raw,relation_g063_competition_balanced,leave_one_out_alignment,0.037998102605342865
relation_graph,cached_mixed_raw,relation_g063_direct_conflict,leave_one_out_alignment,0.03454073145985603
relation_graph,cached_mixed_raw,relation_g063_equal_evidence,leave_one_out_alignment,0.04455109313130379
relation_graph,cached_mixed_raw,relation_g063_exception_override,leave_one_out_alignment,0.025489063933491707
relation_graph,cached_mixed_raw,relation_g063_irrelevant,leave_one_out_alignment,0.02872438356280327
relation_graph,cached_mixed_raw,relation_g063_paraphrase,leave_one_out_alignment,0.017675725743174553
relation_graph,cached_mixed_raw,relation_g063_rename,leave_one_out_alignment,0.027300123125314713
relation_graph,cached_mixed_raw,relation_g063_source_claim,leave_one_out_alignment,0.05260628089308739
relation_graph,cached_mixed_raw,relation_g063_weak_distractor,leave_one_out_alignment,0.031888026744127274
relation_graph,reextracted_mixed_raw,relation_g000_clean,future_alignment,0.023700864985585213
relation_graph,reextracted_mixed_raw,relation_g000_closure_override,future_alignment,0.024882417172193527
relation_graph,reextracted_mixed_raw,relation_g000_closure_update,future_alignment,0.016993055120110512
relation_graph,reextracted_mixed_raw,relation_g000_competition_balanced,future_alignment,0.017235884442925453
relation_graph,reextracted_mixed_raw,relation_g000_direct_conflict,future_alignment,0.02174680307507515
relation_graph,reextracted_mixed_raw,relation_g000_equal_evidence,future_alignment,0.028368636965751648
relation_graph,reextracted_mixed_raw,relation_g000_exception_override,future_alignment,0.022498900070786476
relation_graph,reextracted_mixed_raw,relation_g000_irrelevant,future_alignment,0.023135406896471977
relation_graph,reextracted_mixed_raw,relation_g000_paraphrase,future_alignment,0.01598059944808483
relation_graph,reextracted_mixed_raw,relation_g000_rename,future_alignment,0.01588168554008007
relation_graph,reextracted_mixed_raw,relation_g000_source_claim,future_alignment,0.03251567482948303
relation_graph,reextracted_mixed_raw,relation_g000_weak_distractor,future_alignment,0.024419138208031654
relation_graph,reextracted_mixed_raw,relation_g002_clean,future_alignment,0.026957811787724495
relation_graph,reextracted_mixed_raw,relation_g002_closure_override,future_alignment,0.01987263560295105
relation_graph,reextracted_mixed_raw,relation_g002_closure_update,future_alignment,0.02326243557035923
relation_graph,reextracted_mixed_raw,relation_g002_competition_balanced,future_alignment,0.028197141364216805
relation_graph,reextracted_mixed_raw,relation_g002_direct_conflict,future_alignment,0.02626524679362774
relation_graph,reextracted_mixed_raw,relation_g002_equal_evidence,future_alignment,0.040070682764053345
relation_graph,reextracted_mixed_raw,relation_g002_exception_override,future_alignment,0.021740851923823357
relation_graph,reextracted_mixed_raw,relation_g002_irrelevant,future_alignment,0.02773815393447876
relation_graph,reextracted_mixed_raw,relation_g002_paraphrase,future_alignment,0.017546966671943665
relation_graph,reextracted_mixed_raw,relation_g002_rename,future_alignment,0.021729260683059692
relation_graph,reextracted_mixed_raw,relation_g002_source_claim,future_alignment,0.03613956645131111
relation_graph,reextracted_mixed_raw,relation_g002_weak_distractor,future_alignment,0.025794148445129395
relation_graph,reextracted_mixed_raw,relation_g015_clean,future_alignment,0.02574414201080799
relation_graph,reextracted_mixed_raw,relation_g015_closure_override,future_alignment,0.016637947410345078
relation_graph,reextracted_mixed_raw,relation_g015_closure_update,future_alignment,0.018360445275902748
relation_graph,reextracted_mixed_raw,relation_g015_competition_balanced,future_alignment,0.02830572985112667
relation_graph,reextracted_mixed_raw,relation_g015_direct_conflict,future_alignment,0.023653626441955566
relation_graph,reextracted_mixed_raw,relation_g015_equal_evidence,future_alignment,0.03475022315979004
relation_graph,reextracted_mixed_raw,relation_g015_exception_override,future_alignment,0.019771160557866096
relation_graph,reextracted_mixed_raw,relation_g015_irrelevant,future_alignment,0.020633338019251823
relation_graph,reextracted_mixed_raw,relation_g015_paraphrase,future_alignment,0.009563843719661236
relation_graph,reextracted_mixed_raw,relation_g015_rename,future_alignment,0.016751574352383614
relation_graph,reextracted_mixed_raw,relation_g015_source_claim,future_alignment,0.038264837116003036
relation_graph,reextracted_mixed_raw,relation_g015_weak_distractor,future_alignment,0.021097540855407715
relation_graph,reextracted_mixed_raw,relation_g023_clean,future_alignment,0.019498558714985847
relation_graph,reextracted_mixed_raw,relation_g023_closure_override,future_alignment,0.012706933543086052
relation_graph,reextracted_mixed_raw,relation_g023_closure_update,future_alignment,0.018684783950448036
relation_graph,reextracted_mixed_raw,relation_g023_competition_balanced,future_alignment,0.02542293444275856
relation_graph,reextracted_mixed_raw,relation_g023_direct_conflict,future_alignment,0.022386273369193077
relation_graph,reextracted_mixed_raw,relation_g023_equal_evidence,future_alignment,0.03556056320667267
relation_graph,reextracted_mixed_raw,relation_g023_exception_override,future_alignment,0.014735116623342037
relation_graph,reextracted_mixed_raw,relation_g023_irrelevant,future_alignment,0.02064185030758381
relation_graph,reextracted_mixed_raw,relation_g023_paraphrase,future_alignment,0.009080645628273487
relation_graph,reextracted_mixed_raw,relation_g023_rename,future_alignment,0.007526840548962355
relation_graph,reextracted_mixed_raw,relation_g023_source_claim,future_alignment,0.03438765928149223
relation_graph,reextracted_mixed_raw,relation_g023_weak_distractor,future_alignment,0.016942445188760757
relation_graph,reextracted_mixed_raw,relation_g025_clean,future_alignment,0.029352817684412003
relation_graph,reextracted_mixed_raw,relation_g025_closure_override,future_alignment,0.022994589060544968
relation_graph,reextracted_mixed_raw,relation_g025_closure_update,future_alignment,0.024403166025877
relation_graph,reextracted_mixed_raw,relation_g025_competition_balanced,future_alignment,0.02140817977488041
relation_graph,reextracted_mixed_raw,relation_g025_direct_conflict,future_alignment,0.024700580164790154
relation_graph,reextracted_mixed_raw,relation_g025_equal_evidence,future_alignment,0.023881124332547188
relation_graph,reextracted_mixed_raw,relation_g025_exception_override,future_alignment,0.019786382094025612
relation_graph,reextracted_mixed_raw,relation_g025_irrelevant,future_alignment,0.021200111135840416
relation_graph,reextracted_mixed_raw,relation_g025_paraphrase,future_alignment,0.011736171320080757
relation_graph,reextracted_mixed_raw,relation_g025_rename,future_alignment,0.015349464491009712
relation_graph,reextracted_mixed_raw,relation_g025_source_claim,future_alignment,0.030063267797231674
relation_graph,reextracted_mixed_raw,relation_g025_weak_distractor,future_alignment,0.027178987860679626
relation_graph,reextracted_mixed_raw,relation_g026_clean,future_alignment,0.020767074078321457
relation_graph,reextracted_mixed_raw,relation_g026_closure_override,future_alignment,0.014553816057741642
relation_graph,reextracted_mixed_raw,relation_g026_closure_update,future_alignment,0.01678716018795967
relation_graph,reextracted_mixed_raw,relation_g026_competition_balanced,future_alignment,0.026280194520950317
relation_graph,reextracted_mixed_raw,relation_g026_direct_conflict,future_alignment,0.0190987978130579
relation_graph,reextracted_mixed_raw,relation_g026_equal_evidence,future_alignment,0.03491765633225441
relation_graph,reextracted_mixed_raw,relation_g026_exception_override,future_alignment,0.014965447597205639
relation_graph,reextracted_mixed_raw,relation_g026_irrelevant,future_alignment,0.017299873754382133
relation_graph,reextracted_mixed_raw,relation_g026_paraphrase,future_alignment,0.01438748836517334
relation_graph,reextracted_mixed_raw,relation_g026_rename,future_alignment,0.016758402809500694
relation_graph,reextracted_mixed_raw,relation_g026_source_claim,future_alignment,0.03692549839615822
relation_graph,reextracted_mixed_raw,relation_g026_weak_distractor,future_alignment,0.020503239706158638
relation_graph,reextracted_mixed_raw,relation_g051_clean,future_alignment,0.01403893530368805
relation_graph,reextracted_mixed_raw,relation_g051_closure_override,future_alignment,0.008693397045135498
relation_graph,reextracted_mixed_raw,relation_g051_closure_update,future_alignment,0.00989024993032217
relation_graph,reextracted_mixed_raw,relation_g051_competition_balanced,future_alignment,0.01696688123047352
relation_graph,reextracted_mixed_raw,relation_g051_direct_conflict,future_alignment,0.016294479370117188
relation_graph,reextracted_mixed_raw,relation_g051_equal_evidence,future_alignment,0.024900143966078758
relation_graph,reextracted_mixed_raw,relation_g051_exception_override,future_alignment,0.013909785076975822
relation_graph,reextracted_mixed_raw,relation_g051_irrelevant,future_alignment,0.015818169340491295
relation_graph,reextracted_mixed_raw,relation_g051_paraphrase,future_alignment,0.006617090664803982
relation_graph,reextracted_mixed_raw,relation_g051_rename,future_alignment,0.008839445188641548
relation_graph,reextracted_mixed_raw,relation_g051_source_claim,future_alignment,0.030859218910336494
relation_graph,reextracted_mixed_raw,relation_g051_weak_distractor,future_alignment,0.012339827604591846
relation_graph,reextracted_mixed_raw,relation_g063_clean,future_alignment,0.027343928813934326
relation_graph,reextracted_mixed_raw,relation_g063_closure_override,future_alignment,0.016322007402777672
relation_graph,reextracted_mixed_raw,relation_g063_closure_update,future_alignment,0.017254894599318504
relation_graph,reextracted_mixed_raw,relation_g063_competition_balanced,future_alignment,0.02858830988407135
relation_graph,reextracted_mixed_raw,relation_g063_direct_conflict,future_alignment,0.02545355074107647
relation_graph,reextracted_mixed_raw,relation_g063_equal_evidence,future_alignment,0.03397289663553238
relation_graph,reextracted_mixed_raw,relation_g063_exception_override,future_alignment,0.018015922978520393
relation_graph,reextracted_mixed_raw,relation_g063_irrelevant,future_alignment,0.020896855741739273
relation_graph,reextracted_mixed_raw,relation_g063_paraphrase,future_alignment,0.01112392358481884
relation_graph,reextracted_mixed_raw,relation_g063_rename,future_alignment,0.019385719671845436
relation_graph,reextracted_mixed_raw,relation_g063_source_claim,future_alignment,0.04048852249979973
relation_graph,reextracted_mixed_raw,relation_g063_weak_distractor,future_alignment,0.022929880768060684
relation_graph,reextracted_mixed_raw,relation_g000_clean,leave_one_out_alignment,0.032654162496328354
relation_graph,reextracted_mixed_raw,relation_g000_closure_override,leave_one_out_alignment,0.03383302688598633
relation_graph,reextracted_mixed_raw,relation_g000_closure_update,leave_one_out_alignment,0.024743497371673584
relation_graph,reextracted_mixed_raw,relation_g000_competition_balanced,leave_one_out_alignment,0.02447241172194481
relation_graph,reextracted_mixed_raw,relation_g000_direct_conflict,leave_one_out_alignment,0.03044518269598484
relation_graph,reextracted_mixed_raw,relation_g000_equal_evidence,leave_one_out_alignment,0.03818891569972038
relation_graph,reextracted_mixed_raw,relation_g000_exception_override,leave_one_out_alignment,0.030896572396159172
relation_graph,reextracted_mixed_raw,relation_g000_irrelevant,leave_one_out_alignment,0.03202855587005615
relation_graph,reextracted_mixed_raw,relation_g000_paraphrase,leave_one_out_alignment,0.023667633533477783
relation_graph,reextracted_mixed_raw,relation_g000_rename,leave_one_out_alignment,0.022932281717658043
relation_graph,reextracted_mixed_raw,relation_g000_source_claim,leave_one_out_alignment,0.04273397848010063
relation_graph,reextracted_mixed_raw,relation_g000_weak_distractor,leave_one_out_alignment,0.033972661942243576
relation_graph,reextracted_mixed_raw,relation_g002_clean,leave_one_out_alignment,0.03684033080935478
relation_graph,reextracted_mixed_raw,relation_g002_closure_override,leave_one_out_alignment,0.028537128120660782
relation_graph,reextracted_mixed_raw,relation_g002_closure_update,leave_one_out_alignment,0.032777089625597
relation_graph,reextracted_mixed_raw,relation_g002_competition_balanced,leave_one_out_alignment,0.03811066970229149
relation_graph,reextracted_mixed_raw,relation_g002_direct_conflict,leave_one_out_alignment,0.03631997108459473
relation_graph,reextracted_mixed_raw,relation_g002_equal_evidence,leave_one_out_alignment,0.053642597049474716
relation_graph,reextracted_mixed_raw,relation_g002_exception_override,leave_one_out_alignment,0.030906803905963898
relation_graph,reextracted_mixed_raw,relation_g002_irrelevant,leave_one_out_alignment,0.038431331515312195
relation_graph,reextracted_mixed_raw,relation_g002_paraphrase,leave_one_out_alignment,0.02598770707845688
