task,prompt_id,positive_norm_step_fraction,final_to_initial_norm_ratio,raw_future_alignment,raw_leave_one_out_alignment
lexical_category,lexical_006_untrusted_conflict,1.0,14.534193992614746,-0.0641554445028305,-0.09001033753156662
lexical_category,lexical_006_asserted_conflict,1.0,14.662986755371094,-0.05946335196495056,-0.08529071509838104
lexical_category,lexical_006_explicit_correction,0.9333333333333333,14.429659843444824,-0.0631931722164154,-0.08854415267705917
lexical_category,lexical_006_final_recheck,1.0,15.310847282409668,-0.06003264710307121,-0.08686449378728867
lexical_category,lexical_007_clean,1.0,15.377532958984375,-0.06096228212118149,-0.0852065235376358
lexical_category,lexical_007_paraphrase,1.0,15.071436882019043,-0.058237191289663315,-0.08416363596916199
lexical_category,lexical_007_untrusted_conflict,1.0,14.689461708068848,-0.06379835307598114,-0.08905952423810959
lexical_category,lexical_007_asserted_conflict,1.0,14.868789672851562,-0.05918978527188301,-0.08460001647472382
lexical_category,lexical_007_explicit_correction,1.0,14.633237838745117,-0.06360582262277603,-0.08866195380687714
lexical_category,lexical_007_final_recheck,1.0,15.524165153503418,-0.05998992174863815,-0.08630752563476562
lexical_category,lexical_008_clean,1.0,15.577776908874512,-0.05589352175593376,-0.08001460880041122
lexical_category,lexical_008_paraphrase,1.0,15.283467292785645,-0.054266419261693954,-0.08035167306661606
lexical_category,lexical_008_untrusted_conflict,1.0,14.954324722290039,-0.06111926585435867,-0.08699682354927063
lexical_category,lexical_008_asserted_conflict,1.0,15.09113883972168,-0.05479929596185684,-0.07923837751150131
lexical_category,lexical_008_explicit_correction,0.9333333333333333,14.784664154052734,-0.059452321380376816,-0.08432687819004059
lexical_category,lexical_008_final_recheck,1.0,15.902148246765137,-0.05592950060963631,-0.08145798742771149
lexical_category,lexical_009_clean,1.0,14.679509162902832,-0.0636463612318039,-0.09106603264808655
lexical_category,lexical_009_paraphrase,1.0,15.088716506958008,-0.056444551795721054,-0.08330395817756653
lexical_category,lexical_009_untrusted_conflict,1.0,14.816216468811035,-0.058737099170684814,-0.08378719538450241
lexical_category,lexical_009_asserted_conflict,1.0,14.730677604675293,-0.05714143067598343,-0.08305736631155014
lexical_category,lexical_009_explicit_correction,1.0,14.634419441223145,-0.06033804640173912,-0.08562485873699188
lexical_category,lexical_009_final_recheck,1.0,15.591606140136719,-0.05734163522720337,-0.08360397815704346
lexical_category,lexical_010_clean,1.0,15.700742721557617,-0.06037690117955208,-0.08449768275022507
lexical_category,lexical_010_paraphrase,1.0,15.191394805908203,-0.056874070316553116,-0.08287746459245682
lexical_category,lexical_010_untrusted_conflict,1.0,15.186553955078125,-0.063053198158741,-0.0876346006989479
lexical_category,lexical_010_asserted_conflict,1.0,15.476089477539062,-0.056359488517045975,-0.079920694231987
lexical_category,lexical_010_explicit_correction,0.9333333333333333,15.066642761230469,-0.061742451041936874,-0.08584992587566376
lexical_category,lexical_010_final_recheck,1.0,15.960691452026367,-0.05777537450194359,-0.08314725756645203
lexical_category,lexical_011_clean,1.0,15.209224700927734,-0.06006505340337753,-0.08478821814060211
lexical_category,lexical_011_paraphrase,1.0,15.0702486038208,-0.05392027273774147,-0.07965536415576935
lexical_category,lexical_011_untrusted_conflict,1.0,14.923456192016602,-0.06233503296971321,-0.08687016367912292
lexical_category,lexical_011_asserted_conflict,1.0,14.668092727661133,-0.06054318696260452,-0.08653416484594345
lexical_category,lexical_011_explicit_correction,0.9333333333333333,14.640045166015625,-0.06106109544634819,-0.08551113307476044
lexical_category,lexical_011_final_recheck,1.0,15.484689712524414,-0.057943109422922134,-0.08370769768953323
lexical_category,lexical_012_clean,1.0,15.525188446044922,-0.054737068712711334,-0.07696568220853806
lexical_category,lexical_012_paraphrase,1.0,15.629847526550293,-0.04984239488840103,-0.07339613139629364
lexical_category,lexical_012_untrusted_conflict,1.0,15.256608963012695,-0.05694275349378586,-0.07936051487922668
lexical_category,lexical_012_asserted_conflict,1.0,15.119074821472168,-0.05429111048579216,-0.07722464948892593
lexical_category,lexical_012_explicit_correction,0.9333333333333333,15.066546440124512,-0.05638163536787033,-0.07844104617834091
lexical_category,lexical_012_final_recheck,1.0,15.832854270935059,-0.0562356635928154,-0.08134676516056061
lexical_category,lexical_013_clean,1.0,15.342411994934082,-0.061262309551239014,-0.08669308573007584
lexical_category,lexical_013_paraphrase,1.0,14.835997581481934,-0.059103332459926605,-0.08636439591646194
lexical_category,lexical_013_untrusted_conflict,1.0,14.96401596069336,-0.06406363099813461,-0.08985868096351624
lexical_category,lexical_013_asserted_conflict,1.0,14.944589614868164,-0.05879213660955429,-0.08426035195589066
lexical_category,lexical_013_explicit_correction,0.9333333333333333,14.72942066192627,-0.06319110840559006,-0.08880143612623215
lexical_category,lexical_013_final_recheck,1.0,15.38014030456543,-0.061222393065690994,-0.08853320777416229
lexical_category,lexical_014_clean,1.0,15.78354263305664,-0.059204284101724625,-0.08292872458696365
lexical_category,lexical_014_paraphrase,1.0,15.410839080810547,-0.054881006479263306,-0.08006813377141953
lexical_category,lexical_014_untrusted_conflict,1.0,15.220831871032715,-0.06115420535206795,-0.08550039678812027
lexical_category,lexical_014_asserted_conflict,1.0,15.246012687683105,-0.057191167026758194,-0.08128390461206436
lexical_category,lexical_014_explicit_correction,0.9333333333333333,14.86536693572998,-0.06290002167224884,-0.0874478816986084
lexical_category,lexical_014_final_recheck,1.0,15.778959274291992,-0.058573346585035324,-0.08453856408596039
lexical_category,lexical_015_clean,1.0,15.505785942077637,-0.056929558515548706,-0.0808948203921318
lexical_category,lexical_015_paraphrase,1.0,15.274266242980957,-0.05371451750397682,-0.07946830242872238
lexical_category,lexical_015_untrusted_conflict,1.0,15.10672664642334,-0.060457468032836914,-0.08527671545743942
lexical_category,lexical_015_asserted_conflict,1.0,15.092782020568848,-0.05467061325907707,-0.07909958809614182
lexical_category,lexical_015_explicit_correction,0.9333333333333333,14.758721351623535,-0.05952546373009682,-0.08394193649291992
lexical_category,lexical_015_final_recheck,1.0,15.6871337890625,-0.05713457614183426,-0.0829634740948677
arithmetic_addition,arith_000_clean,1.0,17.591215133666992,-0.040628015995025635,-0.058692533522844315
arithmetic_addition,arith_000_paraphrase,1.0,17.435640335083008,-0.03957906365394592,-0.05767793580889702
arithmetic_addition,arith_000_untrusted_conflict,1.0,17.064945220947266,-0.038318682461977005,-0.05631239712238312
arithmetic_addition,arith_000_asserted_conflict,1.0,16.412460327148438,-0.044778235256671906,-0.06497064977884293
arithmetic_addition,arith_000_explicit_correction,1.0,16.920948028564453,-0.03942062333226204,-0.05751466378569603
arithmetic_addition,arith_000_final_recheck,1.0,17.085336685180664,-0.04572141170501709,-0.06565184891223907
arithmetic_addition,arith_001_clean,1.0,17.95014762878418,-0.038991741836071014,-0.05616873502731323
arithmetic_addition,arith_001_paraphrase,1.0,17.43996810913086,-0.039389465004205704,-0.05715539678931236
arithmetic_addition,arith_001_untrusted_conflict,1.0,17.210250854492188,-0.03633462265133858,-0.05364155396819115
arithmetic_addition,arith_001_asserted_conflict,1.0,17.09168815612793,-0.04031383618712425,-0.05841132253408432
arithmetic_addition,arith_001_explicit_correction,1.0,17.2032527923584,-0.03653140738606453,-0.05362333357334137
arithmetic_addition,arith_001_final_recheck,1.0,17.32438850402832,-0.043576210737228394,-0.06263570487499237
arithmetic_addition,arith_002_clean,1.0,17.7392635345459,-0.03755245730280876,-0.05516386404633522
arithmetic_addition,arith_002_paraphrase,1.0,17.38430404663086,-0.03802880644798279,-0.055884018540382385
arithmetic_addition,arith_002_untrusted_conflict,1.0,17.131500244140625,-0.03481742739677429,-0.052249059081077576
arithmetic_addition,arith_002_asserted_conflict,1.0,16.890445709228516,-0.04020129516720772,-0.059037089347839355
arithmetic_addition,arith_002_explicit_correction,1.0,17.183834075927734,-0.03538474813103676,-0.052726950496435165
arithmetic_addition,arith_002_final_recheck,1.0,17.222196578979492,-0.04270089417695999,-0.062181856483221054
arithmetic_addition,arith_003_clean,1.0,17.737350463867188,-0.03847679868340492,-0.0562390498816967
arithmetic_addition,arith_003_paraphrase,1.0,17.348234176635742,-0.039609815925359726,-0.05806827172636986
arithmetic_addition,arith_003_untrusted_conflict,1.0,17.028772354125977,-0.03606206178665161,-0.05397414788603783
arithmetic_addition,arith_003_asserted_conflict,1.0,16.809106826782227,-0.041225023567676544,-0.06018656864762306
arithmetic_addition,arith_003_explicit_correction,1.0,17.10889434814453,-0.03622939810156822,-0.05379033461213112
arithmetic_addition,arith_003_final_recheck,1.0,17.251785278320312,-0.04333556815981865,-0.06283845752477646
arithmetic_addition,arith_004_clean,1.0,17.69911766052246,-0.038723174482584,-0.056386031210422516
arithmetic_addition,arith_004_paraphrase,1.0,17.424779891967773,-0.0388542003929615,-0.05666021630167961
arithmetic_addition,arith_004_untrusted_conflict,1.0,17.174306869506836,-0.03493467718362808,-0.052134010940790176
arithmetic_addition,arith_004_asserted_conflict,1.0,16.67351722717285,-0.04213469848036766,-0.0614568367600441
arithmetic_addition,arith_004_explicit_correction,1.0,17.186016082763672,-0.03582004830241203,-0.0529317706823349
arithmetic_addition,arith_004_final_recheck,1.0,17.066293716430664,-0.042895592749118805,-0.062410641461610794
arithmetic_addition,arith_005_clean,1.0,17.63600730895996,-0.03711521998047829,-0.05473252758383751
arithmetic_addition,arith_005_paraphrase,1.0,17.39520263671875,-0.0373755507171154,-0.055068742483854294
arithmetic_addition,arith_005_untrusted_conflict,1.0,17.117300033569336,-0.03396167233586311,-0.05100034549832344
arithmetic_addition,arith_005_asserted_conflict,1.0,16.69190788269043,-0.040941350162029266,-0.06005852669477463
arithmetic_addition,arith_005_explicit_correction,1.0,17.17850685119629,-0.03507208451628685,-0.052150700241327286
arithmetic_addition,arith_005_final_recheck,1.0,17.15654945373535,-0.04232921078801155,-0.06158006563782692
arithmetic_addition,arith_006_clean,1.0,17.420326232910156,-0.037409160286188126,-0.05565043166279793
arithmetic_addition,arith_006_paraphrase,1.0,17.292287826538086,-0.0364784374833107,-0.05433855578303337
arithmetic_addition,arith_006_untrusted_conflict,1.0,17.112722396850586,-0.03469955921173096,-0.05216832458972931
arithmetic_addition,arith_006_asserted_conflict,1.0,16.50482940673828,-0.04185221344232559,-0.06173300743103027
arithmetic_addition,arith_006_explicit_correction,1.0,17.07091522216797,-0.034624289721250534,-0.0520586296916008
arithmetic_addition,arith_006_final_recheck,1.0,17.02542495727539,-0.04332935810089111,-0.06331836432218552
arithmetic_addition,arith_007_clean,1.0,17.942996978759766,-0.03794663026928902,-0.055145688354969025
arithmetic_addition,arith_007_paraphrase,1.0,17.577659606933594,-0.036628544330596924,-0.053836073726415634
arithmetic_addition,arith_007_untrusted_conflict,1.0,17.433149337768555,-0.035088665783405304,-0.05182570219039917
arithmetic_addition,arith_007_asserted_conflict,1.0,17.09862518310547,-0.03973614051938057,-0.05780692398548126
arithmetic_addition,arith_007_explicit_correction,1.0,17.526283264160156,-0.03480035439133644,-0.05115799978375435
arithmetic_addition,arith_007_final_recheck,1.0,17.527841567993164,-0.04221620410680771,-0.06081472709774971
arithmetic_addition,arith_008_clean,1.0,17.581104278564453,-0.039722930639982224,-0.05805317685008049
arithmetic_addition,arith_008_paraphrase,1.0,17.472047805786133,-0.039460428059101105,-0.057791490107774734
arithmetic_addition,arith_008_untrusted_conflict,1.0,16.95692253112793,-0.03752864524722099,-0.05595576763153076
arithmetic_addition,arith_008_asserted_conflict,1.0,16.481645584106445,-0.043955739587545395,-0.0641467347741127
arithmetic_addition,arith_008_explicit_correction,1.0,16.936729431152344,-0.038838084787130356,-0.05717972666025162
arithmetic_addition,arith_008_final_recheck,1.0,17.053245544433594,-0.04482322931289673,-0.06520547717809677
arithmetic_addition,arith_009_clean,1.0,17.934059143066406,-0.03934989497065544,-0.05675492808222771
arithmetic_addition,arith_009_paraphrase,1.0,17.710363388061523,-0.039051078259944916,-0.056489504873752594
arithmetic_addition,arith_009_untrusted_conflict,1.0,17.21625518798828,-0.036433447152376175,-0.05386478453874588
arithmetic_addition,arith_009_asserted_conflict,1.0,17.011072158813477,-0.04063671827316284,-0.058975331485271454
arithmetic_addition,arith_009_explicit_correction,1.0,17.200700759887695,-0.03707859292626381,-0.05435324087738991
arithmetic_addition,arith_009_final_recheck,1.0,17.277441024780273,-0.04394013434648514,-0.06328839808702469
arithmetic_addition,arith_010_clean,1.0,17.453914642333984,-0.03800405189394951,-0.05616411194205284
arithmetic_addition,arith_010_paraphrase,1.0,17.427345275878906,-0.03753745183348656,-0.05543474107980728
arithmetic_addition,arith_010_untrusted_conflict,1.0,16.94402503967285,-0.03520263358950615,-0.05313919857144356
arithmetic_addition,arith_010_asserted_conflict,1.0,16.523094177246094,-0.04186046123504639,-0.061502017080783844
arithmetic_addition,arith_010_explicit_correction,1.0,17.143173217773438,-0.03492078557610512,-0.0522225946187973
arithmetic_addition,arith_010_final_recheck,1.0,16.85735511779785,-0.04347778484225273,-0.06371024996042252
arithmetic_addition,arith_011_clean,1.0,17.715211868286133,-0.037555936723947525,-0.05555427074432373
arithmetic_addition,arith_011_paraphrase,1.0,17.58451271057129,-0.03755103424191475,-0.05549810454249382
arithmetic_addition,arith_011_untrusted_conflict,1.0,16.981063842773438,-0.03559350222349167,-0.053823478519916534
arithmetic_addition,arith_011_asserted_conflict,1.0,16.76993179321289,-0.040663786232471466,-0.05981732904911041
arithmetic_addition,arith_011_explicit_correction,1.0,17.144601821899414,-0.03534789755940437,-0.05300706997513771
arithmetic_addition,arith_011_final_recheck,1.0,17.13386344909668,-0.04344591498374939,-0.06338968127965927
arithmetic_addition,arith_012_clean,1.0,17.332775115966797,-0.03823516517877579,-0.05685534328222275
arithmetic_addition,arith_012_paraphrase,1.0,17.280597686767578,-0.03771060332655907,-0.055808402597904205
arithmetic_addition,arith_012_untrusted_conflict,1.0,16.866666793823242,-0.03513052314519882,-0.05333387106657028
arithmetic_addition,arith_012_asserted_conflict,1.0,16.42816925048828,-0.04214608669281006,-0.06227845698595047
arithmetic_addition,arith_012_explicit_correction,1.0,16.941360473632812,-0.03555982932448387,-0.05354825034737587
arithmetic_addition,arith_012_final_recheck,1.0,16.78265953063965,-0.0441320464015007,-0.06479372829198837
arithmetic_addition,arith_013_clean,1.0,17.451032638549805,-0.036732640117406845,-0.054968930780887604
arithmetic_addition,arith_013_paraphrase,1.0,17.345335006713867,-0.03653806820511818,-0.054503895342350006
