prompt_id,graph_id,condition,mechanism,clean_label,conflict_label,DeltaU,final_clean_logit,final_conflict_logit,pair_choice,control,final_margin,baseline_DeltaU,baseline_margin,baseline_pair_choice,margin_shift,DeltaU_shift,pair_flip,crossed
g009_weak_distractor,9,weak_distractor,competition,East,West,6.054040908813477,29.703125,29.3125,clean,none,0.390625,6.054041,0.390625,clean,0.0,0.0,False,False
g009_competition_balanced,9,competition_balanced,competition,East,West,1.5606328248977661,28.328125,28.5,conflict,none,-0.171875,1.5606328,-0.171875,conflict,0.0,0.0,False,False
g009_direct_conflict,9,direct_conflict,competition,East,West,-1.0705692768096924,29.765625,32.8125,conflict,none,-3.046875,-1.0283391,-3.0,conflict,-0.046875,-0.04223012924194336,False,False
g009_closure_update,9,closure_update,closure,East,West,-4.104164123535156,27.609375,31.75,conflict,none,-4.140625,-4.1351614,-4.125,conflict,-0.015625,0.030997276306152344,False,False
g009_closure_override,9,closure_override,closure,East,West,-3.027529001235962,27.59375,30.546875,conflict,none,-2.953125,-3.027529,-2.953125,conflict,0.0,0.0,False,False
g009_exception_override,9,exception_override,closure,East,West,-2.4365603923797607,27.984375,31.203125,conflict,none,-3.21875,-2.4365604,-3.21875,conflict,0.0,0.0,False,False
g010_clean,10,clean,stable,Copper,Silver,3.467188596725464,27.296875,24.890625,clean,none,2.40625,3.495271,2.4375,clean,-0.03125,-0.02808237075805664,False,False
g010_redundant,10,redundant,stable,Copper,Silver,3.7185940742492676,26.53125,23.484375,clean,none,3.046875,3.7045782,3.046875,clean,0.0,0.014015913009643555,False,False
g010_irrelevant,10,irrelevant,stable,Copper,Silver,-0.12392354011535645,28.578125,28.296875,clean,none,0.28125,-0.07840395,0.328125,clean,-0.046875,-0.04551959037780762,False,False
g010_paraphrase,10,paraphrase,stable,Copper,Silver,4.19760799407959,22.234375,20.03125,clean,none,2.203125,4.197529,2.203125,clean,0.0,7.915496826171875e-05,False,False
g010_weak_distractor,10,weak_distractor,competition,Copper,Silver,-0.42563414573669434,27.40625,26.953125,clean,none,0.453125,-0.42563415,0.453125,clean,0.0,0.0,False,False
g010_competition_balanced,10,competition_balanced,competition,Copper,Silver,-6.301116943359375,26.484375,28.40625,conflict,none,-1.921875,-6.301117,-1.921875,conflict,0.0,0.0,False,False
g010_direct_conflict,10,direct_conflict,competition,Copper,Silver,-6.980221748352051,28.03125,30.59375,conflict,none,-2.5625,-6.977228,-2.5625,conflict,0.0,-0.0029935836791992188,False,False
g010_closure_update,10,closure_update,closure,Copper,Silver,-8.299162864685059,26.0625,29.734375,conflict,none,-3.671875,-8.323872,-3.671875,conflict,0.0,0.02470874786376953,False,False
g010_closure_override,10,closure_override,closure,Copper,Silver,-12.235185623168945,23.171875,30.421875,conflict,none,-7.25,-12.2482815,-7.28125,conflict,0.03125,0.013095855712890625,False,False
g010_exception_override,10,exception_override,closure,Copper,Silver,-11.397862434387207,24.03125,30.515625,conflict,none,-6.484375,-11.376898,-6.453125,conflict,-0.03125,-0.020964622497558594,False,False
g011_clean,11,clean,stable,Gold,Iron,3.4952709674835205,28.578125,28.109375,clean,none,0.46875,3.495271,0.46875,clean,0.0,0.0,False,False
g011_redundant,11,redundant,stable,Gold,Iron,7.8735246658325195,27.109375,24.484375,clean,none,2.625,7.8735247,2.625,clean,0.0,0.0,False,False
g011_irrelevant,11,irrelevant,stable,Gold,Iron,1.3065130710601807,27.09375,27.84375,conflict,none,-0.75,1.3633282,-0.703125,conflict,-0.046875,-0.056815147399902344,False,False
g011_paraphrase,11,paraphrase,stable,Gold,Iron,12.784934997558594,22.609375,18.9375,clean,none,3.671875,12.814719,3.671875,clean,0.0,-0.029784202575683594,False,False
g011_weak_distractor,11,weak_distractor,competition,Gold,Iron,-3.5915334224700928,26.90625,29.5625,conflict,none,-2.65625,-3.5915334,-2.65625,conflict,0.0,0.0,False,False
g011_competition_balanced,11,competition_balanced,competition,Gold,Iron,-7.37583065032959,26.328125,30.984375,conflict,none,-4.65625,-7.3758307,-4.65625,conflict,0.0,0.0,False,False
g011_direct_conflict,11,direct_conflict,competition,Gold,Iron,-8.744494438171387,26.75,32.4375,conflict,none,-5.6875,-8.708853,-5.65625,conflict,-0.03125,-0.03564167022705078,False,False
g011_closure_update,11,closure_update,closure,Gold,Iron,-9.97377872467041,24.625,30.796875,conflict,none,-6.171875,-10.01165,-6.1875,conflict,0.015625,0.037871360778808594,False,False
g011_closure_override,11,closure_override,closure,Gold,Iron,-9.275544166564941,22.203125,28.546875,conflict,none,-6.34375,-9.275544,-6.34375,conflict,0.0,0.0,False,False
g011_exception_override,11,exception_override,closure,Gold,Iron,-8.380213737487793,23.28125,29.296875,conflict,none,-6.015625,-8.380214,-6.015625,conflict,0.0,0.0,False,False
g012_clean,12,clean,stable,Red,Blue,3.4952709674835205,28.15625,30.734375,conflict,none,-2.578125,3.495271,-2.578125,conflict,0.0,0.0,False,False
g012_redundant,12,redundant,stable,Red,Blue,7.340967178344727,26.6875,27.46875,conflict,none,-0.78125,7.340967,-0.78125,conflict,0.0,0.0,False,False
g012_irrelevant,12,irrelevant,stable,Red,Blue,4.795533180236816,29.90625,31.359375,conflict,none,-1.453125,4.711311,-1.5,conflict,0.046875,0.08422231674194336,False,False
g012_paraphrase,12,paraphrase,stable,Red,Blue,14.489919662475586,24.46875,22.46875,clean,none,2.0,14.482175,1.984375,clean,0.015625,0.007744789123535156,False,False
g012_weak_distractor,12,weak_distractor,competition,Red,Blue,5.415931701660156,29.265625,31.171875,conflict,none,-1.90625,5.4159317,-1.90625,conflict,0.0,0.0,False,False
g012_competition_balanced,12,competition_balanced,competition,Red,Blue,-1.2854554653167725,28.78125,33.5625,conflict,none,-4.78125,-1.2854555,-4.78125,conflict,0.0,0.0,False,False
g012_direct_conflict,12,direct_conflict,competition,Red,Blue,0.6321780681610107,30.5625,34.71875,conflict,none,-4.15625,0.6360116,-4.140625,conflict,-0.015625,-0.0038335323333740234,False,False
g012_closure_update,12,closure_update,closure,Red,Blue,-2.1366560459136963,27.484375,33.8125,conflict,none,-6.328125,-2.1299484,-6.34375,conflict,0.015625,-0.006707668304443359,False,False
g012_closure_override,12,closure_override,closure,Red,Blue,-4.983823776245117,26.65625,33.3125,conflict,none,-6.65625,-4.9807224,-6.6875,conflict,0.03125,-0.003101348876953125,False,False
g012_exception_override,12,exception_override,closure,Red,Blue,-3.5052664279937744,27.0625,32.34375,conflict,none,-5.28125,-3.5078032,-5.28125,conflict,0.0,0.002536773681640625,False,False
g015_clean,15,clean,stable,East,West,3.4952709674835205,28.296875,29.921875,conflict,none,-1.625,3.495271,-1.625,conflict,0.0,0.0,False,False
g015_redundant,15,redundant,stable,East,West,8.279629707336426,27.078125,26.6875,clean,none,0.390625,8.27963,0.390625,clean,0.0,0.0,False,False
g015_irrelevant,15,irrelevant,stable,East,West,4.085055351257324,28.640625,30.1875,conflict,none,-1.546875,4.0555944,-1.5625,conflict,0.015625,0.029460906982421875,False,False
g015_paraphrase,15,paraphrase,stable,East,West,13.31622314453125,25.828125,23.46875,clean,none,2.359375,13.304433,2.34375,clean,0.015625,0.011790275573730469,False,False
g015_weak_distractor,15,weak_distractor,competition,East,West,8.139717102050781,28.6875,28.890625,conflict,none,-0.203125,8.139717,-0.203125,conflict,0.0,0.0,False,False
g015_competition_balanced,15,competition_balanced,competition,East,West,0.8146922588348389,26.859375,29.90625,conflict,none,-3.046875,0.81469226,-3.046875,conflict,0.0,0.0,False,False
g015_direct_conflict,15,direct_conflict,competition,East,West,-0.17377471923828125,28.140625,32.875,conflict,none,-4.734375,-0.19223309,-4.734375,conflict,0.0,0.01845836639404297,False,False
g015_closure_update,15,closure_update,closure,East,West,-3.554110288619995,26.375,31.609375,conflict,none,-5.234375,-3.5890043,-5.25,conflict,0.015625,0.03489398956298828,False,False
g015_closure_override,15,closure_override,closure,East,West,-1.3475396633148193,27.0625,30.96875,conflict,none,-3.90625,-1.3303244,-3.90625,conflict,0.0,-0.017215251922607422,False,False
g015_exception_override,15,exception_override,closure,East,West,-0.9844300746917725,27.0625,31.53125,conflict,none,-4.46875,-0.99696517,-4.5,conflict,0.03125,0.01253509521484375,False,False
g018_clean,18,clean,stable,Red,Blue,3.4952709674835205,30.84375,31.40625,conflict,none,-0.5625,3.495271,-0.5625,conflict,0.0,0.0,False,False
g018_redundant,18,redundant,stable,Red,Blue,4.6773681640625,27.9375,28.234375,conflict,none,-0.296875,4.677368,-0.296875,conflict,0.0,0.0,False,False
g018_irrelevant,18,irrelevant,stable,Red,Blue,1.9070124626159668,30.3125,31.25,conflict,none,-0.9375,1.9220909,-0.921875,conflict,-0.015625,-0.015078425407409668,False,False
g018_paraphrase,18,paraphrase,stable,Red,Blue,10.33973503112793,24.546875,22.96875,clean,none,1.578125,10.336089,1.578125,clean,0.0,0.0036458969116210938,False,False
g018_weak_distractor,18,weak_distractor,competition,Red,Blue,3.1466028690338135,29.96875,30.90625,conflict,none,-0.9375,3.1466029,-0.9375,conflict,0.0,0.0,False,False
g018_competition_balanced,18,competition_balanced,competition,Red,Blue,-4.348142623901367,28.90625,33.40625,conflict,none,-4.5,-4.3481426,-4.5,conflict,0.0,0.0,False,False
g018_direct_conflict,18,direct_conflict,competition,Red,Blue,-3.7741811275482178,30.515625,34.84375,conflict,none,-4.328125,-3.8105252,-4.328125,conflict,0.0,0.036344051361083984,False,False
g018_closure_update,18,closure_update,closure,Red,Blue,-6.069292068481445,27.875,33.6875,conflict,none,-5.8125,-6.0861673,-5.828125,conflict,0.015625,0.016875267028808594,False,False
g018_closure_override,18,closure_override,closure,Red,Blue,-9.297332763671875,26.21875,33.15625,conflict,none,-6.9375,-9.324281,-6.96875,conflict,0.03125,0.026947975158691406,False,False
g018_exception_override,18,exception_override,closure,Red,Blue,-7.352646827697754,27.234375,32.28125,conflict,none,-5.046875,-7.338928,-5.03125,conflict,-0.015625,-0.013718605041503906,False,False
g022_clean,22,clean,stable,Copper,Silver,3.4952709674835205,27.71875,25.578125,clean,none,2.140625,3.495271,2.140625,clean,0.0,0.0,False,False
g022_redundant,22,redundant,stable,Copper,Silver,4.085284233093262,27.03125,23.9375,clean,none,3.09375,4.085284,3.09375,clean,0.0,0.0,False,False
g022_irrelevant,22,irrelevant,stable,Copper,Silver,-3.7418582439422607,27.640625,29.640625,conflict,none,-2.0,-3.7418582,-2.0,conflict,0.0,0.0,False,False
g022_paraphrase,22,paraphrase,stable,Copper,Silver,6.10159969329834,23.09375,20.28125,clean,none,2.8125,6.1015997,2.8125,clean,0.0,0.0,False,False
g022_weak_distractor,22,weak_distractor,competition,Copper,Silver,-1.6720306873321533,27.34375,27.765625,conflict,none,-0.421875,-1.6720307,-0.421875,conflict,0.0,0.0,False,False
g022_competition_balanced,22,competition_balanced,competition,Copper,Silver,-7.228989601135254,25.9375,29.84375,conflict,none,-3.90625,-7.2289896,-3.90625,conflict,0.0,0.0,False,False
g022_direct_conflict,22,direct_conflict,competition,Copper,Silver,-8.948246002197266,27.40625,31.890625,conflict,none,-4.484375,-8.948246,-4.484375,conflict,0.0,0.0,False,False
g022_closure_update,22,closure_update,closure,Copper,Silver,-7.5754852294921875,27.046875,30.6875,conflict,none,-3.640625,-7.575485,-3.640625,conflict,0.0,0.0,False,False
g022_closure_override,22,closure_override,closure,Copper,Silver,-11.751530647277832,22.421875,31.078125,conflict,none,-8.65625,-11.774934,-8.703125,conflict,0.046875,0.023403167724609375,False,False
g022_exception_override,22,exception_override,closure,Copper,Silver,-9.052284240722656,24.34375,29.453125,conflict,none,-5.109375,-9.058747,-5.09375,conflict,-0.015625,0.006463050842285156,False,False
g026_clean,26,clean,stable,North,South,3.4952709674835205,31.640625,31.28125,clean,none,0.359375,3.495271,0.359375,clean,0.0,0.0,False,False
g026_redundant,26,redundant,stable,North,South,2.9581851959228516,28.4375,28.625,conflict,none,-0.1875,2.9581852,-0.1875,conflict,0.0,0.0,False,False
g026_irrelevant,26,irrelevant,stable,North,South,2.813063859939575,31.046875,31.21875,conflict,none,-0.171875,2.8187804,-0.171875,conflict,0.0,-0.005716562271118164,False,False
g026_paraphrase,26,paraphrase,stable,North,South,10.656087875366211,25.03125,22.578125,clean,none,2.453125,10.676745,2.484375,clean,-0.03125,-0.02065753936767578,False,False
g026_weak_distractor,26,weak_distractor,competition,North,South,2.4064412117004395,29.453125,29.90625,conflict,none,-0.453125,2.4064412,-0.453125,conflict,0.0,0.0,False,False
g026_competition_balanced,26,competition_balanced,competition,North,South,-2.396186113357544,28.546875,30.40625,conflict,none,-1.859375,-2.396186,-1.859375,conflict,0.0,0.0,False,False
g026_direct_conflict,26,direct_conflict,competition,North,South,-3.2429521083831787,30.359375,33.34375,conflict,none,-2.984375,-3.2580984,-2.953125,conflict,-0.03125,0.015146255493164062,False,False
g026_closure_update,26,closure_update,closure,North,South,-4.405980110168457,28.796875,32.5625,conflict,none,-3.765625,-4.399946,-3.75,conflict,-0.015625,-0.006033897399902344,False,False
g026_closure_override,26,closure_override,closure,North,South,-5.7831573486328125,27.53125,31.78125,conflict,none,-4.25,-5.7831573,-4.25,conflict,0.0,0.0,False,False
g026_exception_override,26,exception_override,closure,North,South,-5.382358551025391,27.875,32.0,conflict,none,-4.125,-5.3823586,-4.125,conflict,0.0,0.0,False,False
g030_clean,30,clean,stable,Red,Blue,3.4952709674835205,30.78125,31.921875,conflict,none,-1.140625,3.495271,-1.140625,conflict,0.0,0.0,False,False
g030_redundant,30,redundant,stable,Red,Blue,5.143794536590576,27.78125,28.234375,conflict,none,-0.453125,5.1437945,-0.453125,conflict,0.0,0.0,False,False
g030_irrelevant,30,irrelevant,stable,Red,Blue,3.8748934268951416,31.1875,31.9375,conflict,none,-0.75,3.8748934,-0.75,conflict,0.0,0.0,False,False
g030_paraphrase,30,paraphrase,stable,Red,Blue,11.599575996398926,24.5625,23.1875,clean,none,1.375,11.599576,1.375,clean,0.0,0.0,False,False
g030_weak_distractor,30,weak_distractor,competition,Red,Blue,5.7252607345581055,30.984375,31.015625,conflict,none,-0.03125,5.7252607,-0.03125,conflict,0.0,0.0,False,False
g030_competition_balanced,30,competition_balanced,competition,Red,Blue,-0.865088701248169,30.578125,33.375,conflict,none,-2.796875,-0.8650887,-2.796875,conflict,0.0,0.0,False,False
g030_direct_conflict,30,direct_conflict,competition,Red,Blue,-0.8364236354827881,31.734375,35.03125,conflict,none,-3.296875,-0.83642364,-3.296875,conflict,0.0,0.0,False,False
g030_closure_update,30,closure_update,closure,Red,Blue,-4.739243507385254,28.625,35.1875,conflict,none,-6.5625,-4.7392435,-6.5625,conflict,0.0,0.0,False,False
g030_closure_override,30,closure_override,closure,Red,Blue,-7.247322082519531,27.109375,33.65625,conflict,none,-6.546875,-7.247322,-6.546875,conflict,0.0,0.0,False,False
g030_exception_override,30,exception_override,closure,Red,Blue,-4.444272994995117,28.296875,32.78125,conflict,none,-4.484375,-4.444273,-4.484375,conflict,0.0,0.0,False,False
g031_clean,31,clean,stable,Green,Yellow,3.4952709674835205,30.28125,31.125,conflict,none,-0.84375,3.495271,-0.84375,conflict,0.0,0.0,False,False
g031_redundant,31,redundant,stable,Green,Yellow,3.7909748554229736,28.0,27.96875,clean,none,0.03125,3.7909749,0.03125,clean,0.0,0.0,False,False
g031_irrelevant,31,irrelevant,stable,Green,Yellow,2.198375940322876,28.34375,29.03125,conflict,none,-0.6875,2.198376,-0.6875,conflict,0.0,0.0,False,False
g031_paraphrase,31,paraphrase,stable,Green,Yellow,7.841601371765137,24.453125,22.3125,clean,none,2.140625,7.8416014,2.140625,clean,0.0,0.0,False,False
g031_weak_distractor,31,weak_distractor,competition,Green,Yellow,1.782978892326355,29.875,30.84375,conflict,none,-0.96875,1.7829789,-0.96875,conflict,0.0,0.0,False,False
g031_competition_balanced,31,competition_balanced,competition,Green,Yellow,-1.3062231540679932,30.15625,33.25,conflict,none,-3.09375,-1.3062232,-3.09375,conflict,0.0,0.0,False,False
g031_direct_conflict,31,direct_conflict,competition,Green,Yellow,-3.8512723445892334,30.5,36.0,conflict,none,-5.5,-3.8512723,-5.5,conflict,0.0,0.0,False,False
g031_closure_update,31,closure_update,closure,Green,Yellow,-4.66166877746582,29.375,34.96875,conflict,none,-5.59375,-4.661669,-5.59375,conflict,0.0,0.0,False,False
g031_closure_override,31,closure_override,closure,Green,Yellow,-2.8919718265533447,27.203125,32.125,conflict,none,-4.921875,-2.8919718,-4.921875,conflict,0.0,0.0,False,False
g031_exception_override,31,exception_override,closure,Green,Yellow,-0.49578857421875,28.734375,31.1875,conflict,none,-2.453125,-0.49578857,-2.453125,conflict,0.0,0.0,False,False
g033_clean,33,clean,stable,East,West,3.4952709674835205,30.546875,31.140625,conflict,none,-0.59375,3.495271,-0.59375,conflict,0.0,0.0,False,False
g033_redundant,33,redundant,stable,East,West,6.087080955505371,28.125,27.484375,clean,none,0.640625,6.087081,0.640625,clean,0.0,0.0,False,False
g033_irrelevant,33,irrelevant,stable,East,West,6.076740741729736,30.453125,29.96875,clean,none,0.484375,6.0934787,0.484375,clean,0.0,-0.016737937927246094,False,False
g033_paraphrase,33,paraphrase,stable,East,West,11.02966594696045,25.203125,23.0,clean,none,2.203125,11.013279,2.1875,clean,0.015625,0.016386985778808594,False,False
g033_weak_distractor,33,weak_distractor,competition,East,West,5.332298278808594,29.921875,30.03125,conflict,none,-0.109375,5.3322983,-0.109375,conflict,0.0,0.0,False,False
g033_competition_balanced,33,competition_balanced,competition,East,West,0.8189816474914551,28.109375,29.40625,conflict,none,-1.296875,0.81898165,-1.296875,conflict,0.0,0.0,False,False
g033_direct_conflict,33,direct_conflict,competition,East,West,-0.7763736248016357,29.875,33.15625,conflict,none,-3.28125,-0.79759717,-3.296875,conflict,0.015625,0.02122354507446289,False,False
g033_closure_update,33,closure_update,closure,East,West,-7.275203704833984,26.25,32.5625,conflict,none,-6.3125,-7.288171,-6.34375,conflict,0.03125,0.012967109680175781,False,False
g033_closure_override,33,closure_override,closure,East,West,-3.169189214706421,27.953125,31.140625,conflict,none,-3.1875,-3.1929362,-3.1875,conflict,0.0,0.023746967315673828,False,False
g033_exception_override,33,exception_override,closure,East,West,-1.4423058032989502,28.40625,31.125,conflict,none,-2.71875,-1.4375846,-2.703125,conflict,-0.015625,-0.004721164703369141,False,False
g039_clean,39,clean,stable,East,West,3.4952709674835205,29.375,29.765625,conflict,none,-0.390625,3.495271,-0.390625,conflict,0.0,0.0,False,False
g039_redundant,39,redundant,stable,East,West,6.897496223449707,27.421875,26.28125,clean,none,1.140625,6.897496,1.140625,clean,0.0,0.0,False,False
g039_irrelevant,39,irrelevant,stable,East,West,6.455056667327881,28.765625,27.84375,clean,none,0.921875,6.4550567,0.921875,clean,0.0,0.0,False,False
g039_paraphrase,39,paraphrase,stable,East,West,10.949810028076172,24.03125,21.328125,clean,none,2.703125,10.94981,2.703125,clean,0.0,0.0,False,False
g039_weak_distractor,39,weak_distractor,competition,East,West,2.597266674041748,28.4375,29.1875,conflict,none,-0.75,2.5972667,-0.75,conflict,0.0,0.0,False,False
g039_competition_balanced,39,competition_balanced,competition,East,West,-0.04208040237426758,26.953125,28.03125,conflict,none,-1.078125,-0.042080402,-1.078125,conflict,0.0,0.0,False,False
g039_direct_conflict,39,direct_conflict,competition,East,West,-2.3907740116119385,28.8125,32.84375,conflict,none,-4.03125,-2.390774,-4.03125,conflict,0.0,0.0,False,False
g039_closure_update,39,closure_update,closure,East,West,-7.997766494750977,25.3125,31.5,conflict,none,-6.1875,-7.9977665,-6.1875,conflict,0.0,0.0,False,False
g039_closure_override,39,closure_override,closure,East,West,-5.96975040435791,26.921875,31.59375,conflict,none,-4.671875,-5.9697504,-4.671875,conflict,0.0,0.0,False,False
g039_exception_override,39,exception_override,closure,East,West,-3.8801333904266357,26.765625,30.4375,conflict,none,-3.671875,-3.8801334,-3.671875,conflict,0.0,0.0,False,False
g040_clean,40,clean,stable,Copper,Silver,3.4952709674835205,26.625,24.546875,clean,none,2.078125,3.495271,2.078125,clean,0.0,0.0,False,False
g040_redundant,40,redundant,stable,Copper,Silver,2.692309856414795,27.28125,24.8125,clean,none,2.46875,2.6923099,2.46875,clean,0.0,0.0,False,False
g040_irrelevant,40,irrelevant,stable,Copper,Silver,-1.3239648342132568,27.734375,27.4375,clean,none,0.296875,-1.3239648,0.296875,clean,0.0,0.0,False,False
g040_paraphrase,40,paraphrase,stable,Copper,Silver,3.896790027618408,22.734375,19.765625,clean,none,2.96875,3.89679,2.96875,clean,0.0,0.0,False,False
g040_weak_distractor,40,weak_distractor,competition,Copper,Silver,-0.9814102649688721,26.921875,26.859375,clean,none,0.0625,-0.98141026,0.0625,clean,0.0,0.0,False,False
g040_competition_balanced,40,competition_balanced,competition,Copper,Silver,-7.4433441162109375,27.171875,30.21875,conflict,none,-3.046875,-7.443344,-3.046875,conflict,0.0,0.0,False,False
g040_direct_conflict,40,direct_conflict,competition,Copper,Silver,-9.537818908691406,29.0,33.09375,conflict,none,-4.09375,-9.537819,-4.09375,conflict,0.0,0.0,False,False
g040_closure_update,40,closure_update,closure,Copper,Silver,-12.480260848999023,26.5,32.5,conflict,none,-6.0,-12.480261,-6.0,conflict,0.0,0.0,False,False
g040_closure_override,40,closure_override,closure,Copper,Silver,-14.055628776550293,23.1875,31.71875,conflict,none,-8.53125,-14.042981,-8.515625,conflict,-0.015625,-0.012647628784179688,False,False
g040_exception_override,40,exception_override,closure,Copper,Silver,-12.395964622497559,24.0,29.75,conflict,none,-5.75,-12.403008,-5.75,conflict,0.0,0.0070438385009765625,False,False
g042_clean,42,clean,stable,Red,Blue,3.4407315254211426,28.390625,30.40625,conflict,none,-2.015625,3.495271,-1.984375,conflict,-0.03125,-0.05453944206237793,False,False
g042_redundant,42,redundant,stable,Red,Blue,5.507929801940918,26.109375,27.0625,conflict,none,-0.953125,5.4796944,-0.953125,conflict,0.0,0.028235435485839844,False,False
g042_irrelevant,42,irrelevant,stable,Red,Blue,4.532653331756592,28.953125,30.015625,conflict,none,-1.0625,4.5326533,-1.0625,conflict,0.0,0.0,False,False
g042_paraphrase,42,paraphrase,stable,Red,Blue,13.212347984313965,23.8125,22.28125,clean,none,1.53125,13.212348,1.53125,clean,0.0,0.0,False,False
g042_weak_distractor,42,weak_distractor,competition,Red,Blue,6.974923133850098,29.28125,29.703125,conflict,none,-0.421875,6.974923,-0.421875,conflict,0.0,0.0,False,False
g042_competition_balanced,42,competition_balanced,competition,Red,Blue,0.41002583503723145,29.34375,31.859375,conflict,none,-2.515625,0.41002584,-2.515625,conflict,0.0,0.0,False,False
g042_direct_conflict,42,direct_conflict,competition,Red,Blue,-0.3877115249633789,30.140625,33.625,conflict,none,-3.484375,-0.40222287,-3.484375,conflict,0.0,0.014511346817016602,False,False
g042_closure_update,42,closure_update,closure,Red,Blue,-2.5267140865325928,27.03125,32.75,conflict,none,-5.71875,-2.5156581,-5.703125,conflict,-0.015625,-0.011055946350097656,False,False
g042_closure_override,42,closure_override,closure,Red,Blue,-6.063312530517578,26.09375,32.5625,conflict,none,-6.46875,-6.048564,-6.453125,conflict,-0.015625,-0.014748573303222656,False,False
g042_exception_override,42,exception_override,closure,Red,Blue,-4.930805206298828,27.34375,32.375,conflict,none,-5.03125,-4.896579,-5.046875,conflict,0.015625,-0.034226417541503906,False,False
g045_clean,45,clean,stable,East,West,3.471040725708008,29.65625,29.890625,conflict,none,-0.234375,3.495271,-0.21875,conflict,-0.015625,-0.024230241775512695,False,False
