prompt_id,graph_id,condition,mechanism,clean_label,conflict_label,DeltaU,final_clean_logit,final_conflict_logit,pair_choice,action_label,alpha,beta,final_margin,baseline_margin,margin_shift,dose,crossed
g005_irrelevant,5,irrelevant,stable,Gold,Iron,3.4834909439086914,24.5625,28.28125,conflict,a0.0_b0.0,0.0,0.0,-3.71875,-3.71875,0.0,0.0,False
g005_paraphrase,5,paraphrase,stable,Gold,Iron,22.438762664794922,23.859375,20.234375,clean,a0.0_b0.0,0.0,0.0,3.625,3.625,0.0,0.0,False
g005_weak_distractor,5,weak_distractor,competition,Gold,Iron,1.453749179840088,24.71875,29.859375,conflict,a0.0_b0.0,0.0,0.0,-5.140625,-5.140625,0.0,0.0,False
g005_competition_balanced,5,competition_balanced,competition,Gold,Iron,-1.5089986324310303,25.09375,30.859375,conflict,a0.0_b0.0,0.0,0.0,-5.765625,-5.765625,0.0,0.0,False
g005_direct_conflict,5,direct_conflict,competition,Gold,Iron,-4.573086738586426,23.859375,33.03125,conflict,a0.0_b0.0,0.0,0.0,-9.171875,-9.171875,0.0,0.0,False
g005_closure_update,5,closure_update,closure,Gold,Iron,-4.9788618087768555,22.9375,31.0,conflict,a0.0_b0.0,0.0,0.0,-8.0625,-8.0625,0.0,0.0,False
g005_closure_override,5,closure_override,closure,Gold,Iron,-3.055508852005005,21.703125,29.21875,conflict,a0.0_b0.0,0.0,0.0,-7.515625,-7.515625,0.0,0.0,False
g005_exception_override,5,exception_override,closure,Gold,Iron,-1.2776939868927002,22.796875,29.375,conflict,a0.0_b0.0,0.0,0.0,-6.578125,-6.578125,0.0,0.0,False
g006_clean,6,clean,stable,Red,Blue,3.4952709674835205,29.1875,32.40625,conflict,a0.0_b0.0,0.0,0.0,-3.21875,-3.21875,0.0,0.0,False
g006_redundant,6,redundant,stable,Red,Blue,7.034708023071289,26.703125,27.859375,conflict,a0.0_b0.0,0.0,0.0,-1.15625,-1.15625,0.0,0.0,False
g006_irrelevant,6,irrelevant,stable,Red,Blue,5.432849884033203,30.328125,32.0625,conflict,a0.0_b0.0,0.0,0.0,-1.734375,-1.734375,0.0,0.0,False
g006_paraphrase,6,paraphrase,stable,Red,Blue,13.197785377502441,21.875,21.515625,clean,a0.0_b0.0,0.0,0.0,0.359375,0.359375,0.0,0.0,False
g006_weak_distractor,6,weak_distractor,competition,Red,Blue,7.534389495849609,29.65625,31.109375,conflict,a0.0_b0.0,0.0,0.0,-1.453125,-1.453125,0.0,0.0,False
g006_competition_balanced,6,competition_balanced,competition,Red,Blue,1.0741300582885742,29.09375,32.5,conflict,a0.0_b0.0,0.0,0.0,-3.40625,-3.40625,0.0,0.0,False
g006_direct_conflict,6,direct_conflict,competition,Red,Blue,2.2450294494628906,31.28125,34.3125,conflict,a0.0_b0.0,0.0,0.0,-3.03125,-3.03125,0.0,0.0,False
g006_closure_update,6,closure_update,closure,Red,Blue,-1.733093500137329,27.28125,34.59375,conflict,a0.0_b0.0,0.0,0.0,-7.3125,-7.3125,0.0,0.0,False
g006_closure_override,6,closure_override,closure,Red,Blue,-5.495786666870117,26.421875,33.28125,conflict,a0.0_b0.0,0.0,0.0,-6.859375,-6.859375,0.0,0.0,False
g006_exception_override,6,exception_override,closure,Red,Blue,-3.2885901927948,27.5625,32.9375,conflict,a0.0_b0.0,0.0,0.0,-5.375,-5.375,0.0,0.0,False
g007_clean,7,clean,stable,Green,Yellow,3.4952709674835205,29.046875,28.921875,clean,a0.0_b0.0,0.0,0.0,0.125,0.125,0.0,0.0,False
g007_redundant,7,redundant,stable,Green,Yellow,4.332200050354004,27.015625,26.546875,clean,a0.0_b0.0,0.0,0.0,0.46875,0.46875,0.0,0.0,False
g007_irrelevant,7,irrelevant,stable,Green,Yellow,1.5684863328933716,27.1875,27.640625,conflict,a0.0_b0.0,0.0,0.0,-0.453125,-0.453125,0.0,0.0,False
g007_paraphrase,7,paraphrase,stable,Green,Yellow,6.131335735321045,22.609375,20.921875,clean,a0.0_b0.0,0.0,0.0,1.6875,1.6875,0.0,0.0,False
g007_weak_distractor,7,weak_distractor,competition,Green,Yellow,0.8770036697387695,27.78125,29.5625,conflict,a0.0_b0.0,0.0,0.0,-1.78125,-1.78125,0.0,0.0,False
g007_competition_balanced,7,competition_balanced,competition,Green,Yellow,-1.2022721767425537,28.546875,31.296875,conflict,a0.0_b0.0,0.0,0.0,-2.75,-2.75,0.0,0.0,False
g007_direct_conflict,7,direct_conflict,competition,Green,Yellow,-3.0967442989349365,28.875,33.875,conflict,a0.0_b0.0,0.0,0.0,-5.0,-5.0,0.0,0.0,False
g007_closure_update,7,closure_update,closure,Green,Yellow,-6.022052764892578,27.0625,33.625,conflict,a0.0_b0.0,0.0,0.0,-6.5625,-6.5625,0.0,0.0,False
g007_closure_override,7,closure_override,closure,Green,Yellow,-3.151724100112915,26.359375,30.96875,conflict,a0.0_b0.0,0.0,0.0,-4.609375,-4.609375,0.0,0.0,False
g007_exception_override,7,exception_override,closure,Green,Yellow,-1.9642117023468018,27.859375,30.78125,conflict,a0.0_b0.0,0.0,0.0,-2.921875,-2.921875,0.0,0.0,False
g008_clean,8,clean,stable,North,South,3.4952709674835205,30.71875,32.375,conflict,a0.0_b0.0,0.0,0.0,-1.65625,-1.65625,0.0,0.0,False
g008_redundant,8,redundant,stable,North,South,3.4085757732391357,27.75,28.140625,conflict,a0.0_b0.0,0.0,0.0,-0.390625,-0.390625,0.0,0.0,False
g008_irrelevant,8,irrelevant,stable,North,South,2.493523120880127,29.609375,32.28125,conflict,a0.0_b0.0,0.0,0.0,-2.671875,-2.671875,0.0,0.0,False
g008_paraphrase,8,paraphrase,stable,North,South,7.919225692749023,23.125,21.453125,clean,a0.0_b0.0,0.0,0.0,1.671875,1.671875,0.0,0.0,False
g008_weak_distractor,8,weak_distractor,competition,North,South,2.178250312805176,28.921875,30.734375,conflict,a0.0_b0.0,0.0,0.0,-1.8125,-1.8125,0.0,0.0,False
g008_competition_balanced,8,competition_balanced,competition,North,South,-2.2621376514434814,27.6875,30.59375,conflict,a0.0_b0.0,0.0,0.0,-2.90625,-2.90625,0.0,0.0,False
g008_direct_conflict,8,direct_conflict,competition,North,South,-3.9524900913238525,29.0,33.65625,conflict,a0.0_b0.0,0.0,0.0,-4.65625,-4.65625,0.0,0.0,False
g008_closure_update,8,closure_update,closure,North,South,-4.8870954513549805,25.984375,31.796875,conflict,a0.0_b0.0,0.0,0.0,-5.8125,-5.8125,0.0,0.0,False
g008_closure_override,8,closure_override,closure,North,South,-5.283344268798828,26.359375,31.25,conflict,a0.0_b0.0,0.0,0.0,-4.890625,-4.890625,0.0,0.0,False
g008_exception_override,8,exception_override,closure,North,South,-4.624044418334961,27.5625,32.21875,conflict,a0.0_b0.0,0.0,0.0,-4.65625,-4.65625,0.0,0.0,False
g013_clean,13,clean,stable,Green,Yellow,3.4952709674835205,29.890625,30.6875,conflict,a0.0_b0.0,0.0,0.0,-0.796875,-0.796875,0.0,0.0,False
g013_redundant,13,redundant,stable,Green,Yellow,4.599536418914795,27.4375,27.359375,clean,a0.0_b0.0,0.0,0.0,0.078125,0.078125,0.0,0.0,False
g013_irrelevant,13,irrelevant,stable,Green,Yellow,1.304245948791504,27.875,29.34375,conflict,a0.0_b0.0,0.0,0.0,-1.46875,-1.46875,0.0,0.0,False
g013_paraphrase,13,paraphrase,stable,Green,Yellow,7.546957015991211,24.34375,22.0,clean,a0.0_b0.0,0.0,0.0,2.34375,2.34375,0.0,0.0,False
g013_weak_distractor,13,weak_distractor,competition,Green,Yellow,2.6099603176116943,28.84375,29.71875,conflict,a0.0_b0.0,0.0,0.0,-0.875,-0.875,0.0,0.0,False
g013_competition_balanced,13,competition_balanced,competition,Green,Yellow,-2.0713698863983154,29.203125,33.1875,conflict,a0.0_b0.0,0.0,0.0,-3.984375,-3.984375,0.0,0.0,False
g013_direct_conflict,13,direct_conflict,competition,Green,Yellow,-3.291168451309204,29.828125,35.09375,conflict,a0.0_b0.0,0.0,0.0,-5.265625,-5.265625,0.0,0.0,False
g013_closure_update,13,closure_update,closure,Green,Yellow,-3.6575772762298584,27.90625,33.0,conflict,a0.0_b0.0,0.0,0.0,-5.09375,-5.09375,0.0,0.0,False
g013_closure_override,13,closure_override,closure,Green,Yellow,-2.718879461288452,27.234375,31.8125,conflict,a0.0_b0.0,0.0,0.0,-4.578125,-4.578125,0.0,0.0,False
g013_exception_override,13,exception_override,closure,Green,Yellow,-2.2302119731903076,27.453125,31.046875,conflict,a0.0_b0.0,0.0,0.0,-3.59375,-3.59375,0.0,0.0,False
g014_clean,14,clean,stable,North,South,3.4952709674835205,30.921875,31.0625,conflict,a0.0_b0.0,0.0,0.0,-0.140625,-0.140625,0.0,0.0,False
g014_redundant,14,redundant,stable,North,South,2.3111653327941895,28.21875,28.71875,conflict,a0.0_b0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,False
g014_irrelevant,14,irrelevant,stable,North,South,4.658863067626953,30.671875,31.0625,conflict,a0.0_b0.0,0.0,0.0,-0.390625,-0.390625,0.0,0.0,False
g014_paraphrase,14,paraphrase,stable,North,South,10.624780654907227,26.09375,23.046875,clean,a0.0_b0.0,0.0,0.0,3.046875,3.046875,0.0,0.0,False
g014_weak_distractor,14,weak_distractor,competition,North,South,3.0833888053894043,29.09375,29.671875,conflict,a0.0_b0.0,0.0,0.0,-0.578125,-0.578125,0.0,0.0,False
g014_competition_balanced,14,competition_balanced,competition,North,South,-3.7315967082977295,27.71875,30.90625,conflict,a0.0_b0.0,0.0,0.0,-3.1875,-3.1875,0.0,0.0,False
g014_direct_conflict,14,direct_conflict,competition,North,South,-4.376216888427734,28.96875,33.0,conflict,a0.0_b0.0,0.0,0.0,-4.03125,-4.03125,0.0,0.0,False
g014_closure_update,14,closure_update,closure,North,South,-4.517203330993652,28.28125,32.375,conflict,a0.0_b0.0,0.0,0.0,-4.09375,-4.09375,0.0,0.0,False
g014_closure_override,14,closure_override,closure,North,South,-6.488117218017578,26.84375,31.71875,conflict,a0.0_b0.0,0.0,0.0,-4.875,-4.875,0.0,0.0,False
g014_exception_override,14,exception_override,closure,North,South,-5.858157157897949,27.28125,31.90625,conflict,a0.0_b0.0,0.0,0.0,-4.625,-4.625,0.0,0.0,False
g016_clean,16,clean,stable,Copper,Silver,3.509320020675659,26.53125,25.015625,clean,a0.0_b0.0,0.0,0.0,1.515625,1.515625,0.0,0.0,False
g016_redundant,16,redundant,stable,Copper,Silver,4.273115158081055,26.1875,23.953125,clean,a0.0_b0.0,0.0,0.0,2.234375,2.21875,0.015625,0.0,False
g016_irrelevant,16,irrelevant,stable,Copper,Silver,-3.189380407333374,28.0625,30.96875,conflict,a0.0_b0.0,0.0,0.0,-2.90625,-2.859375,-0.046875,0.0,False
g016_paraphrase,16,paraphrase,stable,Copper,Silver,7.800407409667969,23.109375,19.890625,clean,a0.0_b0.0,0.0,0.0,3.21875,3.21875,0.0,0.0,False
g016_weak_distractor,16,weak_distractor,competition,Copper,Silver,-2.3206489086151123,26.296875,28.203125,conflict,a0.0_b0.0,0.0,0.0,-1.90625,-1.90625,0.0,0.0,False
g016_competition_balanced,16,competition_balanced,competition,Copper,Silver,-6.731048583984375,25.984375,30.5,conflict,a0.0_b0.0,0.0,0.0,-4.515625,-4.515625,0.0,0.0,False
g016_direct_conflict,16,direct_conflict,competition,Copper,Silver,-6.880454063415527,27.40625,31.421875,conflict,a0.0_b0.0,0.0,0.0,-4.015625,-3.984375,-0.03125,0.0,False
g016_closure_update,16,closure_update,closure,Copper,Silver,-7.931277275085449,26.578125,31.703125,conflict,a0.0_b0.0,0.0,0.0,-5.125,-5.09375,-0.03125,0.0,False
g016_closure_override,16,closure_override,closure,Copper,Silver,-10.949644088745117,23.078125,31.03125,conflict,a0.0_b0.0,0.0,0.0,-7.953125,-7.96875,0.015625,0.0,False
g016_exception_override,16,exception_override,closure,Copper,Silver,-9.636377334594727,23.984375,30.234375,conflict,a0.0_b0.0,0.0,0.0,-6.25,-6.25,0.0,0.0,False
g017_clean,17,clean,stable,Gold,Iron,3.4952709674835205,25.921875,30.375,conflict,a0.0_b0.0,0.0,0.0,-4.453125,-4.453125,0.0,0.0,False
g017_redundant,17,redundant,stable,Gold,Iron,7.330442428588867,24.734375,26.609375,conflict,a0.0_b0.0,0.0,0.0,-1.875,-1.875,0.0,0.0,False
g017_irrelevant,17,irrelevant,stable,Gold,Iron,3.5409276485443115,25.40625,29.234375,conflict,a0.0_b0.0,0.0,0.0,-3.828125,-3.796875,-0.03125,0.0,False
g017_paraphrase,17,paraphrase,stable,Gold,Iron,23.952922821044922,23.828125,18.796875,clean,a0.0_b0.0,0.0,0.0,5.03125,5.03125,0.0,0.0,False
g017_weak_distractor,17,weak_distractor,competition,Gold,Iron,-0.7432749271392822,23.390625,30.21875,conflict,a0.0_b0.0,0.0,0.0,-6.828125,-6.828125,0.0,0.0,False
g017_competition_balanced,17,competition_balanced,competition,Gold,Iron,-4.642967224121094,23.625,32.71875,conflict,a0.0_b0.0,0.0,0.0,-9.09375,-9.09375,0.0,0.0,False
g017_direct_conflict,17,direct_conflict,competition,Gold,Iron,-3.905188798904419,24.09375,33.75,conflict,a0.0_b0.0,0.0,0.0,-9.65625,-9.640625,-0.015625,0.0,False
g017_closure_update,17,closure_update,closure,Gold,Iron,-3.643420457839966,23.0625,31.984375,conflict,a0.0_b0.0,0.0,0.0,-8.921875,-8.9375,0.015625,0.0,False
g017_closure_override,17,closure_override,closure,Gold,Iron,-3.0530760288238525,22.40625,29.515625,conflict,a0.0_b0.0,0.0,0.0,-7.109375,-7.09375,-0.015625,0.0,False
g017_exception_override,17,exception_override,closure,Gold,Iron,-0.7550084590911865,22.921875,29.109375,conflict,a0.0_b0.0,0.0,0.0,-6.1875,-6.203125,0.015625,0.0,False
g019_clean,19,clean,stable,Green,Yellow,3.4952709674835205,30.921875,32.21875,conflict,a0.0_b0.0,0.0,0.0,-1.296875,-1.296875,0.0,0.0,False
g019_redundant,19,redundant,stable,Green,Yellow,3.447899341583252,27.515625,28.046875,conflict,a0.0_b0.0,0.0,0.0,-0.53125,-0.53125,0.0,0.0,False
g019_irrelevant,19,irrelevant,stable,Green,Yellow,1.331256628036499,27.65625,29.265625,conflict,a0.0_b0.0,0.0,0.0,-1.609375,-1.609375,0.0,0.0,False
g019_paraphrase,19,paraphrase,stable,Green,Yellow,6.724658012390137,24.09375,22.234375,clean,a0.0_b0.0,0.0,0.0,1.859375,1.859375,0.0,0.0,False
g019_weak_distractor,19,weak_distractor,competition,Green,Yellow,2.195038318634033,29.375,30.609375,conflict,a0.0_b0.0,0.0,0.0,-1.234375,-1.234375,0.0,0.0,False
g019_competition_balanced,19,competition_balanced,competition,Green,Yellow,-2.526970624923706,28.59375,33.4375,conflict,a0.0_b0.0,0.0,0.0,-4.84375,-4.84375,0.0,0.0,False
g019_direct_conflict,19,direct_conflict,competition,Green,Yellow,-4.472143173217773,29.171875,36.15625,conflict,a0.0_b0.0,0.0,0.0,-6.984375,-6.984375,0.0,0.0,False
g019_closure_update,19,closure_update,closure,Green,Yellow,-5.451869964599609,26.921875,34.0625,conflict,a0.0_b0.0,0.0,0.0,-7.140625,-7.140625,0.0,0.0,False
g019_closure_override,19,closure_override,closure,Green,Yellow,-3.918837785720825,26.28125,31.921875,conflict,a0.0_b0.0,0.0,0.0,-5.640625,-5.640625,0.0,0.0,False
g019_exception_override,19,exception_override,closure,Green,Yellow,-2.023216962814331,27.390625,30.75,conflict,a0.0_b0.0,0.0,0.0,-3.359375,-3.359375,0.0,0.0,False
g020_clean,20,clean,stable,North,South,3.4952709674835205,31.6875,32.125,conflict,a0.0_b0.0,0.0,0.0,-0.4375,-0.4375,0.0,0.0,False
g020_redundant,20,redundant,stable,North,South,2.768651008605957,29.125,29.828125,conflict,a0.0_b0.0,0.0,0.0,-0.703125,-0.703125,0.0,0.0,False
g020_irrelevant,20,irrelevant,stable,North,South,2.4275364875793457,30.640625,32.59375,conflict,a0.0_b0.0,0.0,0.0,-1.953125,-1.953125,0.0,0.0,False
g020_paraphrase,20,paraphrase,stable,North,South,9.343777656555176,25.234375,22.984375,clean,a0.0_b0.0,0.0,0.0,2.25,2.25,0.0,0.0,False
g020_weak_distractor,20,weak_distractor,competition,North,South,1.7860338687896729,29.78125,30.875,conflict,a0.0_b0.0,0.0,0.0,-1.09375,-1.09375,0.0,0.0,False
g020_competition_balanced,20,competition_balanced,competition,North,South,-2.3671910762786865,28.390625,30.9375,conflict,a0.0_b0.0,0.0,0.0,-2.546875,-2.546875,0.0,0.0,False
g020_direct_conflict,20,direct_conflict,competition,North,South,-3.8737633228302,29.421875,32.96875,conflict,a0.0_b0.0,0.0,0.0,-3.546875,-3.546875,0.0,0.0,False
g020_closure_update,20,closure_update,closure,North,South,-5.308502197265625,28.1875,32.28125,conflict,a0.0_b0.0,0.0,0.0,-4.09375,-4.09375,0.0,0.0,False
g020_closure_override,20,closure_override,closure,North,South,-6.471369743347168,26.84375,31.65625,conflict,a0.0_b0.0,0.0,0.0,-4.8125,-4.8125,0.0,0.0,False
g020_exception_override,20,exception_override,closure,North,South,-5.751806259155273,27.140625,31.203125,conflict,a0.0_b0.0,0.0,0.0,-4.0625,-4.0625,0.0,0.0,False
g021_clean,21,clean,stable,East,West,3.4952709674835205,30.234375,30.953125,conflict,a0.0_b0.0,0.0,0.0,-0.71875,-0.71875,0.0,0.0,False
g021_redundant,21,redundant,stable,East,West,7.508893013000488,28.296875,27.203125,clean,a0.0_b0.0,0.0,0.0,1.09375,1.09375,0.0,0.0,False
g021_irrelevant,21,irrelevant,stable,East,West,4.204512119293213,28.984375,29.859375,conflict,a0.0_b0.0,0.0,0.0,-0.875,-0.875,0.0,0.0,False
g021_paraphrase,21,paraphrase,stable,East,West,10.248394966125488,24.859375,22.84375,clean,a0.0_b0.0,0.0,0.0,2.015625,2.015625,0.0,0.0,False
g021_weak_distractor,21,weak_distractor,competition,East,West,5.643520355224609,29.8125,29.9375,conflict,a0.0_b0.0,0.0,0.0,-0.125,-0.125,0.0,0.0,False
g021_competition_balanced,21,competition_balanced,competition,East,West,0.6864426136016846,27.609375,29.5,conflict,a0.0_b0.0,0.0,0.0,-1.890625,-1.890625,0.0,0.0,False
g021_direct_conflict,21,direct_conflict,competition,East,West,-1.7808864116668701,29.25,33.46875,conflict,a0.0_b0.0,0.0,0.0,-4.21875,-4.21875,0.0,0.0,False
g021_closure_update,21,closure_update,closure,East,West,-6.330399513244629,26.21875,31.78125,conflict,a0.0_b0.0,0.0,0.0,-5.5625,-5.5625,0.0,0.0,False
g021_closure_override,21,closure_override,closure,East,West,-3.236612558364868,27.53125,31.15625,conflict,a0.0_b0.0,0.0,0.0,-3.625,-3.625,0.0,0.0,False
g021_exception_override,21,exception_override,closure,East,West,-2.3850972652435303,27.328125,30.734375,conflict,a0.0_b0.0,0.0,0.0,-3.40625,-3.40625,0.0,0.0,False
g023_clean,23,clean,stable,Gold,Iron,3.4952709674835205,28.109375,30.546875,conflict,a0.0_b0.0,0.0,0.0,-2.4375,-2.4375,0.0,0.0,False
g023_redundant,23,redundant,stable,Gold,Iron,6.474302291870117,26.015625,26.640625,conflict,a0.0_b0.0,0.0,0.0,-0.625,-0.625,0.0,0.0,False
g023_irrelevant,23,irrelevant,stable,Gold,Iron,2.981637716293335,26.203125,28.75,conflict,a0.0_b0.0,0.0,0.0,-2.546875,-2.546875,0.0,0.0,False
g023_paraphrase,23,paraphrase,stable,Gold,Iron,20.677492141723633,24.25,20.09375,clean,a0.0_b0.0,0.0,0.0,4.15625,4.140625,0.015625,0.0,False
g023_weak_distractor,23,weak_distractor,competition,Gold,Iron,-2.859880208969116,25.25,31.5625,conflict,a0.0_b0.0,0.0,0.0,-6.3125,-6.3125,0.0,0.0,False
g023_competition_balanced,23,competition_balanced,competition,Gold,Iron,-6.068513870239258,24.984375,32.9375,conflict,a0.0_b0.0,0.0,0.0,-7.953125,-7.953125,0.0,0.0,False
g023_direct_conflict,23,direct_conflict,competition,Gold,Iron,-8.631574630737305,23.890625,35.21875,conflict,a0.0_b0.0,0.0,0.0,-11.328125,-11.390625,0.0625,0.0,False
g023_closure_update,23,closure_update,closure,Gold,Iron,-5.386466979980469,23.859375,32.0,conflict,a0.0_b0.0,0.0,0.0,-8.140625,-8.15625,0.015625,0.0,False
g023_closure_override,23,closure_override,closure,Gold,Iron,-6.040173530578613,21.765625,30.296875,conflict,a0.0_b0.0,0.0,0.0,-8.53125,-8.53125,0.0,0.0,False
g023_exception_override,23,exception_override,closure,Gold,Iron,-4.564366340637207,22.84375,29.734375,conflict,a0.0_b0.0,0.0,0.0,-6.890625,-6.890625,0.0,0.0,False
g024_clean,24,clean,stable,Red,Blue,3.4763529300689697,29.8125,31.390625,conflict,a0.0_b0.0,0.0,0.0,-1.578125,-1.5625,-0.015625,0.0,False
g024_redundant,24,redundant,stable,Red,Blue,4.066116809844971,25.625,27.078125,conflict,a0.0_b0.0,0.0,0.0,-1.453125,-1.453125,0.0,0.0,False
g024_irrelevant,24,irrelevant,stable,Red,Blue,3.985412120819092,30.5,31.453125,conflict,a0.0_b0.0,0.0,0.0,-0.953125,-0.9375,-0.015625,0.0,False
g024_paraphrase,24,paraphrase,stable,Red,Blue,12.60518741607666,24.46875,22.3125,clean,a0.0_b0.0,0.0,0.0,2.15625,2.15625,0.0,0.0,False
g024_weak_distractor,24,weak_distractor,competition,Red,Blue,4.991942882537842,29.359375,30.28125,conflict,a0.0_b0.0,0.0,0.0,-0.921875,-0.921875,0.0,0.0,False
g024_competition_balanced,24,competition_balanced,competition,Red,Blue,-2.1481072902679443,29.65625,33.34375,conflict,a0.0_b0.0,0.0,0.0,-3.6875,-3.6875,0.0,0.0,False
g024_direct_conflict,24,direct_conflict,competition,Red,Blue,-1.452556848526001,30.859375,34.5,conflict,a0.0_b0.0,0.0,0.0,-3.640625,-3.625,-0.015625,0.0,False
