prompt_id,mechanism,best_action_label,best_alpha,best_beta,best_shift,best_abs_shift
g023_clean,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g023_closure_override,closure,a0.3_b0.3,0.3,0.3,28.13529109954834,28.13529109954834
g023_closure_update,closure,a0.3_b0.3,0.3,0.3,18.18375015258789,18.18375015258789
g023_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g023_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.04728507995605469,0.04728507995605469
g023_exception_override,closure,a0.3_b0.3,0.3,0.3,16.929561614990234,16.929561614990234
g023_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.07342529296875,0.07342529296875
g023_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.0535430908203125,0.0535430908203125
g023_redundant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g023_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g024_clean,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g024_closure_override,closure,a0.3_b0.3,0.3,0.3,11.756278991699219,11.756278991699219
g024_closure_update,closure,a0.0_b0.3,0.0,0.3,0.638397216796875,0.638397216796875
g024_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g024_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.11430931091308594,0.11430931091308594
g024_exception_override,closure,a0.3_b0.3,0.3,0.3,5.9061737060546875,5.9061737060546875
g024_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.17564010620117188,0.17564010620117188
g024_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.07120513916015625,0.07120513916015625
g024_redundant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g024_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g025_clean,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g025_closure_override,closure,a0.3_b0.3,0.3,0.3,30.118080139160156,30.118080139160156
g025_closure_update,closure,a0.3_b0.3,0.3,0.3,11.475191116333008,11.475191116333008
g025_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g025_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.146453857421875,0.146453857421875
g025_exception_override,closure,a0.3_b0.3,0.3,0.3,23.08306884765625,23.08306884765625
g025_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.31873512268066406,0.31873512268066406
g025_paraphrase,stable,a0.0_b0.0,0.0,0.0,-0.02272796630859375,0.02272796630859375
g025_redundant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g025_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g027_clean,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g027_closure_override,closure,a0.3_b0.3,0.3,0.3,20.27245330810547,20.27245330810547
g027_closure_update,closure,a0.3_b0.3,0.3,0.3,5.536228179931641,5.536228179931641
g027_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g027_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g027_exception_override,closure,a0.3_b0.3,0.3,0.3,10.213099479675293,10.213099479675293
g027_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g027_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g027_redundant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g027_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g028_clean,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g028_closure_override,closure,a0.0_b0.3,0.0,0.3,1.2794570922851562,1.2794570922851562
g028_closure_update,closure,a0.2_b0.3,0.2,0.3,2.7978515625,2.7978515625
g028_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g028_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g028_exception_override,closure,a0.0_b0.3,0.0,0.3,0.9597930908203125,0.9597930908203125
g028_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g028_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g028_redundant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g028_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g029_clean,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g029_closure_override,closure,a0.3_b0.3,0.3,0.3,24.155376434326172,24.155376434326172
g029_closure_update,closure,a0.3_b0.3,0.3,0.3,21.61257839202881,21.61257839202881
g029_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g029_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g029_exception_override,closure,a0.3_b0.3,0.3,0.3,21.041576385498047,21.041576385498047
g029_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g029_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g029_redundant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g029_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g032_clean,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g032_closure_override,closure,a0.3_b0.3,0.3,0.3,14.732715606689453,14.732715606689453
g032_closure_update,closure,a0.0_b0.3,0.0,0.3,0.9967799186706543,0.9967799186706543
g032_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g032_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g032_exception_override,closure,a0.3_b0.3,0.3,0.3,3.963512420654297,3.963512420654297
g032_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g032_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g032_redundant,stable,a0.0_b0.0,0.0,0.0,0.0,0.0
g032_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g034_clean,stable,a0.0_b0.0,0.0,0.0,0.15449142456054688,0.15449142456054688
g034_closure_override,closure,a0.3_b0.3,0.3,0.3,3.1150665283203125,3.1150665283203125
g034_closure_update,closure,a0.0_b0.3,0.0,0.3,1.625880241394043,1.625880241394043
g034_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0,0.0
g034_direct_conflict,competition,a0.0_b0.0,0.0,0.0,-0.159210205078125,0.159210205078125
g034_exception_override,closure,a0.0_b0.3,0.0,0.3,1.3445281982421875,1.3445281982421875
g034_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.10918807983398438,0.10918807983398438
g034_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.1262798309326172,0.1262798309326172
