prompt_id,mechanism,best_action_label,best_alpha,best_beta,best_shift,best_abs_shift
g006_clean,stable,a0.0_b0.0,0.0,0.0,0.018904536962509155,0.018904536962509155
g006_closure_override,closure,a0.3_b0.3,0.3,0.3,0.2689075469970703,0.2689075469970703
g006_closure_update,closure,a0.3_b0.3,0.3,0.3,0.6127164363861084,0.6127164363861084
g006_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.011711753904819489,0.011711753904819489
g006_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.020732522010803223,0.020732522010803223
g006_exception_override,closure,a0.3_b0.3,0.3,0.3,0.5489274263381958,0.5489274263381958
g006_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.02159258723258972,0.02159258723258972
g006_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.015678107738494873,0.015678107738494873
g006_redundant,stable,a0.0_b0.0,0.0,0.0,0.018657244741916656,0.018657244741916656
g006_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.017934978008270264,0.017934978008270264
g007_clean,stable,a0.0_b0.0,0.0,0.0,0.02597983181476593,0.02597983181476593
g007_closure_override,closure,a0.3_b0.3,0.3,0.3,0.10210222005844116,0.10210222005844116
g007_closure_update,closure,a0.3_b0.2,0.3,0.2,0.5990537405014038,0.5990537405014038
g007_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.01791885495185852,0.01791885495185852
g007_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.01656489074230194,0.01656489074230194
g007_exception_override,closure,a0.3_b0.3,0.3,0.3,0.38068345189094543,0.38068345189094543
g007_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.017834067344665527,0.017834067344665527
g007_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.017814233899116516,0.017814233899116516
g007_redundant,stable,a0.0_b0.0,0.0,0.0,0.02597200870513916,0.02597200870513916
g007_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.020863771438598633,0.020863771438598633
g008_clean,stable,a0.1_b0.1,0.1,0.1,-0.004936769604682922,0.004936769604682922
g008_closure_override,closure,a0.3_b0.3,0.3,0.3,0.25681763887405396,0.25681763887405396
g008_closure_update,closure,a0.3_b0.3,0.3,0.3,0.5363845825195312,0.5363845825195312
g008_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.013899773359298706,0.013899773359298706
g008_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.01665857434272766,0.01665857434272766
g008_exception_override,closure,a0.3_b0.3,0.3,0.3,0.39402496814727783,0.39402496814727783
g008_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.0238950252532959,0.0238950252532959
g008_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.027278780937194824,0.027278780937194824
g008_redundant,stable,a0.1_b0.1,0.1,0.1,0.017420083284378052,0.017420083284378052
g008_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.020845510065555573,0.020845510065555573
g013_clean,stable,a0.3_b0.2,0.3,0.2,0.012798994779586792,0.012798994779586792
g013_closure_override,closure,a0.3_b0.3,0.3,0.3,0.35036489367485046,0.35036489367485046
g013_closure_update,closure,a0.3_b0.2,0.3,0.2,0.4894726276397705,0.4894726276397705
g013_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.01534116268157959,0.01534116268157959
g013_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.01610630750656128,0.01610630750656128
g013_exception_override,closure,a0.3_b0.3,0.3,0.3,0.4616889953613281,0.4616889953613281
g013_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.031677961349487305,0.031677961349487305
g013_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.011935055255889893,0.011935055255889893
g013_redundant,stable,a0.1_b0.1,0.1,0.1,-0.017470479011535645,0.017470479011535645
g013_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.02613431215286255,0.02613431215286255
g014_clean,stable,a0.0_b0.0,0.0,0.0,0.019115224480628967,0.019115224480628967
g014_closure_override,closure,a0.3_b0.3,0.3,0.3,0.21230992674827576,0.21230992674827576
g014_closure_update,closure,a0.3_b0.3,0.3,0.3,0.3958812952041626,0.3958812952041626
g014_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.014619529247283936,0.014619529247283936
g014_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.019283801317214966,0.019283801317214966
g014_exception_override,closure,a0.3_b0.3,0.3,0.3,0.2494661808013916,0.2494661808013916
g014_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.023900166153907776,0.023900166153907776
g014_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.01963949203491211,0.01963949203491211
g014_redundant,stable,a0.0_b0.0,0.0,0.0,0.012987449765205383,0.012987449765205383
g014_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.01734369993209839,0.01734369993209839
g016_clean,stable,a0.3_b0.3,0.3,0.3,-0.006062060594558716,0.006062060594558716
g016_closure_override,closure,a0.0_b0.3,0.0,0.3,0.0235975980758667,0.0235975980758667
g016_closure_update,closure,a0.3_b0.3,0.3,0.3,0.2923203706741333,0.2923203706741333
g016_competition_balanced,competition,a0.1_b0.1,0.1,0.1,-0.005365118384361267,0.005365118384361267
g016_direct_conflict,competition,a0.1_b0.1,0.1,0.1,-0.023927606642246246,0.023927606642246246
g016_exception_override,closure,a0.0_b0.3,0.0,0.3,0.03444564342498779,0.03444564342498779
g016_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.04442930221557617,0.04442930221557617
g016_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.023760735988616943,0.023760735988616943
g016_redundant,stable,a0.2_b0.3,0.2,0.3,-0.010093599557876587,0.010093599557876587
g016_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.032553523778915405,0.032553523778915405
g017_clean,stable,a0.0_b0.0,0.0,0.0,0.017532557249069214,0.017532557249069214
g017_closure_override,closure,a0.3_b0.3,0.3,0.3,0.4651693105697632,0.4651693105697632
g017_closure_update,closure,a0.3_b0.3,0.3,0.3,0.15455731749534607,0.15455731749534607
g017_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.020078182220458984,0.020078182220458984
g017_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.01816403865814209,0.01816403865814209
g017_exception_override,closure,a0.3_b0.3,0.3,0.3,0.32871103286743164,0.32871103286743164
g017_irrelevant,stable,a0.3_b0.3,0.3,0.3,0.0017679929733276367,0.0017679929733276367
g017_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.012928485870361328,0.012928485870361328
g017_redundant,stable,a0.0_b0.0,0.0,0.0,0.018382728099822998,0.018382728099822998
g017_weak_distractor,competition,a0.2_b0.3,0.2,0.3,-0.01401403546333313,0.01401403546333313
g019_clean,stable,a0.1_b0.1,0.1,0.1,-0.009964227676391602,0.009964227676391602
g019_closure_override,closure,a0.3_b0.3,0.3,0.3,0.3126815855503082,0.3126815855503082
g019_closure_update,closure,a0.3_b0.3,0.3,0.3,0.6593652963638306,0.6593652963638306
g019_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.012348711490631104,0.012348711490631104
g019_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.01577243208885193,0.01577243208885193
g019_exception_override,closure,a0.3_b0.3,0.3,0.3,0.8935853913426399,0.8935853913426399
g019_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.025723814964294434,0.025723814964294434
g019_paraphrase,stable,a0.3_b0.3,0.3,0.3,-0.010718122124671936,0.010718122124671936
g019_redundant,stable,a0.0_b0.0,0.0,0.0,0.023069828748703003,0.023069828748703003
g019_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.026059240102767944,0.026059240102767944
g020_clean,stable,a0.0_b0.0,0.0,0.0,0.020700842142105103,0.020700842142105103
g020_closure_override,closure,a0.3_b0.3,0.3,0.3,0.07646294683218002,0.07646294683218002
g020_closure_update,closure,a0.3_b0.3,0.3,0.3,0.2951151132583618,0.2951151132583618
g020_competition_balanced,competition,a0.1_b0.1,0.1,0.1,0.0039040744304656982,0.0039040744304656982
g020_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.019024528563022614,0.019024528563022614
g020_exception_override,closure,a0.3_b0.3,0.3,0.3,0.2795792520046234,0.2795792520046234
g020_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.021273314952850342,0.021273314952850342
g020_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.018782615661621094,0.018782615661621094
g020_redundant,stable,a0.0_b0.0,0.0,0.0,0.017816588282585144,0.017816588282585144
g020_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.016283676028251648,0.016283676028251648
g021_clean,stable,a0.2_b0.2,0.2,0.2,0.00046175718307495117,0.00046175718307495117
g021_closure_override,closure,a0.0_b0.3,0.0,0.3,0.07613411545753479,0.07613411545753479
g021_closure_update,closure,a0.3_b0.3,0.3,0.3,0.2505442947149277,0.2505442947149277
g021_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.030116498470306396,0.030116498470306396
g021_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.03587508201599121,0.03587508201599121
g021_exception_override,closure,a0.3_b0.3,0.3,0.3,0.24391762912273407,0.24391762912273407
g021_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.03442072868347168,0.03442072868347168
g021_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.03165864944458008,0.03165864944458008
g021_redundant,stable,a0.1_b0.1,0.1,0.1,-0.03213834762573242,0.03213834762573242
g021_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.03177499771118164,0.03177499771118164
g023_clean,stable,a0.0_b0.0,0.0,0.0,0.007118448615074158,0.007118448615074158
g023_closure_override,closure,a0.3_b0.3,0.3,0.3,0.40409624576568604,0.40409624576568604
g023_closure_update,closure,a0.3_b0.3,0.3,0.3,0.10662034153938293,0.10662034153938293
g023_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.004924029111862183,0.004924029111862183
g023_direct_conflict,competition,a0.0_b0.3,0.0,0.3,0.0059354305267333984,0.0059354305267333984
g023_exception_override,closure,a0.3_b0.3,0.3,0.3,0.5659589767456055,0.5659589767456055
g023_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.02002406120300293,0.02002406120300293
g023_paraphrase,stable,a0.0_b0.3,0.0,0.3,0.005204677581787109,0.005204677581787109
g023_redundant,stable,a0.0_b0.0,0.0,0.0,0.01185581088066101,0.01185581088066101
g023_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.010600447654724121,0.010600447654724121
g024_clean,stable,a0.0_b0.0,0.0,0.0,0.024780184030532837,0.024780184030532837
g024_closure_override,closure,a0.3_b0.3,0.3,0.3,0.04365718364715576,0.04365718364715576
g024_closure_update,closure,a0.3_b0.3,0.3,0.3,0.38958942890167236,0.38958942890167236
g024_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.012002095580101013,0.012002095580101013
g024_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.0246104896068573,0.0246104896068573
g024_exception_override,closure,a0.3_b0.3,0.3,0.3,0.5353529453277588,0.5353529453277588
g024_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.016609519720077515,0.016609519720077515
g024_paraphrase,stable,a0.0_b0.0,0.0,0.0,0.01715749502182007,0.01715749502182007
g024_redundant,stable,a0.0_b0.0,0.0,0.0,0.00996284931898117,0.00996284931898117
g024_weak_distractor,competition,a0.0_b0.0,0.0,0.0,0.015703827142715454,0.015703827142715454
g025_clean,stable,a0.3_b0.0,0.3,0.0,-0.0023871660232543945,0.0023871660232543945
g025_closure_override,closure,a0.3_b0.3,0.3,0.3,0.34261584281921387,0.34261584281921387
g025_closure_update,closure,a0.3_b0.3,0.3,0.3,0.45910847187042236,0.45910847187042236
g025_competition_balanced,competition,a0.0_b0.0,0.0,0.0,0.0176849365234375,0.0176849365234375
g025_direct_conflict,competition,a0.0_b0.0,0.0,0.0,0.013719141483306885,0.013719141483306885
g025_exception_override,closure,a0.3_b0.3,0.3,0.3,0.844319224357605,0.844319224357605
g025_irrelevant,stable,a0.0_b0.0,0.0,0.0,0.018354356288909912,0.018354356288909912
g025_paraphrase,stable,a0.1_b0.1,0.1,0.1,0.010115385055541992,0.010115385055541992
g025_redundant,stable,a0.0_b0.0,0.0,0.0,0.027195364236831665,0.027195364236831665
