prompt_id,graph_id,condition,mechanism,split
g008_irrelevant,8,irrelevant,stable,train
g008_paraphrase,8,paraphrase,stable,train
g008_weak_distractor,8,weak_distractor,competition,train
g008_competition_balanced,8,competition_balanced,competition,train
g008_direct_conflict,8,direct_conflict,competition,train
g008_closure_update,8,closure_update,closure,train
g008_closure_override,8,closure_override,closure,train
g008_exception_override,8,exception_override,closure,train
g009_clean,9,clean,stable,test
g009_redundant,9,redundant,stable,test
g009_irrelevant,9,irrelevant,stable,test
g009_paraphrase,9,paraphrase,stable,test
g009_weak_distractor,9,weak_distractor,competition,test
g009_competition_balanced,9,competition_balanced,competition,test
g009_direct_conflict,9,direct_conflict,competition,test
g009_closure_update,9,closure_update,closure,test
g009_closure_override,9,closure_override,closure,test
g009_exception_override,9,exception_override,closure,test
g010_clean,10,clean,stable,test
g010_redundant,10,redundant,stable,test
g010_irrelevant,10,irrelevant,stable,test
g010_paraphrase,10,paraphrase,stable,test
g010_weak_distractor,10,weak_distractor,competition,test
g010_competition_balanced,10,competition_balanced,competition,test
g010_direct_conflict,10,direct_conflict,competition,test
g010_closure_update,10,closure_update,closure,test
g010_closure_override,10,closure_override,closure,test
g010_exception_override,10,exception_override,closure,test
g011_clean,11,clean,stable,test
g011_redundant,11,redundant,stable,test
g011_irrelevant,11,irrelevant,stable,test
g011_paraphrase,11,paraphrase,stable,test
g011_weak_distractor,11,weak_distractor,competition,test
g011_competition_balanced,11,competition_balanced,competition,test
g011_direct_conflict,11,direct_conflict,competition,test
g011_closure_update,11,closure_update,closure,test
g011_closure_override,11,closure_override,closure,test
g011_exception_override,11,exception_override,closure,test
g012_clean,12,clean,stable,test
g012_redundant,12,redundant,stable,test
g012_irrelevant,12,irrelevant,stable,test
g012_paraphrase,12,paraphrase,stable,test
g012_weak_distractor,12,weak_distractor,competition,test
g012_competition_balanced,12,competition_balanced,competition,test
g012_direct_conflict,12,direct_conflict,competition,test
g012_closure_update,12,closure_update,closure,test
g012_closure_override,12,closure_override,closure,test
g012_exception_override,12,exception_override,closure,test
g013_clean,13,clean,stable,train
g013_redundant,13,redundant,stable,train
g013_irrelevant,13,irrelevant,stable,train
g013_paraphrase,13,paraphrase,stable,train
g013_weak_distractor,13,weak_distractor,competition,train
g013_competition_balanced,13,competition_balanced,competition,train
g013_direct_conflict,13,direct_conflict,competition,train
g013_closure_update,13,closure_update,closure,train
g013_closure_override,13,closure_override,closure,train
g013_exception_override,13,exception_override,closure,train
g014_clean,14,clean,stable,train
g014_redundant,14,redundant,stable,train
g014_irrelevant,14,irrelevant,stable,train
g014_paraphrase,14,paraphrase,stable,train
g014_weak_distractor,14,weak_distractor,competition,train
g014_competition_balanced,14,competition_balanced,competition,train
g014_direct_conflict,14,direct_conflict,competition,train
g014_closure_update,14,closure_update,closure,train
g014_closure_override,14,closure_override,closure,train
g014_exception_override,14,exception_override,closure,train
g015_clean,15,clean,stable,test
g015_redundant,15,redundant,stable,test
g015_irrelevant,15,irrelevant,stable,test
g015_paraphrase,15,paraphrase,stable,test
g015_weak_distractor,15,weak_distractor,competition,test
g015_competition_balanced,15,competition_balanced,competition,test
g015_direct_conflict,15,direct_conflict,competition,test
g015_closure_update,15,closure_update,closure,test
g015_closure_override,15,closure_override,closure,test
g015_exception_override,15,exception_override,closure,test
g016_clean,16,clean,stable,train
g016_redundant,16,redundant,stable,train
g016_irrelevant,16,irrelevant,stable,train
g016_paraphrase,16,paraphrase,stable,train
g016_weak_distractor,16,weak_distractor,competition,train
g016_competition_balanced,16,competition_balanced,competition,train
g016_direct_conflict,16,direct_conflict,competition,train
g016_closure_update,16,closure_update,closure,train
g016_closure_override,16,closure_override,closure,train
g016_exception_override,16,exception_override,closure,train
g017_clean,17,clean,stable,train
g017_redundant,17,redundant,stable,train
g017_irrelevant,17,irrelevant,stable,train
g017_paraphrase,17,paraphrase,stable,train
g017_weak_distractor,17,weak_distractor,competition,train
g017_competition_balanced,17,competition_balanced,competition,train
g017_direct_conflict,17,direct_conflict,competition,train
g017_closure_update,17,closure_update,closure,train
g017_closure_override,17,closure_override,closure,train
g017_exception_override,17,exception_override,closure,train
g018_clean,18,clean,stable,test
g018_redundant,18,redundant,stable,test
g018_irrelevant,18,irrelevant,stable,test
g018_paraphrase,18,paraphrase,stable,test
g018_weak_distractor,18,weak_distractor,competition,test
g018_competition_balanced,18,competition_balanced,competition,test
g018_direct_conflict,18,direct_conflict,competition,test
g018_closure_update,18,closure_update,closure,test
g018_closure_override,18,closure_override,closure,test
g018_exception_override,18,exception_override,closure,test
g019_clean,19,clean,stable,train
g019_redundant,19,redundant,stable,train
g019_irrelevant,19,irrelevant,stable,train
g019_paraphrase,19,paraphrase,stable,train
g019_weak_distractor,19,weak_distractor,competition,train
g019_competition_balanced,19,competition_balanced,competition,train
g019_direct_conflict,19,direct_conflict,competition,train
g019_closure_update,19,closure_update,closure,train
g019_closure_override,19,closure_override,closure,train
g019_exception_override,19,exception_override,closure,train
g020_clean,20,clean,stable,train
g020_redundant,20,redundant,stable,train
g020_irrelevant,20,irrelevant,stable,train
g020_paraphrase,20,paraphrase,stable,train
g020_weak_distractor,20,weak_distractor,competition,train
g020_competition_balanced,20,competition_balanced,competition,train
g020_direct_conflict,20,direct_conflict,competition,train
g020_closure_update,20,closure_update,closure,train
g020_closure_override,20,closure_override,closure,train
g020_exception_override,20,exception_override,closure,train
g021_clean,21,clean,stable,train
g021_redundant,21,redundant,stable,train
g021_irrelevant,21,irrelevant,stable,train
g021_paraphrase,21,paraphrase,stable,train
g021_weak_distractor,21,weak_distractor,competition,train
g021_competition_balanced,21,competition_balanced,competition,train
g021_direct_conflict,21,direct_conflict,competition,train
g021_closure_update,21,closure_update,closure,train
g021_closure_override,21,closure_override,closure,train
g021_exception_override,21,exception_override,closure,train
g022_clean,22,clean,stable,test
g022_redundant,22,redundant,stable,test
g022_irrelevant,22,irrelevant,stable,test
g022_paraphrase,22,paraphrase,stable,test
g022_weak_distractor,22,weak_distractor,competition,test
g022_competition_balanced,22,competition_balanced,competition,test
g022_direct_conflict,22,direct_conflict,competition,test
g022_closure_update,22,closure_update,closure,test
g022_closure_override,22,closure_override,closure,test
g022_exception_override,22,exception_override,closure,test
g023_clean,23,clean,stable,train
g023_redundant,23,redundant,stable,train
g023_irrelevant,23,irrelevant,stable,train
g023_paraphrase,23,paraphrase,stable,train
g023_weak_distractor,23,weak_distractor,competition,train
g023_competition_balanced,23,competition_balanced,competition,train
g023_direct_conflict,23,direct_conflict,competition,train
g023_closure_update,23,closure_update,closure,train
g023_closure_override,23,closure_override,closure,train
g023_exception_override,23,exception_override,closure,train
g024_clean,24,clean,stable,train
g024_redundant,24,redundant,stable,train
g024_irrelevant,24,irrelevant,stable,train
g024_paraphrase,24,paraphrase,stable,train
g024_weak_distractor,24,weak_distractor,competition,train
g024_competition_balanced,24,competition_balanced,competition,train
g024_direct_conflict,24,direct_conflict,competition,train
g024_closure_update,24,closure_update,closure,train
g024_closure_override,24,closure_override,closure,train
g024_exception_override,24,exception_override,closure,train
g025_clean,25,clean,stable,train
g025_redundant,25,redundant,stable,train
g025_irrelevant,25,irrelevant,stable,train
g025_paraphrase,25,paraphrase,stable,train
g025_weak_distractor,25,weak_distractor,competition,train
g025_competition_balanced,25,competition_balanced,competition,train
g025_direct_conflict,25,direct_conflict,competition,train
g025_closure_update,25,closure_update,closure,train
g025_closure_override,25,closure_override,closure,train
g025_exception_override,25,exception_override,closure,train
g026_clean,26,clean,stable,test
g026_redundant,26,redundant,stable,test
g026_irrelevant,26,irrelevant,stable,test
g026_paraphrase,26,paraphrase,stable,test
g026_weak_distractor,26,weak_distractor,competition,test
g026_competition_balanced,26,competition_balanced,competition,test
g026_direct_conflict,26,direct_conflict,competition,test
g026_closure_update,26,closure_update,closure,test
g026_closure_override,26,closure_override,closure,test
g026_exception_override,26,exception_override,closure,test
g027_clean,27,clean,stable,train
g027_redundant,27,redundant,stable,train
g027_irrelevant,27,irrelevant,stable,train
g027_paraphrase,27,paraphrase,stable,train
g027_weak_distractor,27,weak_distractor,competition,train
g027_competition_balanced,27,competition_balanced,competition,train
g027_direct_conflict,27,direct_conflict,competition,train
g027_closure_update,27,closure_update,closure,train
g027_closure_override,27,closure_override,closure,train
g027_exception_override,27,exception_override,closure,train
g028_clean,28,clean,stable,train
g028_redundant,28,redundant,stable,train
g028_irrelevant,28,irrelevant,stable,train
g028_paraphrase,28,paraphrase,stable,train
g028_weak_distractor,28,weak_distractor,competition,train
g028_competition_balanced,28,competition_balanced,competition,train
g028_direct_conflict,28,direct_conflict,competition,train
g028_closure_update,28,closure_update,closure,train
g028_closure_override,28,closure_override,closure,train
g028_exception_override,28,exception_override,closure,train
